r_id,pltm_kokok_putih,pltmh_santon,pltm_segara,pltu_lombok_timure,pltd_ampenan,pltd_taman,pltu_lombok_apbn,pltu_lombok_ftp1,pltu_lombok_ftp1,mpp_lombok,pltmg_sumbawa,pltd_bima,pltu_sumbawa_barat,pltmg_bima,pltd_taliwang,pltmg_lombok_peaker,pltm_sedau_kumbi,pltu_lombok_ftp2,plts_lunyuk_kuota_tersebar,plts_medang,plts_dedieselisasi,pltmg_sumbawa_2,pltm_koko_babak,plts_sumbawa_bima_kuota_tersebar,pltm_lombok_kuota_tersebar,plts_lunyuk_kuota_tersebar,pltbm_sumbawa_bima_kuota_tersebar,pltm_lombok_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltmg_bima_2,plts_lunyuk_kuota_tersebar,pltu_bima_ftp1,pltp_sumbawa_bima_kuota_tersebar,pltmg_lombok_2,pltmg_sumbawa_3,plt_ebt_base_lombok_3,plt_ebt_base_lombok_4,west_nusa_tenggara_solar_potential_ruen,west_nusa_tenggara_wind_potential_ruen,west_nusa_tenggara_geothermal_potential_ruen,west_nusa_tenggara_hydropower_potential_ruen,west_nusa_tenggara_hydropower_mini_potential_ruen,west_nusa_tenggara_biomass_potential_ruen,west_nusa_tenggara_biogas_potential_ruen,pltd_kefamenanu,pltu_kupang_ftp1,pltmg_kupang_peaker,pltd_labuhan_bajo,mpp_flores_labuan_bajo,pltd_ruteng,pltu_ende_ftp1,pltp_ulumbu_adb,pltd_bajawa,pltmg_maumere,pltmg_alor,plts_lisdes_ntt,pltp_sokoria,pltbm_sumba_kuota_tersebar,pltm_sumba_kuota_tersebar,pltmg_waingapu,plts_adonara,plts_adonara,plts_alor_kalabahi,plts_betun,pltmg_waingapu_2,plts_flores,plts_lembata,pltb_maubesi,plts_reep_1_tersebar,plts_rote,plts_rote,plts_sabu_raijua,pltp_sokoria,pltm_sumba_kuota_tersebar,pltu_timor_1,plts_dedieselisasi,plts_dedieselisasi,plts_lembata,plts_sumba,pltb_sumba_kuota_tersebar,plts_timor_kuota_tersebar,pltm_wae_lega_ruteng,pltmg_kupang_2,plts_sumba,plts_sumba,plts_timor_kuota_tersebar,pltb_timor_kuota_tersebar,pltb_timor_kuota_tersebar,pltp_sokoria,pltp_atadei,pltu_alor,plts_dedieselisasi,pltm_flores,pltu_rote_ndao,pltm_sumba,pltp_ulumbu_5,pltp_mataloko_ftp2,plts_sumba,plts_sumba,plt_ebt_base_timor_2,pltu_atambua,pltp_ulumbu_6,pltp_oka_ile_ange_ftp2,plts_rote,plts_sumba,plts_sumba,plt_ebt_base_timor_3,pltp_gunung_sirung,plts_sumba,plts_sumba,east_nusa_tenggara_solar_potential_ruen,east_nusa_tenggara_wind_potential_ruen,east_nusa_tenggara_geothermal_potential_ruen,east_nusa_tenggara_hydropower_potential_ruen,east_nusa_tenggara_hydropower_mini_potential_ruen,east_nusa_tenggara_biomass_potential_ruen,east_nusa_tenggara_biogas_potential_ruen
733,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.434,0.434,0.434,1,0.5,0.434,0.5,0.434,1,0.5,0.5,0.5,0.5,1,0.434,1,1,1,1,1,1,0.434,0.025,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.446,1,1,0.5,1,0.446,0.446,0.446,0.446,1,0.446,0.446,0.1,0.446,0.446,0.446,0.446,1,0.5,1,0.446,0.446,0.446,0.446,0.1,0.446,0.5,1,0.446,0.446,0.446,0.1,0.1,1,1,1,0.446,0.5,1,0.5,1,1,0.446,0.446,1,1,1,1,0.446,0.446,0.446,1,1,0.446,0.446,0.446,0.1,1,0.5,0.5,1,1
734,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.345,0.345,0.345,1,0.5,0.345,0.5,0.345,1,0.5,0.5,0.5,0.5,1,0.345,1,1,1,1,1,1,0.345,0.03,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.377,1,1,0.5,1,0.377,0.377,0.377,0.377,1,0.377,0.377,0.102,0.377,0.377,0.377,0.377,1,0.5,1,0.377,0.377,0.377,0.377,0.102,0.377,0.5,1,0.377,0.377,0.377,0.102,0.102,1,1,1,0.377,0.5,1,0.5,1,1,0.377,0.377,1,1,1,1,0.377,0.377,0.377,1,1,0.377,0.377,0.377,0.102,1,0.5,0.5,1,1
735,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.235,0.235,0.235,1,0.5,0.235,0.5,0.235,1,0.5,0.5,0.5,0.5,1,0.235,1,1,1,1,1,1,0.235,0.028,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.283,1,1,0.5,1,0.283,0.283,0.283,0.283,1,0.283,0.283,0.082,0.283,0.283,0.283,0.283,1,0.5,1,0.283,0.283,0.283,0.283,0.082,0.283,0.5,1,0.283,0.283,0.283,0.082,0.082,1,1,1,0.283,0.5,1,0.5,1,1,0.283,0.283,1,1,1,1,0.283,0.283,0.283,1,1,0.283,0.283,0.283,0.082,1,0.5,0.5,1,1
736,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.126,0.126,0.126,1,0.5,0.126,0.5,0.126,1,0.5,0.5,0.5,0.5,1,0.126,1,1,1,1,1,1,0.126,0.018,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.162,1,1,0.5,1,0.162,0.162,0.162,0.162,1,0.162,0.162,0.045,0.162,0.162,0.162,0.162,1,0.5,1,0.162,0.162,0.162,0.162,0.045,0.162,0.5,1,0.162,0.162,0.162,0.045,0.045,1,1,1,0.162,0.5,1,0.5,1,1,0.162,0.162,1,1,1,1,0.162,0.162,0.162,1,1,0.162,0.162,0.162,0.045,1,0.5,0.5,1,1
737,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.034,0.034,0.034,1,0.5,0.034,0.5,0.034,1,0.5,0.5,0.5,0.5,1,0.034,1,1,1,1,1,1,0.034,0.011,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.038,1,1,0.5,1,0.038,0.038,0.038,0.038,1,0.038,0.038,0.018,0.038,0.038,0.038,0.038,1,0.5,1,0.038,0.038,0.038,0.038,0.018,0.038,0.5,1,0.038,0.038,0.038,0.018,0.018,1,1,1,0.038,0.5,1,0.5,1,1,0.038,0.038,1,1,1,1,0.038,0.038,0.038,1,1,0.038,0.038,0.038,0.018,1,0.5,0.5,1,1
738,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.015,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.018,0,0,0,0,1,0.5,1,0,0,0,0,0.018,0,0.5,1,0,0,0,0.018,0.018,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.018,1,0.5,0.5,1,1
739,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.02,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.021,0,0,0,0,1,0.5,1,0,0,0,0,0.021,0,0.5,1,0,0,0,0.021,0.021,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.021,1,0.5,0.5,1,1
740,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.024,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.02,0,0,0,0,1,0.5,1,0,0,0,0,0.02,0,0.5,1,0,0,0,0.02,0.02,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.02,1,0.5,0.5,1,1
741,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.025,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.016,0,0,0,0,1,0.5,1,0,0,0,0,0.016,0,0.5,1,0,0,0,0.016,0.016,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.016,1,0.5,0.5,1,1
742,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.027,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.014,0,0,0,0,1,0.5,1,0,0,0,0,0.014,0,0.5,1,0,0,0,0.014,0.014,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.014,1,0.5,0.5,1,1
743,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.039,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.01,0,0,0,0,1,0.5,1,0,0,0,0,0.01,0,0.5,1,0,0,0,0.01,0.01,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.01,1,0.5,0.5,1,1
744,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.055,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.007,0,0,0,0,1,0.5,1,0,0,0,0,0.007,0,0.5,1,0,0,0,0.007,0.007,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.007,1,0.5,0.5,1,1
745,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.054,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.007,0,0,0,0,1,0.5,1,0,0,0,0,0.007,0,0.5,1,0,0,0,0.007,0.007,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.007,1,0.5,0.5,1,1
746,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.051,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.015,0,0,0,0,1,0.5,1,0,0,0,0,0.015,0,0.5,1,0,0,0,0.015,0.015,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.015,1,0.5,0.5,1,1
747,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.056,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.044,0,0,0,0,1,0.5,1,0,0,0,0,0.044,0,0.5,1,0,0,0,0.044,0.044,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.044,1,0.5,0.5,1,1
748,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.07,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.077,0,0,0,0,1,0.5,1,0,0,0,0,0.077,0,0.5,1,0,0,0,0.077,0.077,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.077,1,0.5,0.5,1,1
749,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.079,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.078,0,0,0,0,1,0.5,1,0,0,0,0,0.078,0,0.5,1,0,0,0,0.078,0.078,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.078,1,0.5,0.5,1,1
750,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.015,0.015,0.015,1,0.5,0.015,0.5,0.015,1,0.5,0.5,0.5,0.5,1,0.015,1,1,1,1,1,1,0.015,0.073,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.037,1,1,0.5,1,0.037,0.037,0.037,0.037,1,0.037,0.037,0.045,0.037,0.037,0.037,0.037,1,0.5,1,0.037,0.037,0.037,0.037,0.045,0.037,0.5,1,0.037,0.037,0.037,0.045,0.045,1,1,1,0.037,0.5,1,0.5,1,1,0.037,0.037,1,1,1,1,0.037,0.037,0.037,1,1,0.037,0.037,0.037,0.045,1,0.5,0.5,1,1
751,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.108,0.108,0.108,1,0.5,0.108,0.5,0.108,1,0.5,0.5,0.5,0.5,1,0.108,1,1,1,1,1,1,0.108,0.027,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.172,1,1,0.5,1,0.172,0.172,0.172,0.172,1,0.172,0.172,0.019,0.172,0.172,0.172,0.172,1,0.5,1,0.172,0.172,0.172,0.172,0.019,0.172,0.5,1,0.172,0.172,0.172,0.019,0.019,1,1,1,0.172,0.5,1,0.5,1,1,0.172,0.172,1,1,1,1,0.172,0.172,0.172,1,1,0.172,0.172,0.172,0.019,1,0.5,0.5,1,1
752,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.225,0.225,0.225,1,0.5,0.225,0.5,0.225,1,0.5,0.5,0.5,0.5,1,0.225,1,1,1,1,1,1,0.225,0.014,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.358,1,1,0.5,1,0.358,0.358,0.358,0.358,1,0.358,0.358,0.023,0.358,0.358,0.358,0.358,1,0.5,1,0.358,0.358,0.358,0.358,0.023,0.358,0.5,1,0.358,0.358,0.358,0.023,0.023,1,1,1,0.358,0.5,1,0.5,1,1,0.358,0.358,1,1,1,1,0.358,0.358,0.358,1,1,0.358,0.358,0.358,0.023,1,0.5,0.5,1,1
753,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.309,0.309,0.309,1,0.5,0.309,0.5,0.309,1,0.5,0.5,0.5,0.5,1,0.309,1,1,1,1,1,1,0.309,0.015,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.466,1,1,0.5,1,0.466,0.466,0.466,0.466,1,0.466,0.466,0.039,0.466,0.466,0.466,0.466,1,0.5,1,0.466,0.466,0.466,0.466,0.039,0.466,0.5,1,0.466,0.466,0.466,0.039,0.039,1,1,1,0.466,0.5,1,0.5,1,1,0.466,0.466,1,1,1,1,0.466,0.466,0.466,1,1,0.466,0.466,0.466,0.039,1,0.5,0.5,1,1
754,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.386,0.386,0.386,1,0.5,0.386,0.5,0.386,1,0.5,0.5,0.5,0.5,1,0.386,1,1,1,1,1,1,0.386,0.021,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53,1,1,0.5,1,0.53,0.53,0.53,0.53,1,0.53,0.53,0.062,0.53,0.53,0.53,0.53,1,0.5,1,0.53,0.53,0.53,0.53,0.062,0.53,0.5,1,0.53,0.53,0.53,0.062,0.062,1,1,1,0.53,0.5,1,0.5,1,1,0.53,0.53,1,1,1,1,0.53,0.53,0.53,1,1,0.53,0.53,0.53,0.062,1,0.5,0.5,1,1
755,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.446,0.446,0.446,1,0.5,0.446,0.5,0.446,1,0.5,0.5,0.5,0.5,1,0.446,1,1,1,1,1,1,0.446,0.041,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.558,1,1,0.5,1,0.558,0.558,0.558,0.558,1,0.558,0.558,0.086,0.558,0.558,0.558,0.558,1,0.5,1,0.558,0.558,0.558,0.558,0.086,0.558,0.5,1,0.558,0.558,0.558,0.086,0.086,1,1,1,0.558,0.5,1,0.5,1,1,0.558,0.558,1,1,1,1,0.558,0.558,0.558,1,1,0.558,0.558,0.558,0.086,1,0.5,0.5,1,1
756,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.493,0.493,0.493,1,0.5,0.493,0.5,0.493,1,0.5,0.5,0.5,0.5,1,0.493,1,1,1,1,1,1,0.493,0.064,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.525,1,1,0.5,1,0.525,0.525,0.525,0.525,1,0.525,0.525,0.108,0.525,0.525,0.525,0.525,1,0.5,1,0.525,0.525,0.525,0.525,0.108,0.525,0.5,1,0.525,0.525,0.525,0.108,0.108,1,1,1,0.525,0.5,1,0.5,1,1,0.525,0.525,1,1,1,1,0.525,0.525,0.525,1,1,0.525,0.525,0.525,0.108,1,0.5,0.5,1,1
757,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.508,0.508,0.508,1,0.5,0.508,0.5,0.508,1,0.5,0.5,0.5,0.5,1,0.508,1,1,1,1,1,1,0.508,0.081,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.432,1,1,0.5,1,0.432,0.432,0.432,0.432,1,0.432,0.432,0.118,0.432,0.432,0.432,0.432,1,0.5,1,0.432,0.432,0.432,0.432,0.118,0.432,0.5,1,0.432,0.432,0.432,0.118,0.118,1,1,1,0.432,0.5,1,0.5,1,1,0.432,0.432,1,1,1,1,0.432,0.432,0.432,1,1,0.432,0.432,0.432,0.118,1,0.5,0.5,1,1
758,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.442,0.442,0.442,1,0.5,0.442,0.5,0.442,1,0.5,0.5,0.5,0.5,1,0.442,1,1,1,1,1,1,0.442,0.086,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.344,1,1,0.5,1,0.344,0.344,0.344,0.344,1,0.344,0.344,0.122,0.344,0.344,0.344,0.344,1,0.5,1,0.344,0.344,0.344,0.344,0.122,0.344,0.5,1,0.344,0.344,0.344,0.122,0.122,1,1,1,0.344,0.5,1,0.5,1,1,0.344,0.344,1,1,1,1,0.344,0.344,0.344,1,1,0.344,0.344,0.344,0.122,1,0.5,0.5,1,1
759,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.343,0.343,0.343,1,0.5,0.343,0.5,0.343,1,0.5,0.5,0.5,0.5,1,0.343,1,1,1,1,1,1,0.343,0.087,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.255,1,1,0.5,1,0.255,0.255,0.255,0.255,1,0.255,0.255,0.11,0.255,0.255,0.255,0.255,1,0.5,1,0.255,0.255,0.255,0.255,0.11,0.255,0.5,1,0.255,0.255,0.255,0.11,0.11,1,1,1,0.255,0.5,1,0.5,1,1,0.255,0.255,1,1,1,1,0.255,0.255,0.255,1,1,0.255,0.255,0.255,0.11,1,0.5,0.5,1,1
760,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.203,0.203,0.203,1,0.5,0.203,0.5,0.203,1,0.5,0.5,0.5,0.5,1,0.203,1,1,1,1,1,1,0.203,0.069,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.117,1,1,0.5,1,0.117,0.117,0.117,0.117,1,0.117,0.117,0.062,0.117,0.117,0.117,0.117,1,0.5,1,0.117,0.117,0.117,0.117,0.062,0.117,0.5,1,0.117,0.117,0.117,0.062,0.062,1,1,1,0.117,0.5,1,0.5,1,1,0.117,0.117,1,1,1,1,0.117,0.117,0.117,1,1,0.117,0.117,0.117,0.062,1,0.5,0.5,1,1
761,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.061,0.061,0.061,1,0.5,0.061,0.5,0.061,1,0.5,0.5,0.5,0.5,1,0.061,1,1,1,1,1,1,0.061,0.063,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.026,1,1,0.5,1,0.026,0.026,0.026,0.026,1,0.026,0.026,0.042,0.026,0.026,0.026,0.026,1,0.5,1,0.026,0.026,0.026,0.026,0.042,0.026,0.5,1,0.026,0.026,0.026,0.042,0.042,1,1,1,0.026,0.5,1,0.5,1,1,0.026,0.026,1,1,1,1,0.026,0.026,0.026,1,1,0.026,0.026,0.026,0.042,1,0.5,0.5,1,1
762,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.069,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.051,0,0,0,0,1,0.5,1,0,0,0,0,0.051,0,0.5,1,0,0,0,0.051,0.051,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.051,1,0.5,0.5,1,1
763,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.071,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.058,0,0,0,0,1,0.5,1,0,0,0,0,0.058,0,0.5,1,0,0,0,0.058,0.058,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.058,1,0.5,0.5,1,1
764,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.07,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.07,0,0,0,0,1,0.5,1,0,0,0,0,0.07,0,0.5,1,0,0,0,0.07,0.07,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.07,1,0.5,0.5,1,1
765,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.077,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.066,0,0,0,0,1,0.5,1,0,0,0,0,0.066,0,0.5,1,0,0,0,0.066,0.066,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.066,1,0.5,0.5,1,1
766,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.09,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.067,0,0,0,0,1,0.5,1,0,0,0,0,0.067,0,0.5,1,0,0,0,0.067,0.067,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.067,1,0.5,0.5,1,1
767,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.101,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.081,0,0,0,0,1,0.5,1,0,0,0,0,0.081,0,0.5,1,0,0,0,0.081,0.081,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.081,1,0.5,0.5,1,1
768,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.107,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.1,0,0,0,0,1,0.5,1,0,0,0,0,0.1,0,0.5,1,0,0,0,0.1,0.1,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.1,1,0.5,0.5,1,1
769,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.114,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.118,0,0,0,0,1,0.5,1,0,0,0,0,0.118,0,0.5,1,0,0,0,0.118,0.118,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.118,1,0.5,0.5,1,1
770,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.118,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.154,0,0,0,0,1,0.5,1,0,0,0,0,0.154,0,0.5,1,0,0,0,0.154,0.154,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.154,1,0.5,0.5,1,1
