r_id,pltm_kokok_putih,pltmh_santon,pltm_segara,pltu_lombok_timure,pltd_ampenan,pltd_taman,pltu_lombok_apbn,pltu_lombok_ftp1,pltu_lombok_ftp1,mpp_lombok,pltmg_sumbawa,pltd_bima,pltu_sumbawa_barat,pltmg_bima,pltd_taliwang,pltmg_lombok_peaker,pltm_sedau_kumbi,pltu_lombok_ftp2,plts_lunyuk_kuota_tersebar,plts_medang,plts_dedieselisasi,pltmg_sumbawa_2,pltm_koko_babak,plts_sumbawa_bima_kuota_tersebar,pltm_lombok_kuota_tersebar,plts_lunyuk_kuota_tersebar,pltbm_sumbawa_bima_kuota_tersebar,pltm_lombok_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltm_sumbawa_bima_kuota_tersebar,pltmg_bima_2,plts_lunyuk_kuota_tersebar,pltu_bima_ftp1,pltp_sumbawa_bima_kuota_tersebar,pltmg_lombok_2,pltmg_sumbawa_3,plt_ebt_base_lombok_3,plt_ebt_base_lombok_4,west_nusa_tenggara_solar_potential_ruen,west_nusa_tenggara_wind_potential_ruen,west_nusa_tenggara_geothermal_potential_ruen,west_nusa_tenggara_hydropower_potential_ruen,west_nusa_tenggara_hydropower_mini_potential_ruen,west_nusa_tenggara_biomass_potential_ruen,west_nusa_tenggara_biogas_potential_ruen,pltd_kefamenanu,pltu_kupang_ftp1,pltmg_kupang_peaker,pltd_labuhan_bajo,mpp_flores_labuan_bajo,pltd_ruteng,pltu_ende_ftp1,pltp_ulumbu_adb,pltd_bajawa,pltmg_maumere,pltmg_alor,plts_lisdes_ntt,pltp_sokoria,pltbm_sumba_kuota_tersebar,pltm_sumba_kuota_tersebar,pltmg_waingapu,plts_adonara,plts_adonara,plts_alor_kalabahi,plts_betun,pltmg_waingapu_2,plts_flores,plts_lembata,pltb_maubesi,plts_reep_1_tersebar,plts_rote,plts_rote,plts_sabu_raijua,pltp_sokoria,pltm_sumba_kuota_tersebar,pltu_timor_1,plts_dedieselisasi,plts_dedieselisasi,plts_lembata,plts_sumba,pltb_sumba_kuota_tersebar,plts_timor_kuota_tersebar,pltm_wae_lega_ruteng,pltmg_kupang_2,plts_sumba,plts_sumba,plts_timor_kuota_tersebar,pltb_timor_kuota_tersebar,pltb_timor_kuota_tersebar,pltp_sokoria,pltp_atadei,pltu_alor,plts_dedieselisasi,pltm_flores,pltu_rote_ndao,pltm_sumba,pltp_ulumbu_5,pltp_mataloko_ftp2,plts_sumba,plts_sumba,plt_ebt_base_timor_2,pltu_atambua,pltp_ulumbu_6,pltp_oka_ile_ange_ftp2,plts_rote,plts_sumba,plts_sumba,plt_ebt_base_timor_3,pltp_gunung_sirung,plts_sumba,plts_sumba,east_nusa_tenggara_solar_potential_ruen,east_nusa_tenggara_wind_potential_ruen,east_nusa_tenggara_geothermal_potential_ruen,east_nusa_tenggara_hydropower_potential_ruen,east_nusa_tenggara_hydropower_mini_potential_ruen,east_nusa_tenggara_biomass_potential_ruen,east_nusa_tenggara_biogas_potential_ruen
21,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.088,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.069,0,0,0,0,1,0.5,1,0,0,0,0,0.069,0,0.5,1,0,0,0,0.069,0.069,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.069,1,0.5,0.5,1,1
22,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.098,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.076,0,0,0,0,1,0.5,1,0,0,0,0,0.076,0,0.5,1,0,0,0,0.076,0.076,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.076,1,0.5,0.5,1,1
23,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.104,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.07,0,0,0,0,1,0.5,1,0,0,0,0,0.07,0,0.5,1,0,0,0,0.07,0.07,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.07,1,0.5,0.5,1,1
24,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.102,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.07,0,0,0,0,1,0.5,1,0,0,0,0,0.07,0,0.5,1,0,0,0,0.07,0.07,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.07,1,0.5,0.5,1,1
25,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.077,0,0,0,0,1,0.5,1,0,0,0,0,0.077,0,0.5,1,0,0,0,0.077,0.077,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.077,1,0.5,0.5,1,1
26,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.103,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.085,0,0,0,0,1,0.5,1,0,0,0,0,0.085,0,0.5,1,0,0,0,0.085,0.085,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.085,1,0.5,0.5,1,1
27,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.114,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.095,0,0,0,0,1,0.5,1,0,0,0,0,0.095,0,0.5,1,0,0,0,0.095,0.095,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.095,1,0.5,0.5,1,1
28,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.117,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.101,0,0,0,0,1,0.5,1,0,0,0,0,0.101,0,0.5,1,0,0,0,0.101,0.101,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.101,1,0.5,0.5,1,1
29,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.133,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.105,0,0,0,0,1,0.5,1,0,0,0,0,0.105,0,0.5,1,0,0,0,0.105,0.105,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.105,1,0.5,0.5,1,1
30,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.01,0.01,0.01,1,0.5,0.01,0.5,0.01,1,0.5,0.5,0.5,0.5,1,0.01,1,1,1,1,1,1,0.01,0.134,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04,1,1,0.5,1,0.04,0.04,0.04,0.04,1,0.04,0.04,0.122,0.04,0.04,0.04,0.04,1,0.5,1,0.04,0.04,0.04,0.04,0.122,0.04,0.5,1,0.04,0.04,0.04,0.122,0.122,1,1,1,0.04,0.5,1,0.5,1,1,0.04,0.04,1,1,1,1,0.04,0.04,0.04,1,1,0.04,0.04,0.04,0.122,1,0.5,0.5,1,1
31,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.166,0.166,0.166,1,0.5,0.166,0.5,0.166,1,0.5,0.5,0.5,0.5,1,0.166,1,1,1,1,1,1,0.166,0.117,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.222,1,1,0.5,1,0.222,0.222,0.222,0.222,1,0.222,0.222,0.092,0.222,0.222,0.222,0.222,1,0.5,1,0.222,0.222,0.222,0.222,0.092,0.222,0.5,1,0.222,0.222,0.222,0.092,0.092,1,1,1,0.222,0.5,1,0.5,1,1,0.222,0.222,1,1,1,1,0.222,0.222,0.222,1,1,0.222,0.222,0.222,0.092,1,0.5,0.5,1,1
32,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.364,0.364,0.364,1,0.5,0.364,0.5,0.364,1,0.5,0.5,0.5,0.5,1,0.364,1,1,1,1,1,1,0.364,0.177,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.447,1,1,0.5,1,0.447,0.447,0.447,0.447,1,0.447,0.447,0.132,0.447,0.447,0.447,0.447,1,0.5,1,0.447,0.447,0.447,0.447,0.132,0.447,0.5,1,0.447,0.447,0.447,0.132,0.132,1,1,1,0.447,0.5,1,0.5,1,1,0.447,0.447,1,1,1,1,0.447,0.447,0.447,1,1,0.447,0.447,0.447,0.132,1,0.5,0.5,1,1
33,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.515,0.515,0.515,1,0.5,0.515,0.5,0.515,1,0.5,0.5,0.5,0.5,1,0.515,1,1,1,1,1,1,0.515,0.223,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.605,1,1,0.5,1,0.605,0.605,0.605,0.605,1,0.605,0.605,0.152,0.605,0.605,0.605,0.605,1,0.5,1,0.605,0.605,0.605,0.605,0.152,0.605,0.5,1,0.605,0.605,0.605,0.152,0.152,1,1,1,0.605,0.5,1,0.5,1,1,0.605,0.605,1,1,1,1,0.605,0.605,0.605,1,1,0.605,0.605,0.605,0.152,1,0.5,0.5,1,1
34,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.618,0.618,0.618,1,0.5,0.618,0.5,0.618,1,0.5,0.5,0.5,0.5,1,0.618,1,1,1,1,1,1,0.618,0.223,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.696,1,1,0.5,1,0.696,0.696,0.696,0.696,1,0.696,0.696,0.156,0.696,0.696,0.696,0.696,1,0.5,1,0.696,0.696,0.696,0.696,0.156,0.696,0.5,1,0.696,0.696,0.696,0.156,0.156,1,1,1,0.696,0.5,1,0.5,1,1,0.696,0.696,1,1,1,1,0.696,0.696,0.696,1,1,0.696,0.696,0.696,0.156,1,0.5,0.5,1,1
35,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.674,0.674,0.674,1,0.5,0.674,0.5,0.674,1,0.5,0.5,0.5,0.5,1,0.674,1,1,1,1,1,1,0.674,0.21,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.737,1,1,0.5,1,0.737,0.737,0.737,0.737,1,0.737,0.737,0.163,0.737,0.737,0.737,0.737,1,0.5,1,0.737,0.737,0.737,0.737,0.163,0.737,0.5,1,0.737,0.737,0.737,0.163,0.163,1,1,1,0.737,0.5,1,0.5,1,1,0.737,0.737,1,1,1,1,0.737,0.737,0.737,1,1,0.737,0.737,0.737,0.163,1,0.5,0.5,1,1
36,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.689,0.689,0.689,1,0.5,0.689,0.5,0.689,1,0.5,0.5,0.5,0.5,1,0.689,1,1,1,1,1,1,0.689,0.202,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.735,1,1,0.5,1,0.735,0.735,0.735,0.735,1,0.735,0.735,0.165,0.735,0.735,0.735,0.735,1,0.5,1,0.735,0.735,0.735,0.735,0.165,0.735,0.5,1,0.735,0.735,0.735,0.165,0.165,1,1,1,0.735,0.5,1,0.5,1,1,0.735,0.735,1,1,1,1,0.735,0.735,0.735,1,1,0.735,0.735,0.735,0.165,1,0.5,0.5,1,1
37,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.651,0.651,0.651,1,0.5,0.651,0.5,0.651,1,0.5,0.5,0.5,0.5,1,0.651,1,1,1,1,1,1,0.651,0.201,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.69,1,1,0.5,1,0.69,0.69,0.69,0.69,1,0.69,0.69,0.163,0.69,0.69,0.69,0.69,1,0.5,1,0.69,0.69,0.69,0.69,0.163,0.69,0.5,1,0.69,0.69,0.69,0.163,0.163,1,1,1,0.69,0.5,1,0.5,1,1,0.69,0.69,1,1,1,1,0.69,0.69,0.69,1,1,0.69,0.69,0.69,0.163,1,0.5,0.5,1,1
38,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.554,0.554,0.554,1,0.5,0.554,0.5,0.554,1,0.5,0.5,0.5,0.5,1,0.554,1,1,1,1,1,1,0.554,0.212,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6,1,1,0.5,1,0.6,0.6,0.6,0.6,1,0.6,0.6,0.157,0.6,0.6,0.6,0.6,1,0.5,1,0.6,0.6,0.6,0.6,0.157,0.6,0.5,1,0.6,0.6,0.6,0.157,0.157,1,1,1,0.6,0.5,1,0.5,1,1,0.6,0.6,1,1,1,1,0.6,0.6,0.6,1,1,0.6,0.6,0.6,0.157,1,0.5,0.5,1,1
39,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.415,0.415,0.415,1,0.5,0.415,0.5,0.415,1,0.5,0.5,0.5,0.5,1,0.415,1,1,1,1,1,1,0.415,0.223,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.458,1,1,0.5,1,0.458,0.458,0.458,0.458,1,0.458,0.458,0.151,0.458,0.458,0.458,0.458,1,0.5,1,0.458,0.458,0.458,0.458,0.151,0.458,0.5,1,0.458,0.458,0.458,0.151,0.151,1,1,1,0.458,0.5,1,0.5,1,1,0.458,0.458,1,1,1,1,0.458,0.458,0.458,1,1,0.458,0.458,0.458,0.151,1,0.5,0.5,1,1
40,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.211,0.211,0.211,1,0.5,0.211,0.5,0.211,1,0.5,0.5,0.5,0.5,1,0.211,1,1,1,1,1,1,0.211,0.179,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.26,1,1,0.5,1,0.26,0.26,0.26,0.26,1,0.26,0.26,0.135,0.26,0.26,0.26,0.26,1,0.5,1,0.26,0.26,0.26,0.26,0.135,0.26,0.5,1,0.26,0.26,0.26,0.135,0.135,1,1,1,0.26,0.5,1,0.5,1,1,0.26,0.26,1,1,1,1,0.26,0.26,0.26,1,1,0.26,0.26,0.26,0.135,1,0.5,0.5,1,1
41,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.045,0.045,0.045,1,0.5,0.045,0.5,0.045,1,0.5,0.5,0.5,0.5,1,0.045,1,1,1,1,1,1,0.045,0.138,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.028,1,1,0.5,1,0.028,0.028,0.028,0.028,1,0.028,0.028,0.108,0.028,0.028,0.028,0.028,1,0.5,1,0.028,0.028,0.028,0.028,0.108,0.028,0.5,1,0.028,0.028,0.028,0.108,0.108,1,1,1,0.028,0.5,1,0.5,1,1,0.028,0.028,1,1,1,1,0.028,0.028,0.028,1,1,0.028,0.028,0.028,0.108,1,0.5,0.5,1,1
42,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.127,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.094,0,0,0,0,1,0.5,1,0,0,0,0,0.094,0,0.5,1,0,0,0,0.094,0.094,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.094,1,0.5,0.5,1,1
43,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.128,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.094,0,0,0,0,1,0.5,1,0,0,0,0,0.094,0,0.5,1,0,0,0,0.094,0.094,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.094,1,0.5,0.5,1,1
44,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.132,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.1,0,0,0,0,1,0.5,1,0,0,0,0,0.1,0,0.5,1,0,0,0,0.1,0.1,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.1,1,0.5,0.5,1,1
45,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.128,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.096,0,0,0,0,1,0.5,1,0,0,0,0,0.096,0,0.5,1,0,0,0,0.096,0.096,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.096,1,0.5,0.5,1,1
46,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.133,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.093,0,0,0,0,1,0.5,1,0,0,0,0,0.093,0,0.5,1,0,0,0,0.093,0.093,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.093,1,0.5,0.5,1,1
47,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.147,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.102,0,0,0,0,1,0.5,1,0,0,0,0,0.102,0,0.5,1,0,0,0,0.102,0.102,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.102,1,0.5,0.5,1,1
48,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.167,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.103,0,0,0,0,1,0.5,1,0,0,0,0,0.103,0,0.5,1,0,0,0,0.103,0.103,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.103,1,0.5,0.5,1,1
49,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.21,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.088,0,0,0,0,1,0.5,1,0,0,0,0,0.088,0,0.5,1,0,0,0,0.088,0.088,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.088,1,0.5,0.5,1,1
50,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.209,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.089,0,0,0,0,1,0.5,1,0,0,0,0,0.089,0,0.5,1,0,0,0,0.089,0.089,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.089,1,0.5,0.5,1,1
51,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.21,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.088,0,0,0,0,1,0.5,1,0,0,0,0,0.088,0,0.5,1,0,0,0,0.088,0.088,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.088,1,0.5,0.5,1,1
52,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.186,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.094,0,0,0,0,1,0.5,1,0,0,0,0,0.094,0,0.5,1,0,0,0,0.094,0.094,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.094,1,0.5,0.5,1,1
53,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,1,0.5,0,0.5,0,1,0.5,0.5,0.5,0.5,1,0,1,1,1,1,1,1,0,0.19,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.5,1,0,0,0,0,1,0,0,0.105,0,0,0,0,1,0.5,1,0,0,0,0,0.105,0,0.5,1,0,0,0,0.105,0.105,1,1,1,0,0.5,1,0.5,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0.105,1,0.5,0.5,1,1
54,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.01,0.01,0.01,1,0.5,0.01,0.5,0.01,1,0.5,0.5,0.5,0.5,1,0.01,1,1,1,1,1,1,0.01,0.205,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.026,1,1,0.5,1,0.026,0.026,0.026,0.026,1,0.026,0.026,0.096,0.026,0.026,0.026,0.026,1,0.5,1,0.026,0.026,0.026,0.026,0.096,0.026,0.5,1,0.026,0.026,0.026,0.096,0.096,1,1,1,0.026,0.5,1,0.5,1,1,0.026,0.026,1,1,1,1,0.026,0.026,0.026,1,1,0.026,0.026,0.026,0.096,1,0.5,0.5,1,1
55,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.16,0.16,0.16,1,0.5,0.16,0.5,0.16,1,0.5,0.5,0.5,0.5,1,0.16,1,1,1,1,1,1,0.16,0.178,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.167,1,1,0.5,1,0.167,0.167,0.167,0.167,1,0.167,0.167,0.063,0.167,0.167,0.167,0.167,1,0.5,1,0.167,0.167,0.167,0.167,0.063,0.167,0.5,1,0.167,0.167,0.167,0.063,0.063,1,1,1,0.167,0.5,1,0.5,1,1,0.167,0.167,1,1,1,1,0.167,0.167,0.167,1,1,0.167,0.167,0.167,0.063,1,0.5,0.5,1,1
56,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.332,0.332,0.332,1,0.5,0.332,0.5,0.332,1,0.5,0.5,0.5,0.5,1,0.332,1,1,1,1,1,1,0.332,0.224,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.316,1,1,0.5,1,0.316,0.316,0.316,0.316,1,0.316,0.316,0.097,0.316,0.316,0.316,0.316,1,0.5,1,0.316,0.316,0.316,0.316,0.097,0.316,0.5,1,0.316,0.316,0.316,0.097,0.097,1,1,1,0.316,0.5,1,0.5,1,1,0.316,0.316,1,1,1,1,0.316,0.316,0.316,1,1,0.316,0.316,0.316,0.097,1,0.5,0.5,1,1
57,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.525,0.525,0.525,1,0.5,0.525,0.5,0.525,1,0.5,0.5,0.5,0.5,1,0.525,1,1,1,1,1,1,0.525,0.243,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.483,1,1,0.5,1,0.483,0.483,0.483,0.483,1,0.483,0.483,0.091,0.483,0.483,0.483,0.483,1,0.5,1,0.483,0.483,0.483,0.483,0.091,0.483,0.5,1,0.483,0.483,0.483,0.091,0.091,1,1,1,0.483,0.5,1,0.5,1,1,0.483,0.483,1,1,1,1,0.483,0.483,0.483,1,1,0.483,0.483,0.483,0.091,1,0.5,0.5,1,1
58,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,0.627,0.627,0.627,1,0.5,0.627,0.5,0.627,1,0.5,0.5,0.5,0.5,1,0.627,1,1,1,1,1,1,0.627,0.214,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.533,1,1,0.5,1,0.533,0.533,0.533,0.533,1,0.533,0.533,0.068,0.533,0.533,0.533,0.533,1,0.5,1,0.533,0.533,0.533,0.533,0.068,0.533,0.5,1,0.533,0.533,0.533,0.068,0.068,1,1,1,0.533,0.5,1,0.5,1,1,0.533,0.533,1,1,1,1,0.533,0.533,0.533,1,1,0.533,0.533,0.533,0.068,1,0.5,0.5,1,1
