Village,kabupaten,kecamatan,desa,archetype,households,ghi,ghi_matched,lat,lon,annual_kwh,peak_mw,diesel_mw
422,TIMOR TENGAH SELATAN,KOKBAUN,SABNALA,rice,387,5.4667,True,-9.63687336420188,124.741979453039,480267,0.10839,0.1192
423,TIMOR TENGAH SELATAN,KOLBANO,BABUIN,rice,634,5.5234,True,-9.941547154731497,124.5227683409692,786794,0.17756,0.1953
424,TIMOR TENGAH SELATAN,KOLBANO,HAUNOBENAK,rice,336,5.4526,True,-9.946844917131807,124.5453684498337,416976,0.0941,0.1035
425,TIMOR TENGAH SELATAN,KOLBANO,KOLBANO,rice,585,5.7379,True,-10.03770346867106,124.5192704183541,725985,0.16384,0.1802
426,TIMOR TENGAH SELATAN,KOLBANO,NOESIU,rice,162,5.7995,True,-10.05503638658993,124.511663175576,201042,0.04537,0.0499
427,TIMOR TENGAH SELATAN,KOLBANO,NUNUNAMAT,rice,677,5.6029,True,-9.994582492343843,124.5374909279346,840157,0.1896,0.2086
428,TIMOR TENGAH SELATAN,KOLBANO,OELEU,rice,704,5.5314,True,-9.971015126356995,124.5375544781905,873664,0.19717,0.2169
429,TIMOR TENGAH SELATAN,KOLBANO,OETUKE,rice,404,5.6658,True,-9.992363411306734,124.566651218103,501364,0.11315,0.1245
430,TIMOR TENGAH SELATAN,KOLBANO,OFU,rice,512,5.5348,True,-9.966503881157076,124.4943996274616,635392,0.14339,0.1577
431,TIMOR TENGAH SELATAN,KOLBANO,PANA,rice,434,5.5167,True,-9.9889569744331,124.490381813626,538594,0.12155,0.1337
432,TIMOR TENGAH SELATAN,KOLBANO,PENE SELATAN,rice,437,5.66,True,-10.02261802585816,124.5051070142679,542317,0.12239,0.1346
433,TIMOR TENGAH SELATAN,KOLBANO,SEI,rice,559,5.496,False,,,693719,0.15656,0.1722
434,TIMOR TENGAH SELATAN,KOLBANO,SPAHA,rice,272,5.6319,True,-10.01359033692227,124.5323620169833,337552,0.07618,0.0838
435,TIMOR TENGAH SELATAN,KOT'OLIN,BINENOK,rice,282,5.3945,True,-9.93575573492117,124.6125030462985,349962,0.07898,0.0869
436,TIMOR TENGAH SELATAN,KOT'OLIN,FATUAT,rice,374,5.4491,True,-9.933024188413508,124.6315383236437,464134,0.10474,0.1152
437,TIMOR TENGAH SELATAN,KOT'OLIN,HOIBETI,rice,662,5.6501,True,-9.97669298589292,124.5861126292075,821542,0.1854,0.2039
438,TIMOR TENGAH SELATAN,KOT'OLIN,KOT OLIN,rice,667,5.496,False,,,827747,0.1868,0.2055
439,TIMOR TENGAH SELATAN,KOT'OLIN,NUALUNAT,rice,312,5.614,True,-9.949455057532504,124.6398064055925,387192,0.08738,0.0961
440,TIMOR TENGAH SELATAN,KOT'OLIN,NUNBENA,rice,280,5.3975,True,-9.932720018996946,124.58100930482,347480,0.07842,0.0863
441,TIMOR TENGAH SELATAN,KOT'OLIN,O OBIBI,rice,360,5.496,False,,,446760,0.10082,0.1109
442,TIMOR TENGAH SELATAN,KOT'OLIN,PANITE,rice,227,5.496,False,,,281707,0.06357,0.0699
443,TIMOR TENGAH SELATAN,KOTA SOE,CENDANA,horticulture,731,5.4973,True,-9.87649242798037,124.2661797497054,907171,0.20473,0.2252
444,TIMOR TENGAH SELATAN,KOTA SOE,KAMPUNG BARU,trade,317,5.4752,True,-9.85914261476764,124.2784529232442,393397,0.08878,0.0977
445,TIMOR TENGAH SELATAN,KOTA SOE,KARANG SIRI,government,971,5.496,False,,,1205011,0.27194,0.2991
446,TIMOR TENGAH SELATAN,KOTA SOE,KOBEKAMUSA,horticulture,438,5.4517,True,-9.86793005395802,124.3131387075262,543558,0.12267,0.1349
447,TIMOR TENGAH SELATAN,KOTA SOE,KOTA BARU,trade,441,5.4686,True,-9.855813606630472,124.2836548182585,547281,0.12351,0.1359
448,TIMOR TENGAH SELATAN,KOTA SOE,KUATAE,horticulture,356,5.4783,True,-9.87915636619944,124.2753931267269,441796,0.0997,0.1097
449,TIMOR TENGAH SELATAN,KOTA SOE,NOEMETO,rice,456,5.4621,True,-9.87842357092884,124.2841041140376,565896,0.12771,0.1405
450,TIMOR TENGAH SELATAN,KOTA SOE,NONOHONIS,horticulture,863,5.4698,True,-9.844866751323098,124.2840757990237,1070983,0.2417,0.2659
451,TIMOR TENGAH SELATAN,KOTA SOE,NUNUMEU,government,2477,5.4565,True,-9.863414675055733,124.2991537954594,3073957,0.69372,0.7631
452,TIMOR TENGAH SELATAN,KOTA SOE,OEBESA,trade,782,5.4582,True,-9.874290236434186,124.29393561291,970462,0.21901,0.2409
453,TIMOR TENGAH SELATAN,KOTA SOE,OEKEFAN,trade,782,5.496,False,,,970462,0.21901,0.2409
454,TIMOR TENGAH SELATAN,KOTA SOE,SO E,trade,918,5.496,False,,,1139238,0.2571,0.2828
455,TIMOR TENGAH SELATAN,KOTA SOE,TAUBNENO,trade,586,5.4639,True,-9.861316562538423,124.285572485754,727226,0.16412,0.1805
456,TIMOR TENGAH SELATAN,KUALIN,KIUFATU,rice,781,5.8182,True,-10.11855401227028,124.3935029511854,969221,0.21873,0.2406
457,TIMOR TENGAH SELATAN,KUALIN,KUALIN,rice,634,5.7381,True,-10.09818035075387,124.4388102688299,786794,0.17756,0.1953
458,TIMOR TENGAH SELATAN,KUALIN,NUNUSUNU,rice,1008,5.6302,True,-10.07630783102569,124.3812587346811,1250928,0.28231,0.3105
459,TIMOR TENGAH SELATAN,KUALIN,OEMAMAN,rice,314,5.6072,True,-10.05555285131786,124.461156796449,389674,0.08794,0.0967
460,TIMOR TENGAH SELATAN,KUALIN,ONI,rice,556,5.7684,True,-10.09676574682222,124.4640342007105,689996,0.15572,0.1713
461,TIMOR TENGAH SELATAN,KUALIN,TOINEKE,rice,863,5.8651,True,-10.13128937623475,124.3497530394462,1070983,0.2417,0.2659
462,TIMOR TENGAH SELATAN,KUALIN,TUAFANU,rice,866,5.8547,True,-10.1405938350464,124.4070539044276,1074706,0.24254,0.2668
463,TIMOR TENGAH SELATAN,KUALIN,TUAPAKAS,rice,679,5.8047,True,-10.07764467856318,124.4942707983433,842639,0.19016,0.2092
464,TIMOR TENGAH SELATAN,KUAN FATU,BASMUTI,rice,951,5.623,True,-10.00580639911926,124.4111605329297,1180191,0.26634,0.293
465,TIMOR TENGAH SELATAN,KUAN FATU,KAKAN,rice,496,5.5484,True,-9.998920051830185,124.4595563605224,615536,0.13891,0.1528
466,TIMOR TENGAH SELATAN,KUAN FATU,KELLE,rice,1558,5.5525,True,-10.0455862216625,124.3990491765532,1933478,0.43634,0.48
467,TIMOR TENGAH SELATAN,KUAN FATU,KELLE TUNAN,rice,168,5.4766,True,-10.05138172834368,124.4346760650666,208488,0.04705,0.0518
468,TIMOR TENGAH SELATAN,KUAN FATU,KUANFATU,rice,788,5.5825,True,-10.02918233031962,124.4384972347006,977908,0.22069,0.2428
469,TIMOR TENGAH SELATAN,KUAN FATU,KUSI,rice,428,5.6289,True,-10.04112573331887,124.4804377476772,531148,0.11987,0.1319
470,TIMOR TENGAH SELATAN,KUAN FATU,KUSI UTARA,rice,271,5.5871,True,-10.0215662373576,124.4715325044018,336311,0.0759,0.0835
471,TIMOR TENGAH SELATAN,KUAN FATU,LASI,rice,565,5.575,True,-9.972094041162514,124.4602991589758,701165,0.15824,0.1741
472,TIMOR TENGAH SELATAN,KUAN FATU,NOEBEBA,rice,205,5.6277,True,-9.955484869505536,124.4200950209929,254405,0.05741,0.0632
473,TIMOR TENGAH SELATAN,KUAN FATU,OEBO,rice,136,5.5709,True,-9.998715369499706,124.4519960697269,168776,0.03809,0.0419
474,TIMOR TENGAH SELATAN,KUAN FATU,OEHAN,rice,196,5.6208,True,-9.976755984333002,124.424803855237,243236,0.05489,0.0604
475,TIMOR TENGAH SELATAN,KUAN FATU,OLAIS,rice,363,5.6167,True,-9.940679393040972,124.4438227038307,450483,0.10166,0.1118
476,TIMOR TENGAH SELATAN,KUAN FATU,TAUPI,rice,184,5.5226,True,-10.00106237463019,124.4752553126441,228344,0.05153,0.0567
477,TIMOR TENGAH SELATAN,KUATNANA,ENONEONTES,rice,399,5.4326,True,-9.842727705243188,124.3410897719697,495159,0.11175,0.1229
478,TIMOR TENGAH SELATAN,KUATNANA,LAKAT,rice,591,5.5231,True,-9.880952583455636,124.4078587414935,733431,0.16552,0.1821
479,TIMOR TENGAH SELATAN,KUATNANA,NAUKAE,rice,577,5.5,True,-9.796243918702793,124.4029936789643,716057,0.1616,0.1778
480,TIMOR TENGAH SELATAN,KUATNANA,OE UE,rice,264,5.496,False,,,327624,0.07394,0.0813
481,TIMOR TENGAH SELATAN,KUATNANA,OOF,rice,558,5.496,False,,,692478,0.15628,0.1719
482,TIMOR TENGAH SELATAN,KUATNANA,SUPUL,rice,535,5.5107,True,-9.862140511767942,124.4389652200981,663935,0.14984,0.1648
483,TIMOR TENGAH SELATAN,KUATNANA,TETAF,rice,1152,5.4705,True,-9.830777876905888,124.4192597020096,1429632,0.32264,0.3549
484,TIMOR TENGAH SELATAN,KUATNANA,TUBMONAS,rice,384,5.5765,True,-9.90570946867099,124.4340968121239,476544,0.10755,0.1183
485,TIMOR TENGAH SELATAN,MOLLO BARAT,BESANA,rice,452,5.5203,True,-9.781016737961526,124.1279990014909,560932,0.12659,0.1392
486,TIMOR TENGAH SELATAN,MOLLO BARAT,FATUKOKO,rice,370,5.5788,True,-9.86169015147978,124.1632238501545,459170,0.10362,0.114
487,TIMOR TENGAH SELATAN,MOLLO BARAT,KOA,rice,572,5.6592,True,-9.928122386674294,124.1073465116199,709852,0.1602,0.1762
488,TIMOR TENGAH SELATAN,MOLLO BARAT,OEUBAN,rice,485,5.496,False,,,601885,0.13583,0.1494
489,TIMOR TENGAH SELATAN,MOLLO BARAT,SALBAIT,rice,365,5.6255,True,-9.863273869346315,124.1202084487327,452965,0.10222,0.1124
490,TIMOR TENGAH SELATAN,MOLLO SELATAN,BIKEKNENO,rice,261,5.5165,True,-9.81428088345298,124.2251443899385,323901,0.0731,0.0804
491,TIMOR TENGAH SELATAN,MOLLO SELATAN,BILOTO,rice,510,5.5419,True,-9.866627334859697,124.2043832912562,632910,0.14283,0.1571
492,TIMOR TENGAH SELATAN,MOLLO SELATAN,BISENE,rice,197,5.5485,True,-9.824899667163203,124.1935637672382,244477,0.05517,0.0607
493,TIMOR TENGAH SELATAN,MOLLO SELATAN,KESETNANA,rice,1549,5.5167,True,-9.857213140141884,124.2468099074648,1922309,0.43382,0.4772
494,TIMOR TENGAH SELATAN,MOLLO SELATAN,KLANI/NOINBILA,plantation,548,5.496,False,,,680068,0.15348,0.1688
495,TIMOR TENGAH SELATAN,MOLLO SELATAN,OINLASI,rice,985,5.4427,True,-9.847479029562162,124.3081559845991,1222385,0.27586,0.3035
496,TIMOR TENGAH SELATAN,MOLLO SELATAN,TUASENE,rice,480,5.6083,True,-9.918121482358345,124.1513612802394,595680,0.13443,0.1479
497,TIMOR TENGAH SELATAN,MOLLO TENGAH,BINAUS,plantation,275,5.4383,True,-9.789617432217684,124.2699184186215,341275,0.07702,0.0847
498,TIMOR TENGAH SELATAN,MOLLO TENGAH,KUALEU,rice,404,5.3911,True,-9.743002571468534,124.3161889742346,501364,0.11315,0.1245
499,TIMOR TENGAH SELATAN,MOLLO TENGAH,NEKE MANI FETO,rice,206,5.496,False,,,255646,0.05769,0.0635
500,TIMOR TENGAH SELATAN,MOLLO TENGAH,OELBUBUK,rice,469,5.3598,True,-9.764009854989729,124.2618532803114,582029,0.13135,0.1445
501,TIMOR TENGAH SELATAN,MOLLO TENGAH,OELEKAM,rice,356,5.496,False,,,441796,0.0997,0.1097
502,TIMOR TENGAH SELATAN,MOLLO TENGAH,PIKA,rice,374,5.4717,True,-9.778681672077813,124.3289873937403,464134,0.10474,0.1152
503,TIMOR TENGAH SELATAN,MOLLO UTARA,AJAOBAKI,rice,502,5.2658,True,-9.70664059724471,124.2570404432011,622982,0.14059,0.1547
504,TIMOR TENGAH SELATAN,MOLLO UTARA,BIJAEPUNU,rice,438,5.237,True,-9.681368578573071,124.2715094162258,543558,0.12267,0.1349
505,TIMOR TENGAH SELATAN,MOLLO UTARA,BOSEN,rice,458,5.322,True,-9.711999100689736,124.3012151871441,568378,0.12827,0.1411
506,TIMOR TENGAH SELATAN,MOLLO UTARA,EON BESI,horticulture,474,5.496,False,,,588234,0.13275,0.146
507,TIMOR TENGAH SELATAN,MOLLO UTARA,FATUKOTO,horticulture,582,5.3045,True,-9.709610919355658,124.2148233776294,722262,0.163,0.1793
508,TIMOR TENGAH SELATAN,MOLLO UTARA,HALME,rice,154,5.496,False,,,191114,0.04313,0.0474
509,TIMOR TENGAH SELATAN,MOLLO UTARA,IUSMOLLO,rice,197,5.496,False,,,244477,0.05517,0.0607
510,TIMOR TENGAH SELATAN,MOLLO UTARA,KOKFEU,rice,164,5.496,False,,,203524,0.04593,0.0505
511,TIMOR TENGAH SELATAN,MOLLO UTARA,LELOBATAN,horticulture,410,5.3445,True,-9.740235521302475,124.1941581194721,508810,0.11483,0.1263
512,TIMOR TENGAH SELATAN,MOLLO UTARA,LELOBOKO,rice,226,5.3973,True,-9.692671962950683,124.1716760717873,280466,0.06329,0.0696
513,TIMOR TENGAH SELATAN,MOLLO UTARA,NEFOKOKO,rice,310,5.3652,True,-9.716652817136366,124.160546457794,384710,0.08682,0.0955
514,TIMOR TENGAH SELATAN,MOLLO UTARA,NETPALA,horticulture,434,5.2901,True,-9.740847401875884,124.2571396895207,538594,0.12155,0.1337
515,TIMOR TENGAH SELATAN,MOLLO UTARA,OBESI,trade,368,5.496,False,,,456688,0.10306,0.1134
516,TIMOR TENGAH SELATAN,MOLLO UTARA,SEBOT,rice,437,5.2704,True,-9.69925206012876,124.2760383480694,542317,0.12239,0.1346
517,TIMOR TENGAH SELATAN,MOLLO UTARA,TAIFTOB,rice,343,5.3312,True,-9.732805915126336,124.2955409888711,425663,0.09606,0.1057
518,TIMOR TENGAH SELATAN,MOLLO UTARA,TOFEN,rice,219,5.496,False,,,271779,0.06133,0.0675
519,TIMOR TENGAH SELATAN,MOLLO UTARA,TOMANAT,rice,180,5.496,False,,,223380,0.05041,0.0555
520,TIMOR TENGAH SELATAN,MOLLO UTARA,TUNUA,horticulture,518,5.1535,True,-9.67495542608419,124.243886209351,642838,0.14507,0.1596
521,TIMOR TENGAH SELATAN,NOEBANA,FATUMNASI,rice,416,5.5242,True,-9.753343530648582,124.6550214844886,516256,0.11651,0.1282
522,TIMOR TENGAH SELATAN,NOEBANA,MELLA,rice,352,5.4396,True,-9.795454269974575,124.6430841585723,436832,0.09858,0.1084
523,TIMOR TENGAH SELATAN,NOEBANA,MNELA PETU,rice,147,5.496,False,,,182427,0.04117,0.0453
524,TIMOR TENGAH SELATAN,NOEBANA,NOEBANA,rice,345,5.502,True,-9.768603304911752,124.6381872484404,428145,0.09662,0.1063
525,TIMOR TENGAH SELATAN,NOEBANA,SUNI,rice,318,5.4398,True,-9.796116220744045,124.6612235208414,394638,0.08906,0.098
526,TIMOR TENGAH SELATAN,NOEBEBA,ENO NABUASA,rice,264,5.5291,True,-9.945768631666564,124.3386221256115,327624,0.07394,0.0813
527,TIMOR TENGAH SELATAN,NOEBEBA,FATUTNANA,rice,258,5.6789,True,-10.00769316519934,124.3647613472942,320178,0.07226,0.0795
528,TIMOR TENGAH SELATAN,NOEBEBA,NAIP,rice,250,5.714,True,-10.037866131358,124.3246420527783,310250,0.07002,0.077
529,TIMOR TENGAH SELATAN,NOEBEBA,OE EKAM,rice,771,5.496,False,,,956811,0.21593,0.2375
530,TIMOR TENGAH SELATAN,NOEBEBA,OEBAKI,rice,479,5.5882,True,-9.947215818196533,124.3752488160054,594439,0.13415,0.1476
531,TIMOR TENGAH SELATAN,NOEBEBA,OEPLIKI,rice,593,5.5898,True,-9.98495081497632,124.3375084529345,735913,0.16608,0.1827
532,TIMOR TENGAH SELATAN,NOEBEBA,TEAS,rice,721,5.5239,True,-9.947697902073736,124.298533445609,894761,0.20193,0.2221
533,TIMOR TENGAH SELATAN,NUNBENA,FETOMONE,rice,181,5.496,False,,,224621,0.05069,0.0558
534,TIMOR TENGAH SELATAN,NUNBENA,LILIANA,rice,261,5.496,False,,,323901,0.0731,0.0804
535,TIMOR TENGAH SELATAN,NUNBENA,NOEBESI,rice,364,5.3225,True,-9.636380157471262,124.1022337234469,451724,0.10194,0.1121
536,TIMOR TENGAH SELATAN,NUNBENA,NUNBENA,rice,274,5.2846,True,-9.65904460402668,124.1532430717429,340034,0.07674,0.0844
537,TIMOR TENGAH SELATAN,NUNBENA,TANEOTOP,rice,324,5.496,False,,,402084,0.09074,0.0998
538,TIMOR TENGAH SELATAN,NUNBENA,TUNBES,rice,211,5.3007,True,-9.653745002964737,124.1288822034891,261851,0.05909,0.065
539,TIMOR TENGAH SELATAN,NUNKOLO,FAT,rice,284,5.3989,True,-9.870417826961027,124.6737650585195,352444,0.07954,0.0875
540,TIMOR TENGAH SELATAN,NUNKOLO,HAUMENI,rice,401,5.3334,True,-9.8958968933285,124.6546953357453,497641,0.11231,0.1235
541,TIMOR TENGAH SELATAN,NUNKOLO,HOINENO,rice,567,5.496,False,,,703647,0.1588,0.1747
542,TIMOR TENGAH SELATAN,NUNKOLO,NENOAT,rice,554,5.5467,True,-9.891386208264835,124.6957416075937,687514,0.15516,0.1707
543,TIMOR TENGAH SELATAN,NUNKOLO,NUNKOLO,rice,452,5.6921,True,-9.876348339694031,124.7259719986426,560932,0.12659,0.1392
544,TIMOR TENGAH SELATAN,NUNKOLO,OP,rice,488,5.541,True,-9.923832074326976,124.6505268642385,605608,0.13667,0.1503
545,TIMOR TENGAH SELATAN,NUNKOLO,PUTUN,rice,429,5.3524,True,-9.872382163575764,124.6631967711542,532389,0.12015,0.1322
546,TIMOR TENGAH SELATAN,NUNKOLO,SAENAM,rice,327,5.5922,True,-9.913216349252444,124.669914526788,405807,0.09158,0.1007
547,TIMOR TENGAH SELATAN,NUNKOLO,SAHAN,rice,556,5.5311,True,-9.898633570204248,124.67844087993,689996,0.15572,0.1713
548,TIMOR TENGAH SELATAN,OENINO,ABI,rice,338,5.5825,True,-9.686413069145448,124.5200451845551,419458,0.09466,0.1041
549,TIMOR TENGAH SELATAN,OENINO,HOI,rice,890,5.5015,True,-9.796442898550698,124.4365511877775,1104490,0.24926,0.2742
550,TIMOR TENGAH SELATAN,OENINO,NEKE,horticulture,430,5.5864,True,-9.731449301875744,124.4987147861366,533630,0.12043,0.1325
551,TIMOR TENGAH SELATAN,OENINO,NIKI NIKI UN,rice,273,5.5586,True,-9.756098374622924,124.4704557266583,338793,0.07646,0.0841
552,TIMOR TENGAH SELATAN,OENINO,NOE NONI,rice,449,5.496,False,,,557209,0.12575,0.1383
553,TIMOR TENGAH SELATAN,OENINO,OENINO,rice,329,5.5669,True,-9.719943268109702,124.4692412976249,408289,0.09214,0.1014
554,TIMOR TENGAH SELATAN,OENINO,PENE UTARA,rice,649,5.5379,True,-9.758195175893274,124.4111361525,805409,0.18176,0.1999
555,TIMOR TENGAH SELATAN,POLEN,BALU,rice,181,5.5056,True,-9.711667944181247,124.3895174657795,224621,0.05069,0.0558
556,TIMOR TENGAH SELATAN,POLEN,BIJELI,rice,510,5.2993,True,-9.669363999295898,124.3371459882072,632910,0.14283,0.1571
557,TIMOR TENGAH SELATAN,POLEN,FATUMNUTU,rice,481,5.1792,True,-9.603505305301944,124.3357434058539,596921,0.13471,0.1482
558,TIMOR TENGAH SELATAN,POLEN,KONBAKI,rice,570,5.5346,True,-9.701873661189287,124.4283065212651,707370,0.15964,0.1756
559,TIMOR TENGAH SELATAN,POLEN,LAOB,rice,323,5.4045,True,-9.706992264128251,124.337305543355,400843,0.09046,0.0995
560,TIMOR TENGAH SELATAN,POLEN,LOLI,rice,516,5.5042,True,-9.650900110087312,124.4566558737229,640356,0.14451,0.159
561,TIMOR TENGAH SELATAN,POLEN,MNESATBUBAK,rice,392,5.496,False,,,486472,0.10979,0.1208
562,TIMOR TENGAH SELATAN,POLEN,OELNUNUH,rice,255,5.3593,True,-9.60801436924914,124.3941583468598,316455,0.07142,0.0786
563,TIMOR TENGAH SELATAN,POLEN,PUNA,rice,457,5.5381,True,-9.68636936171932,124.4671803945041,567137,0.12799,0.1408
564,TIMOR TENGAH SELATAN,POLEN,SAINONI,rice,229,5.4512,True,-9.682267939815546,124.3853258316274,284189,0.06414,0.0705
565,TIMOR TENGAH SELATAN,POLEN,USAPIMNASI,rice,224,5.2323,True,-9.629467302976652,124.3414630944486,277984,0.06273,0.069
566,TIMOR TENGAH SELATAN,SANTIAN,MANUFUI,rice,654,5.577,True,-9.781802624909655,124.7288467572265,811614,0.18316,0.2015
567,TIMOR TENGAH SELATAN,SANTIAN,NAIFATU,rice,184,5.4888,True,-9.792747904173147,124.7082781495775,228344,0.05153,0.0567
568,TIMOR TENGAH SELATAN,SANTIAN,NENOTES,rice,276,5.4474,True,-9.79586081956807,124.6730883311159,342516,0.0773,0.085
569,TIMOR TENGAH SELATAN,SANTIAN,POLI,rice,830,5.5295,True,-9.763088614504593,124.698052739474,1030030,0.23245,0.2557
570,TIMOR TENGAH SELATAN,SANTIAN,SANTIAN,rice,263,5.4682,True,-9.793988930249665,124.6913516297583,326383,0.07366,0.081
571,TIMOR TENGAH SELATAN,TOBU,BESTOBE,rice,249,5.144,True,-9.630474826314057,124.3165520574336,309009,0.06974,0.0767
572,TIMOR TENGAH SELATAN,TOBU,BONLEU,rice,696,4.9078,True,-9.578240719903391,124.2681502232346,863736,0.19493,0.2144
573,TIMOR TENGAH SELATAN,TOBU,HUETALAN,rice,158,5.2311,True,-9.654345762456172,124.3178501144219,196078,0.04425,0.0487
574,TIMOR TENGAH SELATAN,TOBU,PUBASU,rice,227,5.0058,True,-9.632272747533138,124.2772520046562,281707,0.06357,0.0699
575,TIMOR TENGAH SELATAN,TOBU,SAUBALAN,rice,120,4.9299,True,-9.608564340763076,124.2846223811389,148920,0.03361,0.037
576,TIMOR TENGAH SELATAN,TOBU,TOBU,rice,651,5.2428,True,-9.669584580279167,124.2984599940268,807891,0.18232,0.2006
577,TIMOR TENGAH SELATAN,TOBU,TUNE,rice,352,5.0617,True,-9.62946316508981,124.2960147979635,436832,0.09858,0.1084
578,TIMOR TENGAH SELATAN,TOBU,TUTEM,rice,419,5.0258,True,-9.649229060395818,124.2627692743848,519979,0.11735,0.1291
579,TIMOR TENGAH SELATAN,TOIANAS,BOKONG,rice,430,5.5012,True,-9.658611666594297,124.7843260039433,533630,0.12043,0.1325
580,TIMOR TENGAH SELATAN,TOIANAS,LOBUS,rice,386,5.6238,True,-9.7018158384333,124.7879938207821,479026,0.10811,0.1189
581,TIMOR TENGAH SELATAN,TOIANAS,MILI,plantation,378,5.496,False,,,469098,0.10586,0.1165
582,TIMOR TENGAH SELATAN,TOIANAS,NOEOLIN,rice,181,5.6487,True,-9.72553985544803,124.7699135420226,224621,0.05069,0.0558
583,TIMOR TENGAH SELATAN,TOIANAS,OELEU,rice,352,5.612,True,-9.750313851015353,124.740685490113,436832,0.09858,0.1084
584,TIMOR TENGAH SELATAN,TOIANAS,SAMBET,plantation,601,5.496,False,,,745841,0.16832,0.1852
585,TIMOR TENGAH SELATAN,TOIANAS,SKINU,rice,778,5.7866,True,-9.755487563434976,124.7792489015562,965498,0.21789,0.2397
586,TIMOR TENGAH SELATAN,TOIANAS,TOIANAS,rice,693,5.7483,True,-9.723593118159416,124.7921573097372,860013,0.19409,0.2135
587,TIMOR TENGAH SELATAN,TOIANAS,TUATAUM,rice,587,5.5893,True,-9.675434451118418,124.8022514184929,728467,0.1644,0.1808
588,TIMOR TENGAH UTARA,BIBOKI ANLEU,KOTAFOUN,rice,431,5.5449,True,-9.156222729227585,124.7461266666716,534871,0.12071,0.1328
589,TIMOR TENGAH UTARA,BIBOKI ANLEU,MAUKABATAN,rice,346,5.7561,True,-9.09792504194338,124.74584545085,429386,0.0969,0.1066
590,TIMOR TENGAH UTARA,BIBOKI ANLEU,MOTADIK,rice,561,5.8407,True,-9.052905902472183,124.7958105508754,696201,0.15712,0.1728
591,TIMOR TENGAH UTARA,BIBOKI ANLEU,NIFUTASI,rice,374,5.5033,True,-9.219182619016404,124.7119075139628,464134,0.10474,0.1152
592,TIMOR TENGAH UTARA,BIBOKI ANLEU,NONATBATAN,rice,394,5.509,False,,,488954,0.11035,0.1214
593,TIMOR TENGAH UTARA,BIBOKI ANLEU,OEMANU,rice,270,5.7487,True,-9.16695630108591,124.6695983437637,335070,0.07562,0.0832
594,TIMOR TENGAH UTARA,BIBOKI ANLEU,PONU,rice,1328,5.6685,True,-9.142087879699414,124.7025348494499,1648048,0.37193,0.4091
595,TIMOR TENGAH UTARA,BIBOKI ANLEU,SIFANIHA,rice,277,5.5147,True,-9.133370648224902,124.7864009176635,343757,0.07758,0.0853
596,TIMOR TENGAH UTARA,BIBOKI ANLEU,TUAMESE,manufacturing,359,5.8739,True,-9.077702930484634,124.7139016542808,445519,0.10054,0.1106
597,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,BIRUNATUN,rice,217,5.3918,True,-9.190011057687528,124.7950311631856,269297,0.06077,0.0669
598,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,KULUAN,rice,220,5.456,True,-9.260827987154077,124.7499862927586,273020,0.06161,0.0678
599,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,MAKUN,rice,238,5.3949,True,-9.249111825787612,124.7875278761034,295358,0.06666,0.0733
600,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,MANUMEAN,rice,137,5.4029,True,-9.217168485097448,124.7623641149002,170017,0.03837,0.0422
601,TIMOR TENGAH UTARA,BIBOKI FEOTLEU,NAKU,rice,330,5.4215,True,-9.229060078265055,124.8178630938234,409530,0.09242,0.1017
602,TIMOR TENGAH UTARA,BIBOKI MOENLEU,KAUBELE,rice,264,5.6677,True,-9.22350791813584,124.635936398378,327624,0.07394,0.0813
603,TIMOR TENGAH UTARA,BIBOKI MOENLEU,LUNIUP,rice,252,5.5668,True,-9.27338737431236,124.6772938410255,312732,0.07058,0.0776
604,TIMOR TENGAH UTARA,BIBOKI MOENLEU,MATABESI,rice,125,5.6053,True,-9.242349819929103,124.6544738348748,155125,0.03501,0.0385
605,TIMOR TENGAH UTARA,BIBOKI MOENLEU,OEPUAH,rice,521,5.828,True,-9.16630160234926,124.6319821989797,646561,0.14591,0.1605
606,TIMOR TENGAH UTARA,BIBOKI MOENLEU,OEPUAH SELATAN,rice,286,5.7398,True,-9.201829606474778,124.6312673033131,354926,0.0801,0.0881
607,TIMOR TENGAH UTARA,BIBOKI MOENLEU,OEPUAH UTARA,rice,483,5.8439,True,-9.171291344910026,124.6020083700312,599403,0.13527,0.1488
608,TIMOR TENGAH UTARA,BIBOKI MOENLEU,TUNBES,rice,146,5.5739,True,-9.292176977641097,124.680264832716,181186,0.04089,0.045
609,TIMOR TENGAH UTARA,BIBOKI SELATAN,OENAEM,rice,161,5.4971,True,-9.37584851315052,124.6631840978486,199801,0.04509,0.0496
610,TIMOR TENGAH UTARA,BIBOKI SELATAN,PANTAE,rice,271,5.5063,True,-9.377264503256786,124.6426700618618,336311,0.0759,0.0835
611,TIMOR TENGAH UTARA,BIBOKI SELATAN,SAINIUP,rice,288,5.4763,True,-9.344463872623445,124.6847313191888,357408,0.08066,0.0887
612,TIMOR TENGAH UTARA,BIBOKI SELATAN,SUPUN,rice,347,5.4558,True,-9.362293930111662,124.6947941789106,430627,0.09718,0.1069
613,TIMOR TENGAH UTARA,BIBOKI SELATAN,TAUTPAH,rice,325,5.4764,True,-9.310282897054178,124.7420889892001,403325,0.09102,0.1001
