r_id,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,,,,,,,,,,banten,,,,,,,,,,,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,east_java,east_java,east_java,east_java
416,1,1,1,1,1,1,1,0.09,0.09,0.09,0.09,0.09,1,1,1,1,1,1,0.09,0.09,0.09,0.09,0.09,1,1,1,1,1,1,0.09,0.09,0.09,0.09,0.09,1,1,1,1,1,1,1,1,0.09,0.09,0.09,0.09,1,1,1,1,1,1,0.09,0.09,0.09,0.09,0.09,1,1,1,1,1,1,0.09,0.09,0.09,0.09,0.09,1,1,1,1,1,1,0.09,0.09,0.09,0.09,0.09,1,1,1,1,1,1,0.09,0.09,0.09,0.09,0.09,1,1,1,1,1,0.09,0.09,0.09,0.09,1,1,1,1,1,1,0.09,0.09,0.09,0.09,1,1,1,1,1,0.09,0.09,0.09,0.09,1,1,1,0.088,0.088,1,1,1,1,1,0.088,0.088,0.088,0.088,1,1,1,0.088,0.088,1,1,1,1,1,1,1,0.088,0.088,0.088,0.088,0.088,1,1,1,1,0.088,0.088,1,1,1,0.088,0.088,1,1,0.088,1,1,1,1,1,0.185,0.185,0.185,0.185,1,1,1,0.185,0.185,,,,
417,1,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,1,1,1,1,1,1,1,1,0.166,0.166,0.166,0.166,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,1,1,1,1,1,0.166,0.166,0.166,0.166,1,1,1,1,1,1,0.166,0.166,0.166,0.166,1,1,1,1,1,0.166,0.166,0.166,0.166,1,1,1,0.187,0.187,1,1,1,1,1,0.187,0.187,0.187,0.187,1,1,1,0.187,0.187,1,1,1,1,1,1,1,0.187,0.187,0.187,0.187,0.187,1,1,1,1,0.187,0.187,1,1,1,0.187,0.187,1,1,0.187,1,1,1,1,1,0.316,0.316,0.316,0.316,1,1,1,0.316,0.316,,,,
418,1,1,1,1,1,1,1,0.233,0.233,0.233,0.233,0.233,1,1,1,1,1,1,0.233,0.233,0.233,0.233,0.233,1,1,1,1,1,1,0.233,0.233,0.233,0.233,0.233,1,1,1,1,1,1,1,1,0.233,0.233,0.233,0.233,1,1,1,1,1,1,0.233,0.233,0.233,0.233,0.233,1,1,1,1,1,1,0.233,0.233,0.233,0.233,0.233,1,1,1,1,1,1,0.233,0.233,0.233,0.233,0.233,1,1,1,1,1,1,0.233,0.233,0.233,0.233,0.233,1,1,1,1,1,0.233,0.233,0.233,0.233,1,1,1,1,1,1,0.233,0.233,0.233,0.233,1,1,1,1,1,0.233,0.233,0.233,0.233,1,1,1,0.272,0.272,1,1,1,1,1,0.272,0.272,0.272,0.272,1,1,1,0.272,0.272,1,1,1,1,1,1,1,0.272,0.272,0.272,0.272,0.272,1,1,1,1,0.272,0.272,1,1,1,0.272,0.272,1,1,0.272,1,1,1,1,1,0.39,0.39,0.39,0.39,1,1,1,0.39,0.39,,,,
419,1,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,1,1,1,1,1,1,1,1,0.31,0.31,0.31,0.31,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,1,1,1,1,1,1,0.31,0.31,0.31,0.31,0.31,1,1,1,1,1,0.31,0.31,0.31,0.31,1,1,1,1,1,1,0.31,0.31,0.31,0.31,1,1,1,1,1,0.31,0.31,0.31,0.31,1,1,1,0.356,0.356,1,1,1,1,1,0.356,0.356,0.356,0.356,1,1,1,0.356,0.356,1,1,1,1,1,1,1,0.356,0.356,0.356,0.356,0.356,1,1,1,1,0.356,0.356,1,1,1,0.356,0.356,1,1,0.356,1,1,1,1,1,0.409,0.409,0.409,0.409,1,1,1,0.409,0.409,,,,
420,1,1,1,1,1,1,1,0.365,0.365,0.365,0.365,0.365,1,1,1,1,1,1,0.365,0.365,0.365,0.365,0.365,1,1,1,1,1,1,0.365,0.365,0.365,0.365,0.365,1,1,1,1,1,1,1,1,0.365,0.365,0.365,0.365,1,1,1,1,1,1,0.365,0.365,0.365,0.365,0.365,1,1,1,1,1,1,0.365,0.365,0.365,0.365,0.365,1,1,1,1,1,1,0.365,0.365,0.365,0.365,0.365,1,1,1,1,1,1,0.365,0.365,0.365,0.365,0.365,1,1,1,1,1,0.365,0.365,0.365,0.365,1,1,1,1,1,1,0.365,0.365,0.365,0.365,1,1,1,1,1,0.365,0.365,0.365,0.365,1,1,1,0.379,0.379,1,1,1,1,1,0.379,0.379,0.379,0.379,1,1,1,0.379,0.379,1,1,1,1,1,1,1,0.379,0.379,0.379,0.379,0.379,1,1,1,1,0.379,0.379,1,1,1,0.379,0.379,1,1,0.379,1,1,1,1,1,0.392,0.392,0.392,0.392,1,1,1,0.392,0.392,,,,
421,1,1,1,1,1,1,1,0.383,0.383,0.383,0.383,0.383,1,1,1,1,1,1,0.383,0.383,0.383,0.383,0.383,1,1,1,1,1,1,0.383,0.383,0.383,0.383,0.383,1,1,1,1,1,1,1,1,0.383,0.383,0.383,0.383,1,1,1,1,1,1,0.383,0.383,0.383,0.383,0.383,1,1,1,1,1,1,0.383,0.383,0.383,0.383,0.383,1,1,1,1,1,1,0.383,0.383,0.383,0.383,0.383,1,1,1,1,1,1,0.383,0.383,0.383,0.383,0.383,1,1,1,1,1,0.383,0.383,0.383,0.383,1,1,1,1,1,1,0.383,0.383,0.383,0.383,1,1,1,1,1,0.383,0.383,0.383,0.383,1,1,1,0.321,0.321,1,1,1,1,1,0.321,0.321,0.321,0.321,1,1,1,0.321,0.321,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,1,1,1,1,0.321,0.321,1,1,1,0.321,0.321,1,1,0.321,1,1,1,1,1,0.372,0.372,0.372,0.372,1,1,1,0.372,0.372,,,,
422,1,1,1,1,1,1,1,0.308,0.308,0.308,0.308,0.308,1,1,1,1,1,1,0.308,0.308,0.308,0.308,0.308,1,1,1,1,1,1,0.308,0.308,0.308,0.308,0.308,1,1,1,1,1,1,1,1,0.308,0.308,0.308,0.308,1,1,1,1,1,1,0.308,0.308,0.308,0.308,0.308,1,1,1,1,1,1,0.308,0.308,0.308,0.308,0.308,1,1,1,1,1,1,0.308,0.308,0.308,0.308,0.308,1,1,1,1,1,1,0.308,0.308,0.308,0.308,0.308,1,1,1,1,1,0.308,0.308,0.308,0.308,1,1,1,1,1,1,0.308,0.308,0.308,0.308,1,1,1,1,1,0.308,0.308,0.308,0.308,1,1,1,0.264,0.264,1,1,1,1,1,0.264,0.264,0.264,0.264,1,1,1,0.264,0.264,1,1,1,1,1,1,1,0.264,0.264,0.264,0.264,0.264,1,1,1,1,0.264,0.264,1,1,1,0.264,0.264,1,1,0.264,1,1,1,1,1,0.301,0.301,0.301,0.301,1,1,1,0.301,0.301,,,,
423,1,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,1,1,1,1,1,1,1,1,0.198,0.198,0.198,0.198,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,1,1,1,1,1,1,0.198,0.198,0.198,0.198,0.198,1,1,1,1,1,0.198,0.198,0.198,0.198,1,1,1,1,1,1,0.198,0.198,0.198,0.198,1,1,1,1,1,0.198,0.198,0.198,0.198,1,1,1,0.212,0.212,1,1,1,1,1,0.212,0.212,0.212,0.212,1,1,1,0.212,0.212,1,1,1,1,1,1,1,0.212,0.212,0.212,0.212,0.212,1,1,1,1,0.212,0.212,1,1,1,0.212,0.212,1,1,0.212,1,1,1,1,1,0.215,0.215,0.215,0.215,1,1,1,0.215,0.215,,,,
424,1,1,1,1,1,1,1,0.097,0.097,0.097,0.097,0.097,1,1,1,1,1,1,0.097,0.097,0.097,0.097,0.097,1,1,1,1,1,1,0.097,0.097,0.097,0.097,0.097,1,1,1,1,1,1,1,1,0.097,0.097,0.097,0.097,1,1,1,1,1,1,0.097,0.097,0.097,0.097,0.097,1,1,1,1,1,1,0.097,0.097,0.097,0.097,0.097,1,1,1,1,1,1,0.097,0.097,0.097,0.097,0.097,1,1,1,1,1,1,0.097,0.097,0.097,0.097,0.097,1,1,1,1,1,0.097,0.097,0.097,0.097,1,1,1,1,1,1,0.097,0.097,0.097,0.097,1,1,1,1,1,0.097,0.097,0.097,0.097,1,1,1,0.167,0.167,1,1,1,1,1,0.167,0.167,0.167,0.167,1,1,1,0.167,0.167,1,1,1,1,1,1,1,0.167,0.167,0.167,0.167,0.167,1,1,1,1,0.167,0.167,1,1,1,0.167,0.167,1,1,0.167,1,1,1,1,1,0.155,0.155,0.155,0.155,1,1,1,0.155,0.155,,,,
425,1,1,1,1,1,1,1,0.043,0.043,0.043,0.043,0.043,1,1,1,1,1,1,0.043,0.043,0.043,0.043,0.043,1,1,1,1,1,1,0.043,0.043,0.043,0.043,0.043,1,1,1,1,1,1,1,1,0.043,0.043,0.043,0.043,1,1,1,1,1,1,0.043,0.043,0.043,0.043,0.043,1,1,1,1,1,1,0.043,0.043,0.043,0.043,0.043,1,1,1,1,1,1,0.043,0.043,0.043,0.043,0.043,1,1,1,1,1,1,0.043,0.043,0.043,0.043,0.043,1,1,1,1,1,0.043,0.043,0.043,0.043,1,1,1,1,1,1,0.043,0.043,0.043,0.043,1,1,1,1,1,0.043,0.043,0.043,0.043,1,1,1,0.102,0.102,1,1,1,1,1,0.102,0.102,0.102,0.102,1,1,1,0.102,0.102,1,1,1,1,1,1,1,0.102,0.102,0.102,0.102,0.102,1,1,1,1,0.102,0.102,1,1,1,0.102,0.102,1,1,0.102,1,1,1,1,1,0.071,0.071,0.071,0.071,1,1,1,0.071,0.071,,,,
426,1,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,1,1,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,0.009,1,1,1,1,1,0.009,0.009,0.009,0.009,1,1,1,1,1,1,0.009,0.009,0.009,0.009,1,1,1,1,1,0.009,0.009,0.009,0.009,1,1,1,0.018,0.018,1,1,1,1,1,0.018,0.018,0.018,0.018,1,1,1,0.018,0.018,1,1,1,1,1,1,1,0.018,0.018,0.018,0.018,0.018,1,1,1,1,0.018,0.018,1,1,1,0.018,0.018,1,1,0.018,1,1,1,1,1,0.007,0.007,0.007,0.007,1,1,1,0.007,0.007,,,,
427,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
428,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
429,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
430,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
431,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
432,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
433,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
434,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
435,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
436,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
437,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
438,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
439,1,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,1,1,1,1,1,1,1,1,0.037,0.037,0.037,0.037,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,1,1,1,1,1,1,0.037,0.037,0.037,0.037,0.037,1,1,1,1,1,0.037,0.037,0.037,0.037,1,1,1,1,1,1,0.037,0.037,0.037,0.037,1,1,1,1,1,0.037,0.037,0.037,0.037,1,1,1,0.049,0.049,1,1,1,1,1,0.049,0.049,0.049,0.049,1,1,1,0.049,0.049,1,1,1,1,1,1,1,0.049,0.049,0.049,0.049,0.049,1,1,1,1,0.049,0.049,1,1,1,0.049,0.049,1,1,0.049,1,1,1,1,1,0.045,0.045,0.045,0.045,1,1,1,0.045,0.045,,,,
440,1,1,1,1,1,1,1,0.135,0.135,0.135,0.135,0.135,1,1,1,1,1,1,0.135,0.135,0.135,0.135,0.135,1,1,1,1,1,1,0.135,0.135,0.135,0.135,0.135,1,1,1,1,1,1,1,1,0.135,0.135,0.135,0.135,1,1,1,1,1,1,0.135,0.135,0.135,0.135,0.135,1,1,1,1,1,1,0.135,0.135,0.135,0.135,0.135,1,1,1,1,1,1,0.135,0.135,0.135,0.135,0.135,1,1,1,1,1,1,0.135,0.135,0.135,0.135,0.135,1,1,1,1,1,0.135,0.135,0.135,0.135,1,1,1,1,1,1,0.135,0.135,0.135,0.135,1,1,1,1,1,0.135,0.135,0.135,0.135,1,1,1,0.155,0.155,1,1,1,1,1,0.155,0.155,0.155,0.155,1,1,1,0.155,0.155,1,1,1,1,1,1,1,0.155,0.155,0.155,0.155,0.155,1,1,1,1,0.155,0.155,1,1,1,0.155,0.155,1,1,0.155,1,1,1,1,1,0.134,0.134,0.134,0.134,1,1,1,0.134,0.134,,,,
441,1,1,1,1,1,1,1,0.245,0.245,0.245,0.245,0.245,1,1,1,1,1,1,0.245,0.245,0.245,0.245,0.245,1,1,1,1,1,1,0.245,0.245,0.245,0.245,0.245,1,1,1,1,1,1,1,1,0.245,0.245,0.245,0.245,1,1,1,1,1,1,0.245,0.245,0.245,0.245,0.245,1,1,1,1,1,1,0.245,0.245,0.245,0.245,0.245,1,1,1,1,1,1,0.245,0.245,0.245,0.245,0.245,1,1,1,1,1,1,0.245,0.245,0.245,0.245,0.245,1,1,1,1,1,0.245,0.245,0.245,0.245,1,1,1,1,1,1,0.245,0.245,0.245,0.245,1,1,1,1,1,0.245,0.245,0.245,0.245,1,1,1,0.281,0.281,1,1,1,1,1,0.281,0.281,0.281,0.281,1,1,1,0.281,0.281,1,1,1,1,1,1,1,0.281,0.281,0.281,0.281,0.281,1,1,1,1,0.281,0.281,1,1,1,0.281,0.281,1,1,0.281,1,1,1,1,1,0.197,0.197,0.197,0.197,1,1,1,0.197,0.197,,,,
442,1,1,1,1,1,1,1,0.349,0.349,0.349,0.349,0.349,1,1,1,1,1,1,0.349,0.349,0.349,0.349,0.349,1,1,1,1,1,1,0.349,0.349,0.349,0.349,0.349,1,1,1,1,1,1,1,1,0.349,0.349,0.349,0.349,1,1,1,1,1,1,0.349,0.349,0.349,0.349,0.349,1,1,1,1,1,1,0.349,0.349,0.349,0.349,0.349,1,1,1,1,1,1,0.349,0.349,0.349,0.349,0.349,1,1,1,1,1,1,0.349,0.349,0.349,0.349,0.349,1,1,1,1,1,0.349,0.349,0.349,0.349,1,1,1,1,1,1,0.349,0.349,0.349,0.349,1,1,1,1,1,0.349,0.349,0.349,0.349,1,1,1,0.378,0.378,1,1,1,1,1,0.378,0.378,0.378,0.378,1,1,1,0.378,0.378,1,1,1,1,1,1,1,0.378,0.378,0.378,0.378,0.378,1,1,1,1,0.378,0.378,1,1,1,0.378,0.378,1,1,0.378,1,1,1,1,1,0.23,0.23,0.23,0.23,1,1,1,0.23,0.23,,,,
443,1,1,1,1,1,1,1,0.394,0.394,0.394,0.394,0.394,1,1,1,1,1,1,0.394,0.394,0.394,0.394,0.394,1,1,1,1,1,1,0.394,0.394,0.394,0.394,0.394,1,1,1,1,1,1,1,1,0.394,0.394,0.394,0.394,1,1,1,1,1,1,0.394,0.394,0.394,0.394,0.394,1,1,1,1,1,1,0.394,0.394,0.394,0.394,0.394,1,1,1,1,1,1,0.394,0.394,0.394,0.394,0.394,1,1,1,1,1,1,0.394,0.394,0.394,0.394,0.394,1,1,1,1,1,0.394,0.394,0.394,0.394,1,1,1,1,1,1,0.394,0.394,0.394,0.394,1,1,1,1,1,0.394,0.394,0.394,0.394,1,1,1,0.412,0.412,1,1,1,1,1,0.412,0.412,0.412,0.412,1,1,1,0.412,0.412,1,1,1,1,1,1,1,0.412,0.412,0.412,0.412,0.412,1,1,1,1,0.412,0.412,1,1,1,0.412,0.412,1,1,0.412,1,1,1,1,1,0.241,0.241,0.241,0.241,1,1,1,0.241,0.241,,,,
444,1,1,1,1,1,1,1,0.428,0.428,0.428,0.428,0.428,1,1,1,1,1,1,0.428,0.428,0.428,0.428,0.428,1,1,1,1,1,1,0.428,0.428,0.428,0.428,0.428,1,1,1,1,1,1,1,1,0.428,0.428,0.428,0.428,1,1,1,1,1,1,0.428,0.428,0.428,0.428,0.428,1,1,1,1,1,1,0.428,0.428,0.428,0.428,0.428,1,1,1,1,1,1,0.428,0.428,0.428,0.428,0.428,1,1,1,1,1,1,0.428,0.428,0.428,0.428,0.428,1,1,1,1,1,0.428,0.428,0.428,0.428,1,1,1,1,1,1,0.428,0.428,0.428,0.428,1,1,1,1,1,0.428,0.428,0.428,0.428,1,1,1,0.426,0.426,1,1,1,1,1,0.426,0.426,0.426,0.426,1,1,1,0.426,0.426,1,1,1,1,1,1,1,0.426,0.426,0.426,0.426,0.426,1,1,1,1,0.426,0.426,1,1,1,0.426,0.426,1,1,0.426,1,1,1,1,1,0.256,0.256,0.256,0.256,1,1,1,0.256,0.256,,,,
