r_id,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,,,,,,,,,,banten,,,,,,,,,,,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,banten,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,west_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,central_java,east_java,east_java,east_java,east_java
667,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
668,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
669,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
670,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
671,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
672,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
673,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
674,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
675,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
676,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
677,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
678,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0.001,0.001,0.001,0.001,1,1,1,0.001,0.001,,,,
679,1,1,1,1,1,1,1,0.033,0.033,0.033,0.033,0.033,1,1,1,1,1,1,0.033,0.033,0.033,0.033,0.033,1,1,1,1,1,1,0.033,0.033,0.033,0.033,0.033,1,1,1,1,1,1,1,1,0.033,0.033,0.033,0.033,1,1,1,1,1,1,0.033,0.033,0.033,0.033,0.033,1,1,1,1,1,1,0.033,0.033,0.033,0.033,0.033,1,1,1,1,1,1,0.033,0.033,0.033,0.033,0.033,1,1,1,1,1,1,0.033,0.033,0.033,0.033,0.033,1,1,1,1,1,0.033,0.033,0.033,0.033,1,1,1,1,1,1,0.033,0.033,0.033,0.033,1,1,1,1,1,0.033,0.033,0.033,0.033,1,1,1,0.048,0.048,1,1,1,1,1,0.048,0.048,0.048,0.048,1,1,1,0.048,0.048,1,1,1,1,1,1,1,0.048,0.048,0.048,0.048,0.048,1,1,1,1,0.048,0.048,1,1,1,0.048,0.048,1,1,0.048,1,1,1,1,1,0.083,0.083,0.083,0.083,1,1,1,0.083,0.083,,,,
680,1,1,1,1,1,1,1,0.144,0.144,0.144,0.144,0.144,1,1,1,1,1,1,0.144,0.144,0.144,0.144,0.144,1,1,1,1,1,1,0.144,0.144,0.144,0.144,0.144,1,1,1,1,1,1,1,1,0.144,0.144,0.144,0.144,1,1,1,1,1,1,0.144,0.144,0.144,0.144,0.144,1,1,1,1,1,1,0.144,0.144,0.144,0.144,0.144,1,1,1,1,1,1,0.144,0.144,0.144,0.144,0.144,1,1,1,1,1,1,0.144,0.144,0.144,0.144,0.144,1,1,1,1,1,0.144,0.144,0.144,0.144,1,1,1,1,1,1,0.144,0.144,0.144,0.144,1,1,1,1,1,0.144,0.144,0.144,0.144,1,1,1,0.182,0.182,1,1,1,1,1,0.182,0.182,0.182,0.182,1,1,1,0.182,0.182,1,1,1,1,1,1,1,0.182,0.182,0.182,0.182,0.182,1,1,1,1,0.182,0.182,1,1,1,0.182,0.182,1,1,0.182,1,1,1,1,1,0.235,0.235,0.235,0.235,1,1,1,0.235,0.235,,,,
681,1,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,1,1,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,0.293,1,1,1,1,1,0.293,0.293,0.293,0.293,1,1,1,1,1,1,0.293,0.293,0.293,0.293,1,1,1,1,1,0.293,0.293,0.293,0.293,1,1,1,0.339,0.339,1,1,1,1,1,0.339,0.339,0.339,0.339,1,1,1,0.339,0.339,1,1,1,1,1,1,1,0.339,0.339,0.339,0.339,0.339,1,1,1,1,0.339,0.339,1,1,1,0.339,0.339,1,1,0.339,1,1,1,1,1,0.406,0.406,0.406,0.406,1,1,1,0.406,0.406,,,,
682,1,1,1,1,1,1,1,0.414,0.414,0.414,0.414,0.414,1,1,1,1,1,1,0.414,0.414,0.414,0.414,0.414,1,1,1,1,1,1,0.414,0.414,0.414,0.414,0.414,1,1,1,1,1,1,1,1,0.414,0.414,0.414,0.414,1,1,1,1,1,1,0.414,0.414,0.414,0.414,0.414,1,1,1,1,1,1,0.414,0.414,0.414,0.414,0.414,1,1,1,1,1,1,0.414,0.414,0.414,0.414,0.414,1,1,1,1,1,1,0.414,0.414,0.414,0.414,0.414,1,1,1,1,1,0.414,0.414,0.414,0.414,1,1,1,1,1,1,0.414,0.414,0.414,0.414,1,1,1,1,1,0.414,0.414,0.414,0.414,1,1,1,0.446,0.446,1,1,1,1,1,0.446,0.446,0.446,0.446,1,1,1,0.446,0.446,1,1,1,1,1,1,1,0.446,0.446,0.446,0.446,0.446,1,1,1,1,0.446,0.446,1,1,1,0.446,0.446,1,1,0.446,1,1,1,1,1,0.526,0.526,0.526,0.526,1,1,1,0.526,0.526,,,,
683,1,1,1,1,1,1,1,0.491,0.491,0.491,0.491,0.491,1,1,1,1,1,1,0.491,0.491,0.491,0.491,0.491,1,1,1,1,1,1,0.491,0.491,0.491,0.491,0.491,1,1,1,1,1,1,1,1,0.491,0.491,0.491,0.491,1,1,1,1,1,1,0.491,0.491,0.491,0.491,0.491,1,1,1,1,1,1,0.491,0.491,0.491,0.491,0.491,1,1,1,1,1,1,0.491,0.491,0.491,0.491,0.491,1,1,1,1,1,1,0.491,0.491,0.491,0.491,0.491,1,1,1,1,1,0.491,0.491,0.491,0.491,1,1,1,1,1,1,0.491,0.491,0.491,0.491,1,1,1,1,1,0.491,0.491,0.491,0.491,1,1,1,0.52,0.52,1,1,1,1,1,0.52,0.52,0.52,0.52,1,1,1,0.52,0.52,1,1,1,1,1,1,1,0.52,0.52,0.52,0.52,0.52,1,1,1,1,0.52,0.52,1,1,1,0.52,0.52,1,1,0.52,1,1,1,1,1,0.593,0.593,0.593,0.593,1,1,1,0.593,0.593,,,,
684,1,1,1,1,1,1,1,0.53,0.53,0.53,0.53,0.53,1,1,1,1,1,1,0.53,0.53,0.53,0.53,0.53,1,1,1,1,1,1,0.53,0.53,0.53,0.53,0.53,1,1,1,1,1,1,1,1,0.53,0.53,0.53,0.53,1,1,1,1,1,1,0.53,0.53,0.53,0.53,0.53,1,1,1,1,1,1,0.53,0.53,0.53,0.53,0.53,1,1,1,1,1,1,0.53,0.53,0.53,0.53,0.53,1,1,1,1,1,1,0.53,0.53,0.53,0.53,0.53,1,1,1,1,1,0.53,0.53,0.53,0.53,1,1,1,1,1,1,0.53,0.53,0.53,0.53,1,1,1,1,1,0.53,0.53,0.53,0.53,1,1,1,0.552,0.552,1,1,1,1,1,0.552,0.552,0.552,0.552,1,1,1,0.552,0.552,1,1,1,1,1,1,1,0.552,0.552,0.552,0.552,0.552,1,1,1,1,0.552,0.552,1,1,1,0.552,0.552,1,1,0.552,1,1,1,1,1,0.617,0.617,0.617,0.617,1,1,1,0.617,0.617,,,,
685,1,1,1,1,1,1,1,0.51,0.51,0.51,0.51,0.51,1,1,1,1,1,1,0.51,0.51,0.51,0.51,0.51,1,1,1,1,1,1,0.51,0.51,0.51,0.51,0.51,1,1,1,1,1,1,1,1,0.51,0.51,0.51,0.51,1,1,1,1,1,1,0.51,0.51,0.51,0.51,0.51,1,1,1,1,1,1,0.51,0.51,0.51,0.51,0.51,1,1,1,1,1,1,0.51,0.51,0.51,0.51,0.51,1,1,1,1,1,1,0.51,0.51,0.51,0.51,0.51,1,1,1,1,1,0.51,0.51,0.51,0.51,1,1,1,1,1,1,0.51,0.51,0.51,0.51,1,1,1,1,1,0.51,0.51,0.51,0.51,1,1,1,0.555,0.555,1,1,1,1,1,0.555,0.555,0.555,0.555,1,1,1,0.555,0.555,1,1,1,1,1,1,1,0.555,0.555,0.555,0.555,0.555,1,1,1,1,0.555,0.555,1,1,1,0.555,0.555,1,1,0.555,1,1,1,1,1,0.603,0.603,0.603,0.603,1,1,1,0.603,0.603,,,,
686,1,1,1,1,1,1,1,0.44,0.44,0.44,0.44,0.44,1,1,1,1,1,1,0.44,0.44,0.44,0.44,0.44,1,1,1,1,1,1,0.44,0.44,0.44,0.44,0.44,1,1,1,1,1,1,1,1,0.44,0.44,0.44,0.44,1,1,1,1,1,1,0.44,0.44,0.44,0.44,0.44,1,1,1,1,1,1,0.44,0.44,0.44,0.44,0.44,1,1,1,1,1,1,0.44,0.44,0.44,0.44,0.44,1,1,1,1,1,1,0.44,0.44,0.44,0.44,0.44,1,1,1,1,1,0.44,0.44,0.44,0.44,1,1,1,1,1,1,0.44,0.44,0.44,0.44,1,1,1,1,1,0.44,0.44,0.44,0.44,1,1,1,0.524,0.524,1,1,1,1,1,0.524,0.524,0.524,0.524,1,1,1,0.524,0.524,1,1,1,1,1,1,1,0.524,0.524,0.524,0.524,0.524,1,1,1,1,0.524,0.524,1,1,1,0.524,0.524,1,1,0.524,1,1,1,1,1,0.548,0.548,0.548,0.548,1,1,1,0.548,0.548,,,,
687,1,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,1,1,1,1,1,1,1,1,0.355,0.355,0.355,0.355,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,1,1,1,1,1,1,0.355,0.355,0.355,0.355,0.355,1,1,1,1,1,0.355,0.355,0.355,0.355,1,1,1,1,1,1,0.355,0.355,0.355,0.355,1,1,1,1,1,0.355,0.355,0.355,0.355,1,1,1,0.429,0.429,1,1,1,1,1,0.429,0.429,0.429,0.429,1,1,1,0.429,0.429,1,1,1,1,1,1,1,0.429,0.429,0.429,0.429,0.429,1,1,1,1,0.429,0.429,1,1,1,0.429,0.429,1,1,0.429,1,1,1,1,1,0.445,0.445,0.445,0.445,1,1,1,0.445,0.445,,,,
688,1,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,1,1,1,1,1,1,1,1,0.252,0.252,0.252,0.252,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,1,1,1,1,1,1,0.252,0.252,0.252,0.252,0.252,1,1,1,1,1,0.252,0.252,0.252,0.252,1,1,1,1,1,1,0.252,0.252,0.252,0.252,1,1,1,1,1,0.252,0.252,0.252,0.252,1,1,1,0.298,0.298,1,1,1,1,1,0.298,0.298,0.298,0.298,1,1,1,0.298,0.298,1,1,1,1,1,1,1,0.298,0.298,0.298,0.298,0.298,1,1,1,1,0.298,0.298,1,1,1,0.298,0.298,1,1,0.298,1,1,1,1,1,0.314,0.314,0.314,0.314,1,1,1,0.314,0.314,,,,
689,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,1,1,1,1,1,1,1,1,0.137,0.137,0.137,0.137,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,1,1,1,1,1,1,0.137,0.137,0.137,0.137,0.137,1,1,1,1,1,0.137,0.137,0.137,0.137,1,1,1,1,1,1,0.137,0.137,0.137,0.137,1,1,1,1,1,0.137,0.137,0.137,0.137,1,1,1,0.141,0.141,1,1,1,1,1,0.141,0.141,0.141,0.141,1,1,1,0.141,0.141,1,1,1,1,1,1,1,0.141,0.141,0.141,0.141,0.141,1,1,1,1,0.141,0.141,1,1,1,0.141,0.141,1,1,0.141,1,1,1,1,1,0.15,0.15,0.15,0.15,1,1,1,0.15,0.15,,,,
690,1,1,1,1,1,1,1,0.029,0.029,0.029,0.029,0.029,1,1,1,1,1,1,0.029,0.029,0.029,0.029,0.029,1,1,1,1,1,1,0.029,0.029,0.029,0.029,0.029,1,1,1,1,1,1,1,1,0.029,0.029,0.029,0.029,1,1,1,1,1,1,0.029,0.029,0.029,0.029,0.029,1,1,1,1,1,1,0.029,0.029,0.029,0.029,0.029,1,1,1,1,1,1,0.029,0.029,0.029,0.029,0.029,1,1,1,1,1,1,0.029,0.029,0.029,0.029,0.029,1,1,1,1,1,0.029,0.029,0.029,0.029,1,1,1,1,1,1,0.029,0.029,0.029,0.029,1,1,1,1,1,0.029,0.029,0.029,0.029,1,1,1,0.021,0.021,1,1,1,1,1,0.021,0.021,0.021,0.021,1,1,1,0.021,0.021,1,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,1,1,1,1,0.021,0.021,1,1,1,0.021,0.021,1,1,0.021,1,1,1,1,1,0.016,0.016,0.016,0.016,1,1,1,0.016,0.016,,,,
691,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
692,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
693,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
694,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
695,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
696,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
697,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
698,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,,,,
