Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5,demand_z6,demand_z7
,,,,,,,,,1199,1,29,23,2023-01-29T21:00:00+08:00,6222,4113,9763,5246,690,7481,1280
,,,,,,,,,1200,1,29,24,2023-01-29T22:00:00+08:00,6032,3986,9463,5085,669,7252,1240
,,,,,,,,,1201,1,30,1,2023-01-29T23:00:00+08:00,5907,3904,9268,4980,655,7102,1215
,,,,,,,,,1202,1,30,2,2023-01-30T00:00:00+08:00,5589,3694,8768,4711,620,6720,1149
,,,,,,,,,1203,1,30,3,2023-01-30T01:00:00+08:00,5407,3573,8483,4558,600,6501,1112
,,,,,,,,,1204,1,30,4,2023-01-30T02:00:00+08:00,5284,3491,8289,4454,587,6353,1086
,,,,,,,,,1205,1,30,5,2023-01-30T03:00:00+08:00,5137,3395,8060,4330,570,6176,1056
,,,,,,,,,1206,1,30,6,2023-01-30T04:00:00+08:00,4998,3303,7841,4213,555,6008,1027
,,,,,,,,,1207,1,30,7,2023-01-30T05:00:00+08:00,4978,3290,7812,4198,553,5986,1024
,,,,,,,,,1208,1,30,8,2023-01-30T06:00:00+08:00,5128,3389,8046,4323,569,6166,1055
,,,,,,,,,1209,1,30,9,2023-01-30T07:00:00+08:00,5321,3516,8347,4485,591,6397,1094
,,,,,,,,,1210,1,30,10,2023-01-30T08:00:00+08:00,5585,3691,8762,4708,619,6715,1148
,,,,,,,,,1211,1,30,11,2023-01-30T09:00:00+08:00,6268,4142,9834,5284,695,7536,1289
,,,,,,,,,1212,1,30,12,2023-01-30T10:00:00+08:00,6583,4350,10328,5549,730,7914,1354
,,,,,,,,,1213,1,30,13,2023-01-30T11:00:00+08:00,6760,4467,10605,5699,750,8127,1390
,,,,,,,,,1214,1,30,14,2023-01-30T12:00:00+08:00,6725,4444,10551,5669,746,8085,1382
,,,,,,,,,1215,1,30,15,2023-01-30T13:00:00+08:00,6594,4357,10345,5558,732,7927,1356
,,,,,,,,,1216,1,30,16,2023-01-30T14:00:00+08:00,6808,4499,10681,5739,755,8185,1399
,,,,,,,,,1217,1,30,17,2023-01-30T15:00:00+08:00,6898,4559,10823,5816,766,8294,1419
,,,,,,,,,1218,1,30,18,2023-01-30T16:00:00+08:00,6896,4557,10819,5814,765,8291,1417
,,,,,,,,,1219,1,30,19,2023-01-30T17:00:00+08:00,6778,4479,10634,5713,752,8149,1393
,,,,,,,,,1220,1,30,20,2023-01-30T18:00:00+08:00,6426,4247,10082,5417,713,7727,1321
,,,,,,,,,1221,1,30,21,2023-01-30T19:00:00+08:00,6442,4256,10106,5430,715,7744,1324
,,,,,,,,,1222,1,30,22,2023-01-30T20:00:00+08:00,6818,4505,10696,5747,756,8196,1402
,,,,,,,,,1223,1,30,23,2023-01-30T21:00:00+08:00,6714,4437,10533,5660,745,8072,1380
,,,,,,,,,1224,1,30,24,2023-01-30T22:00:00+08:00,6516,4307,10224,5494,723,7835,1340
,,,,,,,,,1225,1,31,1,2023-01-30T23:00:00+08:00,6318,4175,9912,5326,701,7596,1299
,,,,,,,,,1226,1,31,2,2023-01-31T00:00:00+08:00,5975,3948,9374,5036,663,7183,1229
,,,,,,,,,1227,1,31,3,2023-01-31T01:00:00+08:00,5718,3779,8972,4821,634,6875,1176
,,,,,,,,,1228,1,31,4,2023-01-31T02:00:00+08:00,5525,3651,8668,4657,613,6642,1136
,,,,,,,,,1229,1,31,5,2023-01-31T03:00:00+08:00,5351,3537,8396,4511,594,6434,1100
,,,,,,,,,1230,1,31,6,2023-01-31T04:00:00+08:00,5276,3487,8278,4449,586,6344,1084
,,,,,,,,,1231,1,31,7,2023-01-31T05:00:00+08:00,5216,3447,8184,4397,579,6271,1073
,,,,,,,,,1232,1,31,8,2023-01-31T06:00:00+08:00,5427,3586,8513,4574,602,6524,1115
,,,,,,,,,1233,1,31,9,2023-01-31T07:00:00+08:00,5556,3671,8716,4683,616,6679,1142
,,,,,,,,,1234,1,31,10,2023-01-31T08:00:00+08:00,5702,3768,8945,4806,633,6855,1172
,,,,,,,,,1235,1,31,11,2023-01-31T09:00:00+08:00,6316,4173,9908,5324,701,7593,1299
,,,,,,,,,1236,1,31,12,2023-01-31T10:00:00+08:00,6599,4361,10352,5563,732,7933,1357
,,,,,,,,,1237,1,31,13,2023-01-31T11:00:00+08:00,6765,4471,10614,5703,751,8133,1391
,,,,,,,,,1238,1,31,14,2023-01-31T12:00:00+08:00,6729,4446,10556,5672,747,8090,1384
,,,,,,,,,1239,1,31,15,2023-01-31T13:00:00+08:00,6589,4354,10337,5554,731,7921,1355
,,,,,,,,,1240,1,31,16,2023-01-31T14:00:00+08:00,6878,4545,10790,5798,763,8268,1414
,,,,,,,,,1241,1,31,17,2023-01-31T15:00:00+08:00,7008,4631,10994,5907,778,8425,1441
,,,,,,,,,1242,1,31,18,2023-01-31T16:00:00+08:00,7045,4656,11052,5939,782,8469,1448
,,,,,,,,,1243,1,31,19,2023-01-31T17:00:00+08:00,6911,4566,10843,5825,767,8308,1421
,,,,,,,,,1244,1,31,20,2023-01-31T18:00:00+08:00,6533,4317,10250,5507,725,7854,1343
,,,,,,,,,1245,1,31,21,2023-01-31T19:00:00+08:00,6600,4362,10355,5564,732,7935,1357
,,,,,,,,,1246,1,31,22,2023-01-31T20:00:00+08:00,6914,4568,10847,5828,767,8312,1422
,,,,,,,,,1247,1,31,23,2023-01-31T21:00:00+08:00,6801,4494,10671,5733,754,8177,1398
,,,,,,,,,1248,1,31,24,2023-01-31T22:00:00+08:00,6529,4315,10243,5504,725,7849,1342
,,,,,,,,,1249,2,1,1,2023-01-31T23:00:00+08:00,6366,4207,9988,5367,707,7654,1309
,,,,,,,,,1250,2,1,2,2023-02-01T00:30:00+08:00,5880,3886,9224,4956,652,7068,1208
,,,,,,,,,1251,2,1,3,2023-02-01T01:30:00+08:00,5706,3771,8952,4811,633,6861,1173
,,,,,,,,,1252,2,1,4,2023-02-01T02:30:00+08:00,5512,3642,8648,4646,612,6627,1133
,,,,,,,,,1253,2,1,5,2023-02-01T03:30:00+08:00,5331,3523,8365,4495,592,6410,1096
,,,,,,,,,1254,2,1,6,2023-02-01T04:30:00+08:00,5275,3485,8276,4447,586,6342,1084
,,,,,,,,,1255,2,1,7,2023-02-01T05:30:00+08:00,5294,3499,8305,4462,588,6364,1089
,,,,,,,,,1256,2,1,8,2023-02-01T06:30:00+08:00,5563,3676,8728,4689,617,6688,1144
,,,,,,,,,1257,2,1,9,2023-02-01T07:30:00+08:00,5523,3650,8665,4656,613,6640,1135
,,,,,,,,,1258,2,1,10,2023-02-01T08:30:00+08:00,5921,3912,9289,4992,657,7119,1217
,,,,,,,,,1259,2,1,11,2023-02-01T09:30:00+08:00,6326,4180,9925,5333,702,7605,1301
,,,,,,,,,1260,2,1,12,2023-02-01T10:30:00+08:00,6547,4327,10273,5520,727,7872,1346
,,,,,,,,,1261,2,1,13,2023-02-01T11:30:00+08:00,6669,4406,10462,5621,740,8017,1371
,,,,,,,,,1262,2,1,14,2023-02-01T12:30:00+08:00,6467,4274,10146,5452,717,7774,1329
,,,,,,,,,1263,2,1,15,2023-02-01T13:30:00+08:00,6616,4372,10379,5577,734,7954,1360
,,,,,,,,,1264,2,1,16,2023-02-01T14:30:00+08:00,6974,4608,10942,5880,774,8385,1433
,,,,,,,,,1265,2,1,17,2023-02-01T15:30:00+08:00,7022,4640,11017,5920,780,8443,1444
,,,,,,,,,1266,2,1,18,2023-02-01T16:30:00+08:00,7061,4666,11078,5953,784,8489,1451
,,,,,,,,,1267,2,1,19,2023-02-01T17:30:00+08:00,6781,4481,10639,5716,752,8152,1394
,,,,,,,,,1268,2,1,20,2023-02-01T18:30:00+08:00,6539,4321,10259,5512,726,7861,1344
,,,,,,,,,1269,2,1,21,2023-02-01T19:30:00+08:00,6852,4528,10749,5776,761,8238,1409
,,,,,,,,,1270,2,1,22,2023-02-01T20:30:00+08:00,6900,4560,10826,5817,766,8296,1419
,,,,,,,,,1271,2,1,23,2023-02-01T21:30:00+08:00,6797,4491,10664,5730,754,8172,1397
,,,,,,,,,1272,2,1,24,2023-02-01T22:30:00+08:00,6581,4349,10324,5548,730,7912,1353
,,,,,,,,,1273,2,2,1,2023-02-01T23:30:00+08:00,6329,4182,9929,5336,703,7608,1301
,,,,,,,,,1274,2,2,2,2023-02-02T00:30:00+08:00,5987,3957,9394,5047,665,7199,1231
,,,,,,,,,1275,2,2,3,2023-02-02T01:30:00+08:00,5742,3794,9009,4841,637,6903,1181
,,,,,,,,,1276,2,2,4,2023-02-02T02:30:00+08:00,5571,3681,8740,4697,618,6698,1145
,,,,,,,,,1277,2,2,5,2023-02-02T03:30:00+08:00,5414,3578,8494,4564,600,6509,1113
,,,,,,,,,1278,2,2,6,2023-02-02T04:30:00+08:00,5322,3517,8349,4486,591,6398,1094
,,,,,,,,,1279,2,2,7,2023-02-02T05:30:00+08:00,5392,3563,8459,4545,598,6482,1109
,,,,,,,,,1280,2,2,8,2023-02-02T06:30:00+08:00,5620,3714,8818,4737,624,6757,1155
,,,,,,,,,1281,2,2,9,2023-02-02T07:30:00+08:00,5641,3728,8851,4755,626,6782,1160
,,,,,,,,,1282,2,2,10,2023-02-02T08:30:00+08:00,6193,4093,9716,5221,687,7447,1273
,,,,,,,,,1283,2,2,11,2023-02-02T09:30:00+08:00,6625,4377,10394,5585,735,7965,1362
,,,,,,,,,1284,2,2,12,2023-02-02T10:30:00+08:00,6856,4530,10756,5779,761,8242,1409
,,,,,,,,,1285,2,2,13,2023-02-02T11:30:00+08:00,6930,4580,10874,5843,769,8332,1425
,,,,,,,,,1286,2,2,14,2023-02-02T12:30:00+08:00,6720,4441,10544,5665,746,8079,1381
,,,,,,,,,1287,2,2,15,2023-02-02T13:30:00+08:00,6865,4537,10771,5788,762,8253,1411
,,,,,,,,,1288,2,2,16,2023-02-02T14:30:00+08:00,7164,4735,11240,6040,795,8613,1473
,,,,,,,,,1289,2,2,17,2023-02-02T15:30:00+08:00,7207,4762,11307,6075,800,8664,1481
,,,,,,,,,1290,2,2,18,2023-02-02T16:30:00+08:00,7209,4763,11309,6076,800,8666,1482
,,,,,,,,,1291,2,2,19,2023-02-02T17:30:00+08:00,6892,4555,10814,5811,765,8287,1417
,,,,,,,,,1292,2,2,20,2023-02-02T18:30:00+08:00,6585,4352,10331,5551,731,7916,1354
,,,,,,,,,1293,2,2,21,2023-02-02T19:30:00+08:00,6921,4574,10858,5835,768,8321,1423
,,,,,,,,,1294,2,2,22,2023-02-02T20:30:00+08:00,6892,4554,10813,5809,765,8286,1416
,,,,,,,,,1295,2,2,23,2023-02-02T21:30:00+08:00,6759,4467,10604,5698,750,8126,1390
,,,,,,,,,1296,2,2,24,2023-02-02T22:30:00+08:00,6571,4343,10309,5540,729,7900,1351
,,,,,,,,,1297,2,3,1,2023-02-02T23:30:00+08:00,6330,4183,9931,5337,703,7611,1302
,,,,,,,,,1298,2,3,2,2023-02-03T00:30:00+08:00,5993,3960,9402,5052,665,7205,1232
,,,,,,,,,1299,2,3,3,2023-02-03T01:30:00+08:00,5823,3848,9135,4908,646,7000,1197
,,,,,,,,,1300,2,3,4,2023-02-03T02:30:00+08:00,5624,3717,8824,4742,625,6762,1156
,,,,,,,,,1301,2,3,5,2023-02-03T03:30:00+08:00,5441,3595,8536,4587,603,6541,1118
,,,,,,,,,1302,2,3,6,2023-02-03T04:30:00+08:00,5396,3566,8466,4549,599,6487,1110
,,,,,,,,,1303,2,3,7,2023-02-03T05:30:00+08:00,5399,3567,8469,4551,599,6491,1110
,,,,,,,,,1304,2,3,8,2023-02-03T06:30:00+08:00,5606,3705,8795,4726,622,6741,1152
,,,,,,,,,1305,2,3,9,2023-02-03T07:30:00+08:00,5655,3737,8872,4767,628,6799,1163
,,,,,,,,,1306,2,3,10,2023-02-03T08:30:00+08:00,6132,4053,9621,5169,680,7373,1260
,,,,,,,,,1307,2,3,11,2023-02-03T09:30:00+08:00,6523,4310,10232,5498,724,7841,1341
,,,,,,,,,1308,2,3,12,2023-02-03T10:30:00+08:00,6845,4523,10739,5771,760,8230,1407
,,,,,,,,,1309,2,3,13,2023-02-03T11:30:00+08:00,6927,4578,10868,5840,769,8328,1424
,,,,,,,,,1310,2,3,14,2023-02-03T12:30:00+08:00,6720,4441,10544,5665,746,8079,1381
,,,,,,,,,1311,2,3,15,2023-02-03T13:30:00+08:00,6597,4360,10350,5562,732,7931,1356
,,,,,,,,,1312,2,3,16,2023-02-03T14:30:00+08:00,6819,4506,10698,5748,756,8197,1402
,,,,,,,,,1313,2,3,17,2023-02-03T15:30:00+08:00,6883,4549,10799,5802,764,8275,1415
,,,,,,,,,1314,2,3,18,2023-02-03T16:30:00+08:00,6895,4557,10819,5813,765,8291,1417
,,,,,,,,,1315,2,3,19,2023-02-03T17:30:00+08:00,6643,4390,10422,5600,737,7987,1366
,,,,,,,,,1316,2,3,20,2023-02-03T18:30:00+08:00,6447,4260,10116,5435,715,7752,1325
,,,,,,,,,1317,2,3,21,2023-02-03T19:30:00+08:00,6778,4479,10635,5714,752,8150,1394
,,,,,,,,,1318,2,3,22,2023-02-03T20:30:00+08:00,6749,4460,10588,5689,749,8115,1388
,,,,,,,,,1319,2,3,23,2023-02-03T21:30:00+08:00,6564,4337,10299,5533,728,7892,1350
,,,,,,,,,1320,2,3,24,2023-02-03T22:30:00+08:00,6319,4176,9914,5327,702,7597,1299
,,,,,,,,,1321,2,4,1,2023-02-03T23:30:00+08:00,6131,4052,9620,5169,680,7372,1260
,,,,,,,,,1322,2,4,2,2023-02-04T00:30:00+08:00,5872,3881,9212,4950,652,7059,1207
,,,,,,,,,1323,2,4,3,2023-02-04T01:30:00+08:00,5634,3722,8838,4749,626,6773,1159
,,,,,,,,,1324,2,4,4,2023-02-04T02:30:00+08:00,5459,3607,8563,4601,606,6562,1123
,,,,,,,,,1325,2,4,5,2023-02-04T03:30:00+08:00,5306,3507,8325,4473,589,6380,1091
,,,,,,,,,1326,2,4,6,2023-02-04T04:30:00+08:00,5230,3456,8205,4409,580,6287,1075
,,,,,,,,,1327,2,4,7,2023-02-04T05:30:00+08:00,5199,3436,8157,4383,577,6251,1068
,,,,,,,,,1328,2,4,8,2023-02-04T06:30:00+08:00,5269,3482,8267,4441,584,6335,1083
,,,,,,,,,1329,2,4,9,2023-02-04T07:30:00+08:00,5277,3487,8279,4449,586,6344,1085
,,,,,,,,,1330,2,4,10,2023-02-04T08:30:00+08:00,5511,3641,8646,4645,612,6625,1133
,,,,,,,,,1331,2,4,11,2023-02-04T09:30:00+08:00,5809,3838,9114,4897,645,6984,1195
,,,,,,,,,1332,2,4,12,2023-02-04T10:30:00+08:00,6073,4014,9528,5120,674,7302,1249
,,,,,,,,,1333,2,4,13,2023-02-04T11:30:00+08:00,6175,4081,9687,5206,685,7424,1270
,,,,,,,,,1334,2,4,14,2023-02-04T12:30:00+08:00,6010,3972,9430,5067,667,7226,1236
,,,,,,,,,1335,2,4,15,2023-02-04T13:30:00+08:00,6044,3995,9483,5095,671,7266,1242
,,,,,,,,,1336,2,4,16,2023-02-04T14:30:00+08:00,6196,4094,9721,5224,688,7449,1274
,,,,,,,,,1337,2,4,17,2023-02-04T15:30:00+08:00,6210,4104,9743,5235,689,7466,1276
,,,,,,,,,1338,2,4,18,2023-02-04T16:30:00+08:00,6188,4090,9709,5217,687,7440,1272
,,,,,,,,,1339,2,4,19,2023-02-04T17:30:00+08:00,6160,4070,9665,5193,684,7406,1267
,,,,,,,,,1340,2,4,20,2023-02-04T18:30:00+08:00,6141,4058,9634,5177,682,7382,1263
,,,,,,,,,1341,2,4,21,2023-02-04T19:30:00+08:00,6514,4305,10220,5492,723,7832,1339
,,,,,,,,,1342,2,4,22,2023-02-04T20:30:00+08:00,6606,4366,10365,5569,733,7942,1358
,,,,,,,,,1343,2,4,23,2023-02-04T21:30:00+08:00,6463,4271,10138,5448,717,7769,1328
,,,,,,,,,1344,2,4,24,2023-02-04T22:30:00+08:00,6256,4134,9815,5274,694,7521,1286
