r_id,plta_orya_genyem,pltd_genyem,pltd_sentani,pltmg_jayapura_peaker,mpp_jayapura,pltu_jayapura_ftp_1,pltd_jayapura,pltd_wamena,pltmg_merauke,pltg_merauke_2,pltbm_merauke,pltmg_biak_2,pltmg_biak,pltmg_nabire_2,mpp_nabire,mpp_timika,pltmg_biak_3,pltm_wabudori,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_jayapura,plta_orya_2,pltm_amai,plt_ebt_base_jayapura_2,pltm_mamberamo_raya,pltbm_merauke_3,pltm_kalibumi_1,pltu_nabire_kalibobo,pltm_digoel,pltd_sarmi,plts_sarmi,pltmg_serui_1,plts_serui,pltmg_serui_2,pltmg_timika_2,pltmg_timika_2,plts_timika,pltmg_timika_3,pltm_cascade_walesi,pltm_uwe,pltm_walesi_blok_2,plta_baliem,papua_solar_potential_ruen,papua_wind_potential_ruen,papua_hydropower_potential_ruen,papua_hydropower_mini_potential_ruen,papua_biomass_potential_ruen,papua_biogas_potential_ruen,pltd_sorong,pltg_sorong,pltmg_manokawari_2,pltmg_bintuni,pltmg_mpp_fak_fak,pltmg_dedieselisasi,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_kaimana,pltbm_kaimana_2,pltmg_mpp_manokwari,pltmg_manokwari_3,pltm_warnasi_warkai,plts_manokwari,plts_manokwari_eks_apbn,pltmg_raja_ampat,pltmg_sorong_2,pltu_sorong_ex_timika,plt_ebt_base_sorong_3,pltm_waigo,pltmg_sorong,west_papua_solar_potential_ruen,west_papua_wind_potential_ruen,west_papua_hydropower_mini_potential_ruen,west_papua_biomass_potential_ruen,west_papua_biogas_potential_ruen
736,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.079,1,0.079,1,1,1,0.079,1,0.5,0.5,0.5,0.5,0.079,0.026,0.5,0.5,1,1,1,1,1,1,1,1,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,0.196,1,1,1,1,0.5,0.196,0.196,1,1,1,1,0.5,1,0.196,0.001,0.5,1,
737,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.006,1,0.006,1,1,1,0.006,1,0.5,0.5,0.5,0.5,0.006,0.013,0.5,0.5,1,1,1,1,1,1,1,1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,1,1,1,0.5,0.05,0.05,1,1,1,1,0.5,1,0.05,0,0.5,1,
738,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.01,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
739,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.007,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.002,0.5,1,
740,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.003,0.5,1,
741,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.003,0.5,1,
742,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.004,0.5,1,
743,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.007,0.5,1,
744,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.008,0.5,1,
745,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.007,0.5,1,
746,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.008,0.5,1,
747,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.013,0.5,1,
748,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.017,0.5,1,
749,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.022,0.5,1,
750,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.076,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.076,1,0.076,1,1,1,0.076,1,0.5,0.5,0.5,0.5,0.076,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,1,1,1,1,0.5,0.012,0.012,1,1,1,1,0.5,1,0.012,0.027,0.5,1,
751,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.252,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.252,1,0.252,1,1,1,0.252,1,0.5,0.5,0.5,0.5,0.252,0.019,0.5,0.5,1,1,1,1,1,1,1,1,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,1,1,1,1,0.5,0.097,0.097,1,1,1,1,0.5,1,0.097,0.014,0.5,1,
752,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421,0.421,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.421,1,0.421,1,1,1,0.421,1,0.5,0.5,0.5,0.5,0.421,0.025,0.5,0.5,1,1,1,1,1,1,1,1,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,0.222,1,1,1,1,0.5,0.222,0.222,1,1,1,1,0.5,1,0.222,0.002,0.5,1,
753,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,0.549,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.549,1,0.549,1,1,1,0.549,1,0.5,0.5,0.5,0.5,0.549,0.02,0.5,0.5,1,1,1,1,1,1,1,1,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.348,1,1,1,1,0.5,0.348,0.348,1,1,1,1,0.5,1,0.348,0.013,0.5,1,
754,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,0.613,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.613,1,0.613,1,1,1,0.613,1,0.5,0.5,0.5,0.5,0.613,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,0.428,1,1,1,1,0.5,0.428,0.428,1,1,1,1,0.5,1,0.428,0.041,0.5,1,
755,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,0.602,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.602,1,0.602,1,1,1,0.602,1,0.5,0.5,0.5,0.5,0.602,0.013,0.5,0.5,1,1,1,1,1,1,1,1,0.474,0.474,0.474,0.474,0.474,0.474,0.474,0.474,0.474,1,1,1,1,0.5,0.474,0.474,1,1,1,1,0.5,1,0.474,0.072,0.5,1,
756,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,0.525,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.525,1,0.525,1,1,1,0.525,1,0.5,0.5,0.5,0.5,0.525,0.018,0.5,0.5,1,1,1,1,1,1,1,1,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,1,1,1,1,0.5,0.47,0.47,1,1,1,1,0.5,1,0.47,0.084,0.5,1,
757,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.361,1,0.361,1,1,1,0.361,1,0.5,0.5,0.5,0.5,0.361,0.023,0.5,0.5,1,1,1,1,1,1,1,1,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,1,1,1,1,0.5,0.45,0.45,1,1,1,1,0.5,1,0.45,0.084,0.5,1,
758,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.29,1,0.29,1,1,1,0.29,1,0.5,0.5,0.5,0.5,0.29,0.028,0.5,0.5,1,1,1,1,1,1,1,1,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,0.393,1,1,1,1,0.5,0.393,0.393,1,1,1,1,0.5,1,0.393,0.073,0.5,1,
759,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,0.201,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.201,1,0.201,1,1,1,0.201,1,0.5,0.5,0.5,0.5,0.201,0.026,0.5,0.5,1,1,1,1,1,1,1,1,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,0.297,1,1,1,1,0.5,0.297,0.297,1,1,1,1,0.5,1,0.297,0.043,0.5,1,
760,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.101,1,0.101,1,1,1,0.101,1,0.5,0.5,0.5,0.5,0.101,0.016,0.5,0.5,1,1,1,1,1,1,1,1,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,0.172,1,1,1,1,0.5,0.172,0.172,1,1,1,1,0.5,1,0.172,0.015,0.5,1,
761,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.011,1,0.011,1,1,1,0.011,1,0.5,0.5,0.5,0.5,0.011,0.006,0.5,0.5,1,1,1,1,1,1,1,1,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,1,1,1,1,0.5,0.047,0.047,1,1,1,1,0.5,1,0.047,0.005,0.5,1,
762,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.006,0.5,1,
763,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.01,0.5,1,
764,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.008,0.5,1,
765,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.005,0.5,1,
766,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.004,0.5,1,
767,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.003,0.5,1,
768,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
769,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
770,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
771,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.006,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
772,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.013,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
773,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0,0.5,1,
774,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.036,1,0.036,1,1,1,0.036,1,0.5,0.5,0.5,0.5,0.036,0.005,0.5,0.5,1,1,1,1,1,1,1,1,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,1,1,1,1,0.5,0.012,0.012,1,1,1,1,0.5,1,0.012,0.001,0.5,1,
775,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,0.141,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.141,1,0.141,1,1,1,0.141,1,0.5,0.5,0.5,0.5,0.141,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,0.098,1,1,1,1,0.5,0.098,0.098,1,1,1,1,0.5,1,0.098,0.001,0.5,1,
776,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,0.282,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.282,1,0.282,1,1,1,0.282,1,0.5,0.5,0.5,0.5,0.282,0,0.5,0.5,1,1,1,1,1,1,1,1,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,1,1,1,1,0.5,0.216,0.216,1,1,1,1,0.5,1,0.216,0,0.5,1,
777,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,0.386,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.386,1,0.386,1,1,1,0.386,1,0.5,0.5,0.5,0.5,0.386,0,0.5,0.5,1,1,1,1,1,1,1,1,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336,0.336,1,1,1,1,0.5,0.336,0.336,1,1,1,1,0.5,1,0.336,0.003,0.5,1,
778,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.46,1,0.46,1,1,1,0.46,1,0.5,0.5,0.5,0.5,0.46,0,0.5,0.5,1,1,1,1,1,1,1,1,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,0.443,1,1,1,1,0.5,0.443,0.443,1,1,1,1,0.5,1,0.443,0.013,0.5,1,
779,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.41,1,0.41,1,1,1,0.41,1,0.5,0.5,0.5,0.5,0.41,0,0.5,0.5,1,1,1,1,1,1,1,1,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,0.504,1,1,1,1,0.5,0.504,0.504,1,1,1,1,0.5,1,0.504,0.029,0.5,1,
780,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.379,1,0.379,1,1,1,0.379,1,0.5,0.5,0.5,0.5,0.379,0,0.5,0.5,1,1,1,1,1,1,1,1,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,1,1,1,1,0.5,0.52,0.52,1,1,1,1,0.5,1,0.52,0.037,0.5,1,
781,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,0.316,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.316,1,0.316,1,1,1,0.316,1,0.5,0.5,0.5,0.5,0.316,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,0.498,1,1,1,1,0.5,0.498,0.498,1,1,1,1,0.5,1,0.498,0.034,0.5,1,
782,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.23,1,0.23,1,1,1,0.23,1,0.5,0.5,0.5,0.5,0.23,0.009,0.5,0.5,1,1,1,1,1,1,1,1,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,1,1,1,1,0.5,0.43,0.43,1,1,1,1,0.5,1,0.43,0.027,0.5,1,
783,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.144,1,0.144,1,1,1,0.144,1,0.5,0.5,0.5,0.5,0.144,0.018,0.5,0.5,1,1,1,1,1,1,1,1,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,0.321,1,1,1,1,0.5,0.321,0.321,1,1,1,1,0.5,1,0.321,0.013,0.5,1,
784,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.07,1,0.07,1,1,1,0.07,1,0.5,0.5,0.5,0.5,0.07,0.023,0.5,0.5,1,1,1,1,1,1,1,1,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,1,1,1,1,0.5,0.188,0.188,1,1,1,1,0.5,1,0.188,0.001,0.5,1,
785,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.007,1,0.007,1,1,1,0.007,1,0.5,0.5,0.5,0.5,0.007,0.016,0.5,0.5,1,1,1,1,1,1,1,1,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,1,1,1,1,0.5,0.047,0.047,1,1,1,1,0.5,1,0.047,0,0.5,1,
786,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.02,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.003,0.5,1,
787,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.016,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.018,0.5,1,
788,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.01,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.045,0.5,1,
