r_id,plta_orya_genyem,pltd_genyem,pltd_sentani,pltmg_jayapura_peaker,mpp_jayapura,pltu_jayapura_ftp_1,pltd_jayapura,pltd_wamena,pltmg_merauke,pltg_merauke_2,pltbm_merauke,pltmg_biak_2,pltmg_biak,pltmg_nabire_2,mpp_nabire,mpp_timika,pltmg_biak_3,pltm_wabudori,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_jayapura,plta_orya_2,pltm_amai,plt_ebt_base_jayapura_2,pltm_mamberamo_raya,pltbm_merauke_3,pltm_kalibumi_1,pltu_nabire_kalibobo,pltm_digoel,pltd_sarmi,plts_sarmi,pltmg_serui_1,plts_serui,pltmg_serui_2,pltmg_timika_2,pltmg_timika_2,plts_timika,pltmg_timika_3,pltm_cascade_walesi,pltm_uwe,pltm_walesi_blok_2,plta_baliem,papua_solar_potential_ruen,papua_wind_potential_ruen,papua_hydropower_potential_ruen,papua_hydropower_mini_potential_ruen,papua_biomass_potential_ruen,papua_biogas_potential_ruen,pltd_sorong,pltg_sorong,pltmg_manokawari_2,pltmg_bintuni,pltmg_mpp_fak_fak,pltmg_dedieselisasi,plts_dedieselisasi,plts_dedieselisasi,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,plts_lisdes,pltmg_kaimana,pltbm_kaimana_2,pltmg_mpp_manokwari,pltmg_manokwari_3,pltm_warnasi_warkai,plts_manokwari,plts_manokwari_eks_apbn,pltmg_raja_ampat,pltmg_sorong_2,pltu_sorong_ex_timika,plt_ebt_base_sorong_3,pltm_waigo,pltmg_sorong,west_papua_solar_potential_ruen,west_papua_wind_potential_ruen,west_papua_hydropower_mini_potential_ruen,west_papua_biomass_potential_ruen,west_papua_biogas_potential_ruen
789,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.006,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.066,0.5,1,
790,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.063,0.5,1,
791,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.054,0.5,1,
792,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.044,0.5,1,
793,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.042,0.5,1,
794,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.047,0.5,1,
795,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.047,0.5,1,
796,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.041,0.5,1,
797,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.03,0.5,1,
798,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.039,1,0.039,1,1,1,0.039,1,0.5,0.5,0.5,0.5,0.039,0,0.5,0.5,1,1,1,1,1,1,1,1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,1,1,1,1,0.5,0.016,0.016,1,1,1,1,0.5,1,0.016,0.021,0.5,1,
799,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,0.171,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.171,1,0.171,1,1,1,0.171,1,0.5,0.5,0.5,0.5,0.171,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,0.107,1,1,1,1,0.5,0.107,0.107,1,1,1,1,0.5,1,0.107,0.005,0.5,1,
800,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,0.341,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.341,1,0.341,1,1,1,0.341,1,0.5,0.5,0.5,0.5,0.341,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,0.215,1,1,1,1,0.5,0.215,0.215,1,1,1,1,0.5,1,0.215,0,0.5,1,
801,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,0.431,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.431,1,0.431,1,1,1,0.431,1,0.5,0.5,0.5,0.5,0.431,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,1,1,1,1,0.5,0.304,0.304,1,1,1,1,0.5,1,0.304,0.002,0.5,1,
802,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,0.521,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.521,1,0.521,1,1,1,0.521,1,0.5,0.5,0.5,0.5,0.521,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.379,1,1,1,1,0.5,0.379,0.379,1,1,1,1,0.5,1,0.379,0.008,0.5,1,
803,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,0.497,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.497,1,0.497,1,1,1,0.497,1,0.5,0.5,0.5,0.5,0.497,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,0.433,1,1,1,1,0.5,0.433,0.433,1,1,1,1,0.5,1,0.433,0.016,0.5,1,
804,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.44,1,0.44,1,1,1,0.44,1,0.5,0.5,0.5,0.5,0.44,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,0.452,1,1,1,1,0.5,0.452,0.452,1,1,1,1,0.5,1,0.452,0.027,0.5,1,
805,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,0.367,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.367,1,0.367,1,1,1,0.367,1,0.5,0.5,0.5,0.5,0.367,0.007,0.5,0.5,1,1,1,1,1,1,1,1,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.416,1,1,1,1,0.5,0.416,0.416,1,1,1,1,0.5,1,0.416,0.038,0.5,1,
806,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,0.286,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.286,1,0.286,1,1,1,0.286,1,0.5,0.5,0.5,0.5,0.286,0.014,0.5,0.5,1,1,1,1,1,1,1,1,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,0.346,1,1,1,1,0.5,0.346,0.346,1,1,1,1,0.5,1,0.346,0.036,0.5,1,
807,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,0.174,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.174,1,0.174,1,1,1,0.174,1,0.5,0.5,0.5,0.5,0.174,0.026,0.5,0.5,1,1,1,1,1,1,1,1,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,0.231,1,1,1,1,0.5,0.231,0.231,1,1,1,1,0.5,1,0.231,0.016,0.5,1,
808,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.075,1,0.075,1,1,1,0.075,1,0.5,0.5,0.5,0.5,0.075,0.032,0.5,0.5,1,1,1,1,1,1,1,1,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,1,1,1,1,0.5,0.12,0.12,1,1,1,1,0.5,1,0.12,0.008,0.5,1,
809,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.007,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.007,1,0.007,1,1,1,0.007,1,0.5,0.5,0.5,0.5,0.007,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,1,1,1,1,0.5,0.025,0.025,1,1,1,1,0.5,1,0.025,0.009,0.5,1,
810,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.035,0.5,1,
811,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.045,0.5,1,
812,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.013,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.043,0.5,1,
813,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.015,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.025,0.5,1,
814,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.016,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.01,0.5,1,
815,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.012,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.011,0.5,1,
816,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.018,0.5,1,
817,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.018,0.5,1,
818,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.019,0.5,1,
819,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.014,0.5,1,
820,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.008,0.5,1,
821,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.006,0.5,1,
822,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.021,1,0.021,1,1,1,0.021,1,0.5,0.5,0.5,0.5,0.021,0,0.5,0.5,1,1,1,1,1,1,1,1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,1,1,1,1,0.5,0.021,0.021,1,1,1,1,0.5,1,0.021,0.006,0.5,1,
823,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.09,1,0.09,1,1,1,0.09,1,0.5,0.5,0.5,0.5,0.09,0,0.5,0.5,1,1,1,1,1,1,1,1,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,0.149,1,1,1,1,0.5,0.149,0.149,1,1,1,1,0.5,1,0.149,0,0.5,1,
824,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,0.203,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.203,1,0.203,1,1,1,0.203,1,0.5,0.5,0.5,0.5,0.203,0,0.5,0.5,1,1,1,1,1,1,1,1,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,0.308,1,1,1,1,0.5,0.308,0.308,1,1,1,1,0.5,1,0.308,0,0.5,1,
825,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,0.302,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.302,1,0.302,1,1,1,0.302,1,0.5,0.5,0.5,0.5,0.302,0,0.5,0.5,1,1,1,1,1,1,1,1,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,1,1,1,1,0.5,0.435,0.435,1,1,1,1,0.5,1,0.435,0,0.5,1,
826,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,0.361,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.361,1,0.361,1,1,1,0.361,1,0.5,0.5,0.5,0.5,0.361,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,1,1,1,1,0.5,0.537,0.537,1,1,1,1,0.5,1,0.537,0.001,0.5,1,
827,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,0.347,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.347,1,0.347,1,1,1,0.347,1,0.5,0.5,0.5,0.5,0.347,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,0.597,1,1,1,1,0.5,0.597,0.597,1,1,1,1,0.5,1,0.597,0.002,0.5,1,
828,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,0.295,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.295,1,0.295,1,1,1,0.295,1,0.5,0.5,0.5,0.5,0.295,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,1,1,1,1,0.5,0.61,0.61,1,1,1,1,0.5,1,0.61,0.003,0.5,1,
829,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,0.229,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.229,1,0.229,1,1,1,0.229,1,0.5,0.5,0.5,0.5,0.229,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,0.571,1,1,1,1,0.5,0.571,0.571,1,1,1,1,0.5,1,0.571,0.008,0.5,1,
830,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,0.164,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.164,1,0.164,1,1,1,0.164,1,0.5,0.5,0.5,0.5,0.164,0.001,0.5,0.5,1,1,1,1,1,1,1,1,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,0.481,1,1,1,1,0.5,0.481,0.481,1,1,1,1,0.5,1,0.481,0.011,0.5,1,
831,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,0.097,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.097,1,0.097,1,1,1,0.097,1,0.5,0.5,0.5,0.5,0.097,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.351,0.351,0.351,0.351,0.351,0.351,0.351,0.351,0.351,1,1,1,1,0.5,0.351,0.351,1,1,1,1,0.5,1,0.351,0.006,0.5,1,
832,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.038,1,0.038,1,1,1,0.038,1,0.5,0.5,0.5,0.5,0.038,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,0.194,1,1,1,1,0.5,0.194,0.194,1,1,1,1,0.5,1,0.194,0,0.5,1,
833,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0.002,1,0.002,1,1,1,0.002,1,0.5,0.5,0.5,0.5,0.002,0.002,0.5,0.5,1,1,1,1,1,1,1,1,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.046,1,1,1,1,0.5,0.046,0.046,1,1,1,1,0.5,1,0.046,0,0.5,1,
834,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.007,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.001,0.5,1,
835,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.019,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.007,0.5,1,
836,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.026,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.016,0.5,1,
837,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.021,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.02,0.5,1,
838,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.009,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.021,0.5,1,
839,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.004,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.025,0.5,1,
840,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.003,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.022,0.5,1,
841,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,1,0.5,1,0.5,1,0,1,0,1,1,1,0,1,0.5,0.5,0.5,0.5,0,0.026,0.5,0.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,0,0,1,1,1,1,0.5,1,0,0.048,0.5,1,
