r_id,pltd_poka,pltmg_ambon_peaker,lmvpp_ambon,pltd_hative_kecil,pltd_masohi,pltmg_seram,pltd_namlea,pltd_mako,pltmg_langgur,pltd_masohi,pltmg_ambon_2,pltmg_mpp_sambelia,pltp_tueihu,plt_ebt_base_ambon,pltmg_buia,plts_buia,plts_buia,pltmg_nambea,pltmg_namrole,plts_namlea,pltbio_namlea,plta_wai_tina,pltp_buru,pltmg_dobo,pltbio_dobo_2,plts_lisdes,plts_dedieselisasi,plts_lisdes,plts_lisded,pltmg_masela,plts_saparua_2,pltmg_saumlaki,pltbio_saumlaki_2,pltmg_seram_2,pltm_nua_masohi,pltm_seram,pltm_wae_maia,plta_wai_tala,pltbio_seram,pltmg_seram_utara,pltbio_langgur_2,maluku_solar_potential_ruen,maluku_wind_potential_ruen,maluku_geothermal_potential_ruen,maluku_hydropower_potential_ruen,maluku_hydropower_mini_potential_ruen,maluku_biomass_potential_ruen,maluku_biogas_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.539,1,1,1,1,1,0.5,1,1,1,0.539,0.539,0.539,0.539,1,0.539,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.539,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.551,1,1,1,1,1,0.5,1,1,1,0.551,0.551,0.551,0.551,1,0.551,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.551,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.529,1,1,1,1,1,0.5,1,1,1,0.529,0.529,0.529,0.529,1,0.529,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.529,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.469,1,1,1,1,1,0.5,1,1,1,0.469,0.469,0.469,0.469,1,0.469,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.469,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
663,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.341,1,1,1,1,1,0.5,1,1,1,0.341,0.341,0.341,0.341,1,0.341,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.341,0.009,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
664,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.197,1,1,1,1,1,0.5,1,1,1,0.197,0.197,0.197,0.197,1,0.197,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.197,0.011,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.073,1,1,1,1,1,0.5,1,1,1,0.073,0.073,0.073,0.073,1,0.073,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.073,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,1,1,1,1,1,0.5,1,1,1,0.002,0.002,0.002,0.002,1,0.002,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.002,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
673,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.023,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.047,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.06,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.06,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.045,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.027,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.057,1,1,1,1,1,0.5,1,1,1,0.057,0.057,0.057,0.057,1,0.057,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.057,0.009,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.133,1,1,1,1,1,0.5,1,1,1,0.133,0.133,0.133,0.133,1,0.133,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.133,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
681,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.221,1,1,1,1,1,0.5,1,1,1,0.221,0.221,0.221,0.221,1,0.221,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.221,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.31,1,1,1,1,1,0.5,1,1,1,0.31,0.31,0.31,0.31,1,0.31,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.31,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.384,1,1,1,1,1,0.5,1,1,1,0.384,0.384,0.384,0.384,1,0.384,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.384,0.011,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.397,1,1,1,1,1,0.5,1,1,1,0.397,0.397,0.397,0.397,1,0.397,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.397,0.01,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.358,1,1,1,1,1,0.5,1,1,1,0.358,0.358,0.358,0.358,1,0.358,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.358,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
686,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.293,1,1,1,1,1,0.5,1,1,1,0.293,0.293,0.293,0.293,1,0.293,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.293,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
687,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.238,1,1,1,1,1,0.5,1,1,1,0.238,0.238,0.238,0.238,1,0.238,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.238,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
688,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.157,1,1,1,1,1,0.5,1,1,1,0.157,0.157,0.157,0.157,1,0.157,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.157,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.064,1,1,1,1,1,0.5,1,1,1,0.064,0.064,0.064,0.064,1,0.064,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.064,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,1,1,1,1,1,0.5,1,1,1,0.002,0.002,0.002,0.002,1,0.002,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.002,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.005,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.021,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.063,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.105,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,1,1,1,1,1,0.5,1,1,1,0.001,0.001,0.001,0.001,1,0.001,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.001,0.104,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.058,1,1,1,1,1,0.5,1,1,1,0.058,0.058,0.058,0.058,1,0.058,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.058,0.086,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.157,1,1,1,1,1,0.5,1,1,1,0.157,0.157,0.157,0.157,1,0.157,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.157,0.056,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.274,1,1,1,1,1,0.5,1,1,1,0.274,0.274,0.274,0.274,1,0.274,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.274,0.046,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.394,1,1,1,1,1,0.5,1,1,1,0.394,0.394,0.394,0.394,1,0.394,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.394,0.029,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
707,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.439,1,1,1,1,1,0.5,1,1,1,0.439,0.439,0.439,0.439,1,0.439,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.439,0.013,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.452,1,1,1,1,1,0.5,1,1,1,0.452,0.452,0.452,0.452,1,0.452,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.452,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.467,1,1,1,1,1,0.5,1,1,1,0.467,0.467,0.467,0.467,1,0.467,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.467,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.422,1,1,1,1,1,0.5,1,1,1,0.422,0.422,0.422,0.422,1,0.422,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.422,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.343,1,1,1,1,1,0.5,1,1,1,0.343,0.343,0.343,0.343,1,0.343,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.343,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.232,1,1,1,1,1,0.5,1,1,1,0.232,0.232,0.232,0.232,1,0.232,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.232,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.098,1,1,1,1,1,0.5,1,1,1,0.098,0.098,0.098,0.098,1,0.098,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.098,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
714,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.005,1,1,1,1,1,0.5,1,1,1,0.005,0.005,0.005,0.005,1,0.005,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.005,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.004,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.004,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
723,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,1,1,1,1,1,0.5,1,1,1,0.001,0.001,0.001,0.001,1,0.001,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.001,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.069,1,1,1,1,1,0.5,1,1,1,0.069,0.069,0.069,0.069,1,0.069,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.069,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.195,1,1,1,1,1,0.5,1,1,1,0.195,0.195,0.195,0.195,1,0.195,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.195,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.314,1,1,1,1,1,0.5,1,1,1,0.314,0.314,0.314,0.314,1,0.314,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.314,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.448,1,1,1,1,1,0.5,1,1,1,0.448,0.448,0.448,0.448,1,0.448,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.448,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.509,1,1,1,1,1,0.5,1,1,1,0.509,0.509,0.509,0.509,1,0.509,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.509,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.462,1,1,1,1,1,0.5,1,1,1,0.462,0.462,0.462,0.462,1,0.462,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.462,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.365,1,1,1,1,1,0.5,1,1,1,0.365,0.365,0.365,0.365,1,0.365,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.365,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.27,1,1,1,1,1,0.5,1,1,1,0.27,0.27,0.27,0.27,1,0.27,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.27,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.179,1,1,1,1,1,0.5,1,1,1,0.179,0.179,0.179,0.179,1,0.179,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.179,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.108,1,1,1,1,1,0.5,1,1,1,0.108,0.108,0.108,0.108,1,0.108,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.108,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.042,1,1,1,1,1,0.5,1,1,1,0.042,0.042,0.042,0.042,1,0.042,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.042,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,1,1,1,1,1,0.5,1,1,1,0.001,0.001,0.001,0.001,1,0.001,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.001,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.004,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.009,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.021,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.033,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.041,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.048,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.045,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
