r_id,pltd_poka,pltmg_ambon_peaker,lmvpp_ambon,pltd_hative_kecil,pltd_masohi,pltmg_seram,pltd_namlea,pltd_mako,pltmg_langgur,pltd_masohi,pltmg_ambon_2,pltmg_mpp_sambelia,pltp_tueihu,plt_ebt_base_ambon,pltmg_buia,plts_buia,plts_buia,pltmg_nambea,pltmg_namrole,plts_namlea,pltbio_namlea,plta_wai_tina,pltp_buru,pltmg_dobo,pltbio_dobo_2,plts_lisdes,plts_dedieselisasi,plts_lisdes,plts_lisded,pltmg_masela,plts_saparua_2,pltmg_saumlaki,pltbio_saumlaki_2,pltmg_seram_2,pltm_nua_masohi,pltm_seram,pltm_wae_maia,plta_wai_tala,pltbio_seram,pltmg_seram_utara,pltbio_langgur_2,maluku_solar_potential_ruen,maluku_wind_potential_ruen,maluku_geothermal_potential_ruen,maluku_hydropower_potential_ruen,maluku_hydropower_mini_potential_ruen,maluku_biomass_potential_ruen,maluku_biogas_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.242,1,1,1,1,1,0.5,1,1,1,0.242,0.242,0.242,0.242,1,0.242,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.242,0.017,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.253,1,1,1,1,1,0.5,1,1,1,0.253,0.253,0.253,0.253,1,0.253,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.253,0.018,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,0.5,1,1,1,0.25,0.25,0.25,0.25,1,0.25,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.25,0.017,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.269,1,1,1,1,1,0.5,1,1,1,0.269,0.269,0.269,0.269,1,0.269,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.269,0.029,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,1,1,1,1,1,0.5,1,1,1,0.25,0.25,0.25,0.25,1,0.25,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.25,0.046,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.224,1,1,1,1,1,0.5,1,1,1,0.224,0.224,0.224,0.224,1,0.224,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.224,0.054,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.138,1,1,1,1,1,0.5,1,1,1,0.138,0.138,0.138,0.138,1,0.138,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.138,0.047,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09,1,1,1,1,1,0.5,1,1,1,0.09,0.09,0.09,0.09,1,0.09,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.09,0.042,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03,1,1,1,1,1,0.5,1,1,1,0.03,0.03,0.03,0.03,1,0.03,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.03,0.042,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.05,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.06,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.058,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.06,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.058,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.063,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.071,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.072,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.068,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.065,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.071,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.09,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.094,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034,1,1,1,1,1,0.5,1,1,1,0.034,0.034,0.034,0.034,1,0.034,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.034,0.091,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.112,1,1,1,1,1,0.5,1,1,1,0.112,0.112,0.112,0.112,1,0.112,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.112,0.076,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.185,1,1,1,1,1,0.5,1,1,1,0.185,0.185,0.185,0.185,1,0.185,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.185,0.094,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.253,1,1,1,1,1,0.5,1,1,1,0.253,0.253,0.253,0.253,1,0.253,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.253,0.126,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.292,1,1,1,1,1,0.5,1,1,1,0.292,0.292,0.292,0.292,1,0.292,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.292,0.123,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.331,1,1,1,1,1,0.5,1,1,1,0.331,0.331,0.331,0.331,1,0.331,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.331,0.123,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.353,1,1,1,1,1,0.5,1,1,1,0.353,0.353,0.353,0.353,1,0.353,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.353,0.111,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.349,1,1,1,1,1,0.5,1,1,1,0.349,0.349,0.349,0.349,1,0.349,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.349,0.107,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3,1,1,1,1,1,0.5,1,1,1,0.3,0.3,0.3,0.3,1,0.3,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.3,0.104,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.192,1,1,1,1,1,0.5,1,1,1,0.192,0.192,0.192,0.192,1,0.192,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.192,0.079,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.062,1,1,1,1,1,0.5,1,1,1,0.062,0.062,0.062,0.062,1,0.062,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.062,0.059,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.054,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.055,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.037,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.018,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.008,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.014,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.054,1,1,1,1,1,0.5,1,1,1,0.054,0.054,0.054,0.054,1,0.054,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.054,0.023,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.147,1,1,1,1,1,0.5,1,1,1,0.147,0.147,0.147,0.147,1,0.147,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.147,0.008,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.241,1,1,1,1,1,0.5,1,1,1,0.241,0.241,0.241,0.241,1,0.241,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.241,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.325,1,1,1,1,1,0.5,1,1,1,0.325,0.325,0.325,0.325,1,0.325,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.325,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.437,1,1,1,1,1,0.5,1,1,1,0.437,0.437,0.437,0.437,1,0.437,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.437,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.479,1,1,1,1,1,0.5,1,1,1,0.479,0.479,0.479,0.479,1,0.479,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.479,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.438,1,1,1,1,1,0.5,1,1,1,0.438,0.438,0.438,0.438,1,0.438,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.438,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.339,1,1,1,1,1,0.5,1,1,1,0.339,0.339,0.339,0.339,1,0.339,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.339,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.176,1,1,1,1,1,0.5,1,1,1,0.176,0.176,0.176,0.176,1,0.176,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.176,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.106,1,1,1,1,1,0.5,1,1,1,0.106,0.106,0.106,0.106,1,0.106,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.106,0.005,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.034,1,1,1,1,1,0.5,1,1,1,0.034,0.034,0.034,0.034,1,0.034,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.034,0.006,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.012,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.026,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.047,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.042,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.023,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.01,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.002,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.003,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.008,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.012,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.015,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.028,1,1,1,1,1,0.5,1,1,1,0.028,0.028,0.028,0.028,1,0.028,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.028,0.021,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.118,1,1,1,1,1,0.5,1,1,1,0.118,0.118,0.118,0.118,1,0.118,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.118,0.011,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.197,1,1,1,1,1,0.5,1,1,1,0.197,0.197,0.197,0.197,1,0.197,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.197,0.005,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.252,1,1,1,1,1,0.5,1,1,1,0.252,0.252,0.252,0.252,1,0.252,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.252,0.005,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.285,1,1,1,1,1,0.5,1,1,1,0.285,0.285,0.285,0.285,1,0.285,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.285,0.008,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.289,1,1,1,1,1,0.5,1,1,1,0.289,0.289,0.289,0.289,1,0.289,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.289,0.009,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.272,1,1,1,1,1,0.5,1,1,1,0.272,0.272,0.272,0.272,1,0.272,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.272,0.013,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.236,1,1,1,1,1,0.5,1,1,1,0.236,0.236,0.236,0.236,1,0.236,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.236,0.013,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.171,1,1,1,1,1,0.5,1,1,1,0.171,0.171,0.171,0.171,1,0.171,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.171,0.01,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.097,1,1,1,1,1,0.5,1,1,1,0.097,0.097,0.097,0.097,1,0.097,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.097,0.009,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.029,1,1,1,1,1,0.5,1,1,1,0.029,0.029,0.029,0.029,1,0.029,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0.029,0.017,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.033,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.051,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.071,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.085,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.112,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.13,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,0,0,0,0,1,0,1,1,1,0.5,0.5,0.5,0.5,1,1,1,0,0.001,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
