r_id,jinchuan_group_wprka_power_station_unit_1,jinchuan_group_wprka_power_station_unit_2,jinchuan_group_wprka_power_station_unit_3,xinxing_ductile_iron_pipes_power_station_unit_1,xinxing_ductile_iron_pipes_power_station_unit_2,xinxing_ductile_iron_pipes_power_station_unit_3,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_geothermal,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_solar,xinxing_ductile_iron_pipes_power_station_wind,xinxing_ductile_iron_pipes_power_station_wind,xinxing_ductile_iron_pipes_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_1,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_2,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_3,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_ii_unit_4,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_1,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_2,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_i_unit_3,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_5,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_6,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_7,pt_halmahera_persada_lygend_nickel_smelter_power_station_phase_iii_unit_8,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_geothermal,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_solar,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,pt_halmahera_persada_lygend_nickel_smelter_power_station_wind,weda_bay_power_station_unit_1314,weda_bay_power_station_unit_1315,weda_bay_power_station_unit_1,weda_bay_power_station_unit_2,weda_bay_power_station_unit_3,weda_bay_power_station_unit_4,weda_bay_power_station_unit_9,weda_bay_power_station_unit_5,weda_bay_power_station_unit_6,weda_bay_power_station_unit_7,weda_bay_power_station_unit_8,weda_bay_power_station_unit_10,weda_bay_power_station_unit_11,weda_bay_power_station_unit_12,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_geothermal,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar,weda_bay_power_station_solar
646,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.015,0.015,0.015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.015,0.015,0.015,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
647,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.01,0.01,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.01,0.01,0.01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
648,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
649,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
650,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.007,0.007,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.007,0.007,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
651,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
652,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
653,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
654,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.002,0.002,0.002,0.002,0.002
655,1,1,1,1,1,1,1,1,1,1,1,0.068,0.068,0.068,0.068,0.068,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.068,0.068,0.068,0.068,0.068,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.068,0.068,0.068,0.068,0.068
656,1,1,1,1,1,1,1,1,1,1,1,0.168,0.168,0.168,0.168,0.168,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.168,0.168,0.168,0.168,0.168,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.168,0.168,0.168,0.168,0.168
657,1,1,1,1,1,1,1,1,1,1,1,0.27,0.27,0.27,0.27,0.27,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.27,0.27,0.27,0.27,0.27,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.27,0.27,0.27,0.27,0.27
658,1,1,1,1,1,1,1,1,1,1,1,0.35,0.35,0.35,0.35,0.35,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.35,0.35,0.35,0.35,0.35,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.35,0.35,0.35,0.35,0.35
659,1,1,1,1,1,1,1,1,1,1,1,0.416,0.416,0.416,0.416,0.416,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.416,0.416,0.416,0.416,0.416,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.416,0.416,0.416,0.416,0.416
660,1,1,1,1,1,1,1,1,1,1,1,0.431,0.431,0.431,0.431,0.431,0.027,0.027,0.027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.431,0.431,0.431,0.431,0.431,0.027,0.027,0.027,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.431,0.431,0.431,0.431,0.431
661,1,1,1,1,1,1,1,1,1,1,1,0.402,0.402,0.402,0.402,0.402,0.053,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.402,0.402,0.402,0.402,0.402,0.053,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.402,0.402,0.402,0.402,0.402
662,1,1,1,1,1,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,0.069,0.069,0.069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319,0.069,0.069,0.069,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.319,0.319,0.319,0.319,0.319
663,1,1,1,1,1,1,1,1,1,1,1,0.206,0.206,0.206,0.206,0.206,0.072,0.072,0.072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.206,0.206,0.206,0.206,0.206,0.072,0.072,0.072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.206,0.206,0.206,0.206,0.206
664,1,1,1,1,1,1,1,1,1,1,1,0.111,0.111,0.111,0.111,0.111,0.061,0.061,0.061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.111,0.111,0.111,0.111,0.111,0.061,0.061,0.061,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.111,0.111,0.111,0.111,0.111
665,1,1,1,1,1,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,0.049,0.049,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039,0.049,0.049,0.049,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.039,0.039,0.039,0.039,0.039
666,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.042,0.042,0.042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.042,0.042,0.042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
667,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.038,0.038,0.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.038,0.038,0.038,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
668,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032,0.032,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032,0.032,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
669,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032,0.032,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032,0.032,0.032,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
670,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035,0.035,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.035,0.035,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
671,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.037,0.037,0.037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.037,0.037,0.037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
672,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
673,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
674,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
675,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
676,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
677,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
678,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
679,1,1,1,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061,0.017,0.017,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061,0.017,0.017,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061
680,1,1,1,1,1,1,1,1,1,1,1,0.162,0.162,0.162,0.162,0.162,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.162,0.162,0.162,0.162,0.162,0.039,0.039,0.039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.162,0.162,0.162,0.162,0.162
681,1,1,1,1,1,1,1,1,1,1,1,0.259,0.259,0.259,0.259,0.259,0.064,0.064,0.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.259,0.259,0.259,0.259,0.259,0.064,0.064,0.064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.259,0.259,0.259,0.259,0.259
682,1,1,1,1,1,1,1,1,1,1,1,0.278,0.278,0.278,0.278,0.278,0.068,0.068,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.278,0.278,0.278,0.278,0.278,0.068,0.068,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.278,0.278,0.278,0.278,0.278
683,1,1,1,1,1,1,1,1,1,1,1,0.29,0.29,0.29,0.29,0.29,0.041,0.041,0.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.29,0.29,0.29,0.29,0.29,0.041,0.041,0.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.29,0.29,0.29,0.29,0.29
684,1,1,1,1,1,1,1,1,1,1,1,0.292,0.292,0.292,0.292,0.292,0.017,0.017,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.292,0.292,0.292,0.292,0.292,0.017,0.017,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.292,0.292,0.292,0.292,0.292
685,1,1,1,1,1,1,1,1,1,1,1,0.27,0.27,0.27,0.27,0.27,0.019,0.019,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.27,0.27,0.27,0.27,0.27,0.019,0.019,0.019,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.27,0.27,0.27,0.27,0.27
686,1,1,1,1,1,1,1,1,1,1,1,0.232,0.232,0.232,0.232,0.232,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.232,0.232,0.232,0.232,0.232,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.232,0.232,0.232,0.232,0.232
687,1,1,1,1,1,1,1,1,1,1,1,0.168,0.168,0.168,0.168,0.168,0.007,0.007,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.168,0.168,0.168,0.168,0.168,0.007,0.007,0.007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.168,0.168,0.168,0.168,0.168
688,1,1,1,1,1,1,1,1,1,1,1,0.099,0.099,0.099,0.099,0.099,0.018,0.018,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.099,0.099,0.099,0.099,0.099,0.018,0.018,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.099,0.099,0.099,0.099,0.099
689,1,1,1,1,1,1,1,1,1,1,1,0.03,0.03,0.03,0.03,0.03,0.024,0.024,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03,0.03,0.03,0.03,0.03,0.024,0.024,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.03,0.03,0.03,0.03,0.03
690,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.02,0.02,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.02,0.02,0.02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
691,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017,0.017,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.017,0.017,0.017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
692,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.013,0.013,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.013,0.013,0.013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
693,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.009,0.009,0.009,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
694,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.005,0.005,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
695,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
696,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.003,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
697,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.004,0.004,0.004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
698,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
699,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.014,0.014,0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.014,0.014,0.014,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
700,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.024,0.024,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.024,0.024,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
701,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.04,0.04,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.04,0.04,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
702,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.053,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.053,0.053,0.053,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
703,1,1,1,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061,0.05,0.05,0.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061,0.05,0.05,0.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.061,0.061,0.061,0.061,0.061
704,1,1,1,1,1,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,0.035,0.035,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166,0.035,0.035,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.166,0.166,0.166,0.166,0.166
705,1,1,1,1,1,1,1,1,1,1,1,0.276,0.276,0.276,0.276,0.276,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.276,0.276,0.276,0.276,0.276,0.008,0.008,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.276,0.276,0.276,0.276,0.276
706,1,1,1,1,1,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.395,0.395,0.395,0.395,0.395
707,1,1,1,1,1,1,1,1,1,1,1,0.492,0.492,0.492,0.492,0.492,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.492,0.492,0.492,0.492,0.492,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.492,0.492,0.492,0.492,0.492
708,1,1,1,1,1,1,1,1,1,1,1,0.608,0.608,0.608,0.608,0.608,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.608,0.608,0.608,0.608,0.608,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.608,0.608,0.608,0.608,0.608
709,1,1,1,1,1,1,1,1,1,1,1,0.622,0.622,0.622,0.622,0.622,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.622,0.622,0.622,0.622,0.622,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.622,0.622,0.622,0.622,0.622
710,1,1,1,1,1,1,1,1,1,1,1,0.578,0.578,0.578,0.578,0.578,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.578,0.578,0.578,0.578,0.578,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.578,0.578,0.578,0.578,0.578
711,1,1,1,1,1,1,1,1,1,1,1,0.45,0.45,0.45,0.45,0.45,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45,0.45,0.45,0.45,0.45,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.45,0.45,0.45,0.45,0.45
712,1,1,1,1,1,1,1,1,1,1,1,0.266,0.266,0.266,0.266,0.266,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.266,0.266,0.266,0.266,0.266,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.266,0.266,0.266,0.266,0.266
713,1,1,1,1,1,1,1,1,1,1,1,0.095,0.095,0.095,0.095,0.095,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.095,0.095,0.095,0.095,0.095,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.095,0.095,0.095,0.095,0.095
714,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.001,0.001,0.001,0.001,0.001
715,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.002,0.002,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
716,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.006,0.006,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.006,0.006,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
717,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.024,0.024,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.024,0.024,0.024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
718,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.048,0.048,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.048,0.048,0.048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
719,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068,0.068,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.068,0.068,0.068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
720,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.071,0.071,0.071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
721,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.058,0.058,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.058,0.058,0.058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
722,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.04,0.04,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.04,0.04,0.04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
