r_id,pltu_kalbar_1,pltu_p_baru_ftp_2,pltu_sintang,mpp_kalbar,pltu_ipp_ketapang,pltu_ketapang,kalbar_1,kalbarpontianak_relokasi_,khatulistiwa_kuota_tersebar,lisdes_kalbar,air_upas,kendawangan,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,nanga_tayap,dedieselisasi,sei_melayu,khatulistiwa_kuota_tersebar,khatulistiwa_kuota_tersebar,lisdes_kalbar,kalbar,khatulistiwa_kuota_tersebar,pantai_kurakura_ftp_1,parit_baru_ftpi,dedieselisasi,tepuai,khatulistiwa_kuota_tersebar,kalbar,nanga_pinoh,pltu_kalsel_ftp2,pltbg_sukadamai,plta_riam_kanan,pltg_trisakti,pltd_trisakti,pltu_asam_asam_ftp_1_34,pltu_asam_asam_12,kalsel_kuota_tersebar,kalselteng_2,dedieselisasi,kaisel_relokasi_,tanah_laut,kotabaru,dedieselisasi,kaisel_1,pltmg_bangkanai_ftp2,pltu_kalselteng_1,pltd_sampit,pltu_pangkalan_bun,pltu_pulang_pisau_ftp_1,bangkanai_ftp2,dedieselisasi,kalteng_relokasi_,lisdes_kalteng,dedieselisasi,sampit,pltg_samberag,pltu_tj_redep_,pltmg_bontang,pltu_kaltim_ftp_2,pltg_katlim_peaking,mpp_kaltim_,pltgu_tanjung_batu,pltu_embalut_eksp,pltu_kaltlim_4,pltu_katlim_mt,pltg_senipah,pltg_senipah_st,pltu_kaltimteluk_balikpapan_ftp_1,lisdes_kaltim,lisdes_kaltim,dedieselisasi,kaltim_peaker_2,lisdes_kaltim,plth_kaltim_peaker_2,tanah_grogot,lisdes_kaltim,kalseltengtimra_kuota_tersebar,kalseltengtimra_kuota_tersebar,kelai,lambakan,kaltim_add_on_blok_2,tabang,pltd_malinau,pltd_tidang_pale,pltu_malinau,pltd_bulungan,pltmg_tj_selor,lisdes_kaltara,malinau,nunukan_2,tanjung_selor,bunyu,lisdes_kaltara,dedieselisasi,lisdes_kaltara,kalseltengtimr_a_kuota_tersebar,lisdes_kaltara,kalseltengtimra_kuota_tersebar,kalseltengtimr_a_kuota_tersebar,sei_menggaris,kalseltengtimra_kuota_tersebar,sesayap,kaltimra,kaltimra,kaltimra_eks_tarakan,plta_kalseltengtimra_kuota_tersebar,plta_kalseltengtimra_kuota_tersebar,plta_muara_juloi,plta_muara_juloi,west_kalimantan_geothermal_potential_ruen,south_kalimantan_geothermal_potential_ruen,central_kalimantan_geothermal_potential_ruen,east_kalimantan_geothermal_potential_ruen,north_kalimantan_geothermal_potential_ruen,west_kalimantan_hydropower_potential_ruen,south_kalimantan_hydropower_potential_ruen,central_kalimantan_hydropower_potential_ruen,east_kalimantan_hydropower_potential_ruen,north_kalimantan_hydropower_potential_ruen,west_kalimantan_hydropower_mini_potential_ruen,south_kalimantan_hydropower_mini_potential_ruen,central_kalimantan_hydropower_mini_potential_ruen,east_kalimantan_hydropower_mini_potential_ruen,north_kalimantan_hydropower_mini_potential_ruen,west_kalimantan_biomass_potential_ruen,south_kalimantan_biomass_potential_ruen,central_kalimantan_biomass_potential_ruen,east_kalimantan_biomass_potential_ruen,north_kalimantan_biomass_potential_ruen,west_kalimantan_biogas_potential_ruen,south_kalimantan_biogas_potential_ruen,central_kalimantan_biogas_potential_ruen,east_kalimantan_biogas_potential_ruen,north_kalimantan_biogas_potential_ruen,west_kalimantan_solar_potential_ruen,south_kalimantan_solar_potential_ruen,central_kalimantan_solar_potential_ruen,east_kalimantan_solar_potential_ruen,north_kalimantan_solar_potential_ruen,west_kalimantan_wind_potential_ruen,south_kalimantan_wind_potential_ruen,central_kalimantan_wind_potential_ruen,east_kalimantan_wind_potential_ruen,north_kalimantan_wind_potential_ruen,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4,gas_candidate_1,gas_candidate_2,gas_candidate_3,gas_candidate_4,ccgt_candidate_1,ccgt_candidate_2,ccgt_candidate_3,ccgt_candidate_4,diesel_candidate_1,diesel_candidate_2,diesel_candidate_3,diesel_candidate_4
805,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.027,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.032,0.027,0,0.047,0.03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
806,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.04,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.037,0.04,0.001,0.028,0.025,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
807,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.058,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.04,0.058,0.01,0.019,0.018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
808,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.057,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.051,0.057,0.041,0.015,0.008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.05,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.069,0.05,0.069,0.017,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
810,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.045,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.085,0.045,0.068,0.021,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
811,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.045,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.092,0.045,0.063,0.028,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
812,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.05,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.098,0.05,0.038,0.025,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
813,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.045,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.087,0.045,0.002,0.011,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
814,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0,1,0,1,0.035,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0.034,0.035,0.002,0.004,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
815,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0.5,1,0,0,0.5,1,1,0,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.002,1,0.002,1,0.026,1,0.002,1,1,1,1,1,1,1,0.003,1,0.003,0.003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.003,0.003,0.003,1,0.003,0.003,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.009,0.009,0.009,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0,0.002,0.003,0.003,0.009,0.026,0.026,0.018,0.007,0.006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
816,1,1,1,1,1,1,1,1,1,0.062,1,1,1,1,1,1,1,1,0.062,1,0.062,1,0.5,1,0.062,0.062,0.5,1,1,0.062,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.051,1,0.051,1,0.015,1,0.051,1,1,1,1,1,1,1,0.09,1,0.09,0.09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.062,0.062,0.062,1,0.062,0.062,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.098,0.098,0.098,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.062,0.051,0.09,0.062,0.098,0.029,0.015,0.018,0.006,0.002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
817,1,1,1,1,1,1,1,1,1,0.166,1,1,1,1,1,1,1,1,0.166,1,0.166,1,0.5,1,0.166,0.166,0.5,1,1,0.166,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.129,1,0.129,1,0.004,1,0.129,1,1,1,1,1,1,1,0.213,1,0.213,0.213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.151,0.151,0.151,1,0.151,0.151,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.212,0.212,0.212,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.166,0.129,0.213,0.151,0.212,0.001,0.004,0.006,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
818,1,1,1,1,1,1,1,1,1,0.264,1,1,1,1,1,1,1,1,0.264,1,0.264,1,0.5,1,0.264,0.264,0.5,1,1,0.264,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.198,1,0.198,1,0.001,1,0.198,1,1,1,1,1,1,1,0.313,1,0.313,0.313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.265,0.265,0.265,1,0.265,0.265,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.338,0.338,0.338,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.264,0.198,0.313,0.265,0.338,0.011,0.001,0.003,0.001,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
819,1,1,1,1,1,1,1,1,1,0.347,1,1,1,1,1,1,1,1,0.347,1,0.347,1,0.5,1,0.347,0.347,0.5,1,1,0.347,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.238,1,0.238,1,0.001,1,0.238,1,1,1,1,1,1,1,0.361,1,0.361,0.361,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.351,0.351,0.351,1,0.351,0.351,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.427,0.427,0.427,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.347,0.238,0.361,0.351,0.427,0.045,0.001,0.001,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
820,1,1,1,1,1,1,1,1,1,0.402,1,1,1,1,1,1,1,1,0.402,1,0.402,1,0.5,1,0.402,0.402,0.5,1,1,0.402,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.26,1,0.26,1,0.001,1,0.26,1,1,1,1,1,1,1,0.426,1,0.426,0.426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.411,0.411,0.411,1,0.411,0.411,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.503,0.503,0.503,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.402,0.26,0.426,0.411,0.503,0.047,0.001,0,0,0.005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
821,1,1,1,1,1,1,1,1,1,0.436,1,1,1,1,1,1,1,1,0.436,1,0.436,1,0.5,1,0.436,0.436,0.5,1,1,0.436,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.268,1,0.268,1,0.001,1,0.268,1,1,1,1,1,1,1,0.474,1,0.474,0.474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.456,0.456,0.456,1,0.456,0.456,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.573,0.573,0.573,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.436,0.268,0.474,0.456,0.573,0.035,0.001,0,0.001,0.028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
822,1,1,1,1,1,1,1,1,1,0.441,1,1,1,1,1,1,1,1,0.441,1,0.441,1,0.5,1,0.441,0.441,0.5,1,1,0.441,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.277,1,0.277,1,0.002,1,0.277,1,1,1,1,1,1,1,0.449,1,0.449,0.449,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.445,0.445,0.445,1,0.445,0.445,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.595,0.595,0.595,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.441,0.277,0.449,0.445,0.595,0.029,0.002,0,0.003,0.071,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
823,1,1,1,1,1,1,1,1,1,0.403,1,1,1,1,1,1,1,1,0.403,1,0.403,1,0.5,1,0.403,0.403,0.5,1,1,0.403,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.243,1,0.243,1,0.003,1,0.243,1,1,1,1,1,1,1,0.379,1,0.379,0.379,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.387,0.387,0.387,1,0.387,0.387,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.529,0.529,0.529,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.403,0.243,0.379,0.387,0.529,0.024,0.003,0,0.012,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
824,1,1,1,1,1,1,1,1,1,0.318,1,1,1,1,1,1,1,1,0.318,1,0.318,1,0.5,1,0.318,0.318,0.5,1,1,0.318,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.183,1,0.183,1,0.002,1,0.183,1,1,1,1,1,1,1,0.266,1,0.266,0.266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.254,0.254,0.254,1,0.254,0.254,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.379,0.379,0.379,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.318,0.183,0.266,0.254,0.379,0.01,0.002,0,0.026,0.093,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
825,1,1,1,1,1,1,1,1,1,0.213,1,1,1,1,1,1,1,1,0.213,1,0.213,1,0.5,1,0.213,0.213,0.5,1,1,0.213,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.11,1,0.11,1,0,1,0.11,1,1,1,1,1,1,1,0.144,1,0.144,0.144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.128,0.128,0.128,1,0.128,0.128,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.238,0.238,0.238,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.213,0.11,0.144,0.128,0.238,0.001,0,0,0.025,0.057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
826,1,1,1,1,1,1,1,1,1,0.093,1,1,1,1,1,1,1,1,0.093,1,0.093,1,0.5,1,0.093,0.093,0.5,1,1,0.093,0.5,1,0.5,0.5,1,1,0.5,1,1,1,1,0.035,1,0.035,1,0,1,0.035,1,1,1,1,1,1,1,0.041,1,0.041,0.041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.033,0.033,0.033,1,0.033,0.033,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,0.077,0.077,0.077,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.093,0.035,0.041,0.033,0.077,0,0,0,0.01,0.035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
