Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5
,,,,,,,,,89,6,14,17,2023-06-14T15:40:00+08:00,885,972,468,1550,317
,,,,,,,,,90,6,14,18,2023-06-14T16:40:00+08:00,891,979,471,1561,318
,,,,,,,,,91,6,14,19,2023-06-14T17:40:00+08:00,845,928,447,1480,302
,,,,,,,,,92,6,14,20,2023-06-14T18:40:00+08:00,823,905,437,1442,294
,,,,,,,,,93,6,14,21,2023-06-14T19:40:00+08:00,877,963,464,1536,313
,,,,,,,,,94,6,14,22,2023-06-14T20:40:00+08:00,889,977,470,1558,318
,,,,,,,,,95,6,14,23,2023-06-14T21:40:00+08:00,872,957,462,1526,312
,,,,,,,,,96,6,14,24,2023-06-14T22:40:00+08:00,850,933,450,1488,303
,,,,,,,,,97,6,15,1,2023-06-14T23:40:00+08:00,810,889,428,1418,289
,,,,,,,,,98,6,15,2,2023-06-15T00:40:00+08:00,768,843,407,1345,274
,,,,,,,,,99,6,15,3,2023-06-15T01:40:00+08:00,735,808,390,1288,263
,,,,,,,,,100,6,15,4,2023-06-15T02:40:00+08:00,709,777,375,1240,252
,,,,,,,,,101,6,15,5,2023-06-15T03:40:00+08:00,689,756,365,1207,246
,,,,,,,,,102,6,15,6,2023-06-15T04:40:00+08:00,672,738,355,1176,240
,,,,,,,,,103,6,15,7,2023-06-15T05:40:00+08:00,672,738,355,1176,240
,,,,,,,,,104,6,15,8,2023-06-15T06:40:00+08:00,684,752,363,1198,244
,,,,,,,,,105,6,15,9,2023-06-15T07:40:00+08:00,676,742,358,1185,242
,,,,,,,,,106,6,15,10,2023-06-15T08:40:00+08:00,755,829,400,1322,270
,,,,,,,,,107,6,15,11,2023-06-15T09:40:00+08:00,798,876,423,1397,284
,,,,,,,,,108,6,15,12,2023-06-15T10:40:00+08:00,833,914,441,1458,298
,,,,,,,,,109,6,15,13,2023-06-15T11:40:00+08:00,846,929,448,1481,302
,,,,,,,,,110,6,15,14,2023-06-15T12:40:00+08:00,829,910,439,1451,296
,,,,,,,,,111,6,15,15,2023-06-15T13:40:00+08:00,862,946,457,1509,308
,,,,,,,,,112,6,15,16,2023-06-15T14:40:00+08:00,893,981,472,1564,319
,,,,,,,,,113,6,15,17,2023-06-15T15:40:00+08:00,910,999,482,1594,325
,,,,,,,,,114,6,15,18,2023-06-15T16:40:00+08:00,911,1000,482,1595,325
,,,,,,,,,115,6,15,19,2023-06-15T17:40:00+08:00,857,942,455,1502,306
,,,,,,,,,116,6,15,20,2023-06-15T18:40:00+08:00,831,912,440,1455,296
,,,,,,,,,117,6,15,21,2023-06-15T19:40:00+08:00,888,975,470,1554,317
,,,,,,,,,118,6,15,22,2023-06-15T20:40:00+08:00,899,987,476,1573,320
,,,,,,,,,119,6,15,23,2023-06-15T21:40:00+08:00,877,964,465,1537,313
,,,,,,,,,120,6,15,24,2023-06-15T22:40:00+08:00,865,949,458,1514,308
,,,,,,,,,121,6,16,1,2023-06-15T23:40:00+08:00,830,911,440,1453,296
,,,,,,,,,122,6,16,2,2023-06-16T00:40:00+08:00,784,861,415,1374,280
,,,,,,,,,123,6,16,3,2023-06-16T01:40:00+08:00,750,824,397,1313,268
,,,,,,,,,124,6,16,4,2023-06-16T02:50:00+08:00,720,791,382,1262,257
,,,,,,,,,125,6,16,5,2023-06-16T03:50:00+08:00,699,769,370,1225,250
,,,,,,,,,126,6,16,6,2023-06-16T04:50:00+08:00,684,751,363,1198,244
,,,,,,,,,127,6,16,7,2023-06-16T05:50:00+08:00,683,750,361,1196,244
,,,,,,,,,128,6,16,8,2023-06-16T06:50:00+08:00,683,750,361,1196,244
,,,,,,,,,129,6,16,9,2023-06-16T07:50:00+08:00,683,750,361,1196,244
,,,,,,,,,130,6,16,10,2023-06-16T08:50:00+08:00,756,830,401,1324,270
,,,,,,,,,131,6,16,11,2023-06-16T09:50:00+08:00,802,881,425,1405,287
,,,,,,,,,132,6,16,12,2023-06-16T10:50:00+08:00,831,912,440,1454,296
,,,,,,,,,133,6,16,13,2023-06-16T11:50:00+08:00,842,925,446,1475,301
,,,,,,,,,134,6,16,14,2023-06-16T12:50:00+08:00,829,910,439,1451,296
,,,,,,,,,135,6,16,15,2023-06-16T13:50:00+08:00,847,929,448,1482,302
,,,,,,,,,136,6,16,16,2023-06-16T14:50:00+08:00,889,977,470,1558,318
,,,,,,,,,137,6,16,17,2023-06-16T15:50:00+08:00,902,991,478,1579,322
,,,,,,,,,138,6,16,18,2023-06-16T16:50:00+08:00,901,990,477,1577,321
,,,,,,,,,139,6,16,19,2023-06-16T17:50:00+08:00,850,933,450,1489,303
,,,,,,,,,140,6,16,20,2023-06-16T18:50:00+08:00,823,904,435,1442,294
,,,,,,,,,141,6,16,21,2023-06-16T19:50:00+08:00,885,972,468,1549,315
,,,,,,,,,142,6,16,22,2023-06-16T20:50:00+08:00,889,977,470,1558,318
,,,,,,,,,143,6,16,23,2023-06-16T21:50:00+08:00,873,959,462,1529,312
,,,,,,,,,144,6,16,24,2023-06-16T22:50:00+08:00,857,942,453,1502,306
,,,,,,,,,145,6,17,1,2023-06-16T23:50:00+08:00,834,915,441,1460,298
,,,,,,,,,146,6,17,2,2023-06-17T00:50:00+08:00,790,869,419,1385,282
,,,,,,,,,147,6,17,3,2023-06-17T01:50:00+08:00,764,839,405,1339,273
,,,,,,,,,148,6,17,4,2023-06-17T02:50:00+08:00,735,807,389,1287,263
,,,,,,,,,149,6,17,5,2023-06-17T03:50:00+08:00,712,782,377,1247,255
,,,,,,,,,150,6,17,6,2023-06-17T04:50:00+08:00,689,756,365,1206,246
,,,,,,,,,151,6,17,7,2023-06-17T05:50:00+08:00,681,748,360,1192,243
,,,,,,,,,152,6,17,8,2023-06-17T06:50:00+08:00,672,738,355,1176,240
,,,,,,,,,153,6,17,9,2023-06-17T07:50:00+08:00,644,707,341,1127,230
,,,,,,,,,154,6,17,10,2023-06-17T08:50:00+08:00,695,764,368,1218,249
,,,,,,,,,155,6,17,11,2023-06-17T09:50:00+08:00,736,809,390,1291,263
,,,,,,,,,156,6,17,12,2023-06-17T10:50:00+08:00,769,844,407,1346,275
,,,,,,,,,157,6,17,13,2023-06-17T11:50:00+08:00,773,850,409,1354,276
,,,,,,,,,158,6,17,14,2023-06-17T12:50:00+08:00,762,837,404,1334,273
,,,,,,,,,159,6,17,15,2023-06-17T13:50:00+08:00,783,860,414,1372,280
,,,,,,,,,160,6,17,16,2023-06-17T14:50:00+08:00,796,874,422,1394,284
,,,,,,,,,161,6,17,17,2023-06-17T15:50:00+08:00,808,888,428,1416,289
,,,,,,,,,162,6,17,18,2023-06-17T16:50:00+08:00,805,885,426,1409,288
,,,,,,,,,163,6,17,19,2023-06-17T17:50:00+08:00,783,859,414,1370,280
,,,,,,,,,164,6,17,20,2023-06-17T18:50:00+08:00,783,859,414,1370,280
,,,,,,,,,165,6,17,21,2023-06-17T19:50:00+08:00,840,923,445,1472,300
,,,,,,,,,166,6,17,22,2023-06-17T20:50:00+08:00,842,925,446,1475,301
,,,,,,,,,167,6,17,23,2023-06-17T21:50:00+08:00,831,912,440,1455,296
,,,,,,,,,168,6,17,24,2023-06-17T22:50:00+08:00,817,897,432,1431,292
,,,,,,,,,169,1,15,1,2023-01-14T23:30:00+08:00,734,806,389,1285,262
,,,,,,,,,170,1,15,2,2023-01-15T00:30:00+08:00,698,767,370,1223,250
,,,,,,,,,171,1,15,3,2023-01-15T01:30:00+08:00,672,737,355,1176,239
,,,,,,,,,172,1,15,4,2023-01-15T02:30:00+08:00,645,709,341,1130,231
,,,,,,,,,173,1,15,5,2023-01-15T03:30:00+08:00,625,687,331,1095,224
,,,,,,,,,174,1,15,6,2023-01-15T04:30:00+08:00,606,665,320,1059,217
,,,,,,,,,175,1,15,7,2023-01-15T05:30:00+08:00,602,661,318,1054,215
,,,,,,,,,176,1,15,8,2023-01-15T06:30:00+08:00,609,669,322,1066,218
,,,,,,,,,177,1,15,9,2023-01-15T07:30:00+08:00,584,640,309,1021,208
,,,,,,,,,178,1,15,10,2023-01-15T08:30:00+08:00,586,644,311,1027,209
,,,,,,,,,179,1,15,11,2023-01-15T09:30:00+08:00,609,669,322,1066,218
,,,,,,,,,180,1,15,12,2023-01-15T10:30:00+08:00,638,700,337,1116,227
,,,,,,,,,181,1,15,13,2023-01-15T11:30:00+08:00,648,712,344,1135,231
,,,,,,,,,182,1,15,14,2023-01-15T12:30:00+08:00,647,712,342,1134,231
,,,,,,,,,183,1,15,15,2023-01-15T13:30:00+08:00,654,718,347,1146,233
,,,,,,,,,184,1,15,16,2023-01-15T14:30:00+08:00,667,733,353,1170,238
,,,,,,,,,185,1,15,17,2023-01-15T15:30:00+08:00,672,737,355,1176,239
,,,,,,,,,186,1,15,18,2023-01-15T16:30:00+08:00,680,747,359,1190,243
,,,,,,,,,187,1,15,19,2023-01-15T17:30:00+08:00,666,732,352,1166,238
,,,,,,,,,188,1,15,20,2023-01-15T18:30:00+08:00,667,733,353,1168,238
,,,,,,,,,189,1,15,21,2023-01-15T19:30:00+08:00,733,806,388,1285,262
,,,,,,,,,190,1,15,22,2023-01-15T20:30:00+08:00,750,823,396,1312,268
,,,,,,,,,191,1,15,23,2023-01-15T21:30:00+08:00,746,819,395,1306,267
,,,,,,,,,192,1,15,24,2023-01-15T22:30:00+08:00,730,802,387,1279,261
,,,,,,,,,193,1,16,1,2023-01-15T23:30:00+08:00,706,775,373,1236,252
,,,,,,,,,194,1,16,2,2023-01-16T00:30:00+08:00,663,729,351,1161,237
,,,,,,,,,195,1,16,3,2023-01-16T01:40:00+08:00,637,700,337,1115,227
,,,,,,,,,196,1,16,4,2023-01-16T02:40:00+08:00,612,672,324,1073,219
,,,,,,,,,197,1,16,5,2023-01-16T03:40:00+08:00,603,662,319,1055,215
,,,,,,,,,198,1,16,6,2023-01-16T04:40:00+08:00,587,645,311,1028,209
,,,,,,,,,199,1,16,7,2023-01-16T05:40:00+08:00,598,657,317,1049,214
,,,,,,,,,200,1,16,8,2023-01-16T06:40:00+08:00,627,689,332,1099,224
,,,,,,,,,201,1,16,9,2023-01-16T07:40:00+08:00,632,695,335,1107,226
,,,,,,,,,202,1,16,10,2023-01-16T08:40:00+08:00,718,788,381,1257,256
,,,,,,,,,203,1,16,11,2023-01-16T09:40:00+08:00,767,843,406,1344,274
,,,,,,,,,204,1,16,12,2023-01-16T10:40:00+08:00,794,872,421,1390,283
,,,,,,,,,205,1,16,13,2023-01-16T11:40:00+08:00,805,885,426,1410,288
,,,,,,,,,206,1,16,14,2023-01-16T12:40:00+08:00,781,858,413,1367,278
,,,,,,,,,207,1,16,15,2023-01-16T13:40:00+08:00,812,891,430,1421,290
,,,,,,,,,208,1,16,16,2023-01-16T14:40:00+08:00,843,926,446,1477,301
,,,,,,,,,209,1,16,17,2023-01-16T15:40:00+08:00,848,931,449,1485,302
,,,,,,,,,210,1,16,18,2023-01-16T16:40:00+08:00,850,933,450,1488,303
,,,,,,,,,211,1,16,19,2023-01-16T17:40:00+08:00,802,880,424,1404,287
,,,,,,,,,212,1,16,20,2023-01-16T18:40:00+08:00,773,849,409,1354,276
,,,,,,,,,213,1,16,21,2023-01-16T19:40:00+08:00,829,910,439,1452,296
,,,,,,,,,214,1,16,22,2023-01-16T20:40:00+08:00,829,910,439,1451,296
,,,,,,,,,215,1,16,23,2023-01-16T21:40:00+08:00,808,888,428,1415,288
,,,,,,,,,216,1,16,24,2023-01-16T22:40:00+08:00,783,859,414,1370,280
,,,,,,,,,217,1,17,1,2023-01-16T23:40:00+08:00,745,818,394,1305,265
,,,,,,,,,218,1,17,2,2023-01-17T00:40:00+08:00,703,772,372,1232,251
,,,,,,,,,219,1,17,3,2023-01-17T01:40:00+08:00,667,733,353,1168,238
,,,,,,,,,220,1,17,4,2023-01-17T02:40:00+08:00,647,710,342,1133,231
,,,,,,,,,221,1,17,5,2023-01-17T03:40:00+08:00,627,688,332,1098,224
,,,,,,,,,222,1,17,6,2023-01-17T04:40:00+08:00,616,676,327,1079,220
,,,,,,,,,223,1,17,7,2023-01-17T05:40:00+08:00,621,682,329,1087,221
,,,,,,,,,224,1,17,8,2023-01-17T06:40:00+08:00,644,707,340,1127,230
,,,,,,,,,225,1,17,9,2023-01-17T07:40:00+08:00,638,700,337,1116,227
,,,,,,,,,226,1,17,10,2023-01-17T08:40:00+08:00,712,782,376,1246,253
,,,,,,,,,227,1,17,11,2023-01-17T09:40:00+08:00,753,827,398,1319,269
,,,,,,,,,228,1,17,12,2023-01-17T10:40:00+08:00,777,853,411,1360,277
,,,,,,,,,229,1,17,13,2023-01-17T11:40:00+08:00,785,862,415,1374,281
,,,,,,,,,230,1,17,14,2023-01-17T12:40:00+08:00,760,834,402,1330,271
,,,,,,,,,231,1,17,15,2023-01-17T13:40:00+08:00,787,864,416,1379,281
,,,,,,,,,232,1,17,16,2023-01-17T14:40:00+08:00,819,900,433,1433,293
,,,,,,,,,233,1,17,17,2023-01-17T15:40:00+08:00,830,911,440,1453,296
,,,,,,,,,234,1,17,18,2023-01-17T16:40:00+08:00,835,918,442,1463,299
,,,,,,,,,235,1,17,19,2023-01-17T17:40:00+08:00,793,870,420,1388,283
,,,,,,,,,236,1,17,20,2023-01-17T18:40:00+08:00,770,846,408,1349,275
,,,,,,,,,237,1,17,21,2023-01-17T19:40:00+08:00,827,908,438,1448,295
,,,,,,,,,238,1,17,22,2023-01-17T20:40:00+08:00,824,906,437,1444,294
,,,,,,,,,239,1,17,23,2023-01-17T21:40:00+08:00,807,887,427,1414,288
,,,,,,,,,240,1,17,24,2023-01-17T22:40:00+08:00,792,869,419,1385,282
,,,,,,,,,241,1,18,1,2023-01-17T23:40:00+08:00,756,832,401,1325,270
,,,,,,,,,242,1,18,2,2023-01-18T00:40:00+08:00,711,782,376,1246,253
,,,,,,,,,243,1,18,3,2023-01-18T01:40:00+08:00,680,748,360,1191,243
,,,,,,,,,244,1,18,4,2023-01-18T02:40:00+08:00,655,719,347,1147,234
,,,,,,,,,245,1,18,5,2023-01-18T03:40:00+08:00,643,706,340,1126,230
,,,,,,,,,246,1,18,6,2023-01-18T04:40:00+08:00,625,687,331,1095,224
,,,,,,,,,247,1,18,7,2023-01-18T05:40:00+08:00,633,696,335,1110,226
,,,,,,,,,248,1,18,8,2023-01-18T06:40:00+08:00,659,724,349,1154,236
,,,,,,,,,249,1,18,9,2023-01-18T07:40:00+08:00,649,714,344,1138,232
,,,,,,,,,250,1,18,10,2023-01-18T08:40:00+08:00,713,784,377,1249,255
,,,,,,,,,251,1,18,11,2023-01-18T09:40:00+08:00,761,836,403,1333,271
,,,,,,,,,252,1,18,12,2023-01-18T10:40:00+08:00,787,866,416,1379,281
,,,,,,,,,253,1,18,13,2023-01-18T11:40:00+08:00,799,877,423,1400,286
,,,,,,,,,254,1,18,14,2023-01-18T12:40:00+08:00,775,850,410,1356,276
,,,,,,,,,255,1,18,15,2023-01-18T13:40:00+08:00,805,885,427,1410,288
,,,,,,,,,256,1,18,16,2023-01-18T14:40:00+08:00,832,913,440,1456,296
,,,,,,,,,257,1,18,17,2023-01-18T15:40:00+08:00,834,917,442,1461,298
,,,,,,,,,258,1,18,18,2023-01-18T16:40:00+08:00,832,913,441,1456,298
,,,,,,,,,259,1,18,19,2023-01-18T17:40:00+08:00,792,870,420,1386,283
,,,,,,,,,260,1,18,20,2023-01-18T18:40:00+08:00,765,840,405,1340,274
,,,,,,,,,261,1,18,21,2023-01-18T19:40:00+08:00,820,902,434,1437,293
,,,,,,,,,262,1,18,22,2023-01-18T20:40:00+08:00,817,897,432,1431,292
,,,,,,,,,263,1,18,23,2023-01-18T21:40:00+08:00,801,880,424,1403,286
,,,,,,,,,264,1,18,24,2023-01-18T22:40:00+08:00,777,853,411,1360,277
,,,,,,,,,265,1,19,1,2023-01-18T23:40:00+08:00,747,820,395,1308,267
,,,,,,,,,266,1,19,2,2023-01-19T00:40:00+08:00,697,766,369,1221,249
,,,,,,,,,267,1,19,3,2023-01-19T01:40:00+08:00,673,738,356,1177,240
,,,,,,,,,268,1,19,4,2023-01-19T02:40:00+08:00,646,709,342,1131,231
,,,,,,,,,269,1,19,5,2023-01-19T03:40:00+08:00,629,691,333,1102,225
,,,,,,,,,270,1,19,6,2023-01-19T04:40:00+08:00,621,682,329,1088,221
,,,,,,,,,271,1,19,7,2023-01-19T05:40:00+08:00,627,689,332,1099,224
,,,,,,,,,272,1,19,8,2023-01-19T06:40:00+08:00,648,713,344,1136,232
,,,,,,,,,273,1,19,9,2023-01-19T07:40:00+08:00,640,702,338,1121,228
,,,,,,,,,274,1,19,10,2023-01-19T08:40:00+08:00,701,770,371,1227,250
,,,,,,,,,275,1,19,11,2023-01-19T09:40:00+08:00,744,817,394,1303,265
,,,,,,,,,276,1,19,12,2023-01-19T10:40:00+08:00,780,856,412,1365,278
,,,,,,,,,277,1,19,13,2023-01-19T11:40:00+08:00,788,867,418,1381,282
,,,,,,,,,278,1,19,14,2023-01-19T12:40:00+08:00,768,844,407,1345,275
,,,,,,,,,279,1,19,15,2023-01-19T13:40:00+08:00,781,857,413,1367,278
,,,,,,,,,280,1,19,16,2023-01-19T14:40:00+08:00,816,896,432,1429,292
,,,,,,,,,281,1,19,17,2023-01-19T15:40:00+08:00,820,902,434,1437,293
,,,,,,,,,282,1,19,18,2023-01-19T16:40:00+08:00,820,901,434,1437,293
,,,,,,,,,283,1,19,19,2023-01-19T17:40:00+08:00,776,852,410,1358,277
,,,,,,,,,284,1,19,20,2023-01-19T18:40:00+08:00,752,826,398,1318,269
,,,,,,,,,285,1,19,21,2023-01-19T19:40:00+08:00,812,892,430,1422,290
,,,,,,,,,286,1,19,22,2023-01-19T20:40:00+08:00,803,883,425,1407,287
,,,,,,,,,287,1,19,23,2023-01-19T21:40:00+08:00,785,862,415,1376,281
,,,,,,,,,288,1,19,24,2023-01-19T22:40:00+08:00,769,845,407,1347,275
,,,,,,,,,289,1,20,1,2023-01-19T23:40:00+08:00,741,813,392,1297,264
,,,,,,,,,290,1,20,2,2023-01-20T00:40:00+08:00,701,770,371,1227,250
,,,,,,,,,291,1,20,3,2023-01-20T01:40:00+08:00,667,733,353,1170,238
,,,,,,,,,292,1,20,4,2023-01-20T02:40:00+08:00,648,713,344,1136,232
,,,,,,,,,293,1,20,5,2023-01-20T03:40:00+08:00,632,695,335,1107,226
,,,,,,,,,294,1,20,6,2023-01-20T04:40:00+08:00,620,681,329,1086,221
,,,,,,,,,295,1,20,7,2023-01-20T05:40:00+08:00,619,680,328,1083,221
,,,,,,,,,296,1,20,8,2023-01-20T06:40:00+08:00,630,692,334,1103,225
,,,,,,,,,297,1,20,9,2023-01-20T07:40:00+08:00,634,697,336,1111,226
,,,,,,,,,298,1,20,10,2023-01-20T08:40:00+08:00,689,756,365,1207,246
,,,,,,,,,299,1,20,11,2023-01-20T09:40:00+08:00,726,798,385,1271,259
,,,,,,,,,300,1,20,12,2023-01-20T10:40:00+08:00,752,826,398,1318,269
,,,,,,,,,301,1,20,13,2023-01-20T11:40:00+08:00,764,839,404,1337,273
,,,,,,,,,302,1,20,14,2023-01-20T12:40:00+08:00,751,824,397,1315,268
,,,,,,,,,303,1,20,15,2023-01-20T13:40:00+08:00,743,816,393,1300,265
