Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_ip1,demand_ip2,demand_ip3,demand_ip4
,,,,,,,,,968,11,17,8,2023-11-17T06:00:00+08:00,20,15,297,602
,,,,,,,,,969,11,17,9,2023-11-17T07:00:00+08:00,20,15,297,602
,,,,,,,,,970,11,17,10,2023-11-17T08:00:00+08:00,20,15,297,602
,,,,,,,,,971,11,17,11,2023-11-17T09:00:00+08:00,20,15,297,602
,,,,,,,,,972,11,17,12,2023-11-17T10:00:00+08:00,20,15,297,602
,,,,,,,,,973,11,17,13,2023-11-17T11:00:00+08:00,20,15,297,602
,,,,,,,,,974,11,17,14,2023-11-17T12:00:00+08:00,20,15,297,602
,,,,,,,,,975,11,17,15,2023-11-17T13:00:00+08:00,20,15,297,602
,,,,,,,,,976,11,17,16,2023-11-17T14:00:00+08:00,20,15,297,602
,,,,,,,,,977,11,17,17,2023-11-17T15:00:00+08:00,20,15,297,602
,,,,,,,,,978,11,17,18,2023-11-17T16:00:00+08:00,20,15,297,602
,,,,,,,,,979,11,17,19,2023-11-17T17:00:00+08:00,16,12,237,481
,,,,,,,,,980,11,17,20,2023-11-17T18:00:00+08:00,16,12,237,481
,,,,,,,,,981,11,17,21,2023-11-17T19:00:00+08:00,16,12,237,481
,,,,,,,,,982,11,17,22,2023-11-17T20:00:00+08:00,16,12,237,481
,,,,,,,,,983,11,17,23,2023-11-17T21:00:00+08:00,16,12,237,481
,,,,,,,,,984,11,17,24,2023-11-17T22:00:00+08:00,16,12,237,481
,,,,,,,,,985,11,18,1,2023-11-17T23:00:00+08:00,12,9,178,361
,,,,,,,,,986,11,18,2,2023-11-18T00:00:00+08:00,12,9,178,361
,,,,,,,,,987,11,18,3,2023-11-18T01:00:00+08:00,12,9,178,361
,,,,,,,,,988,11,18,4,2023-11-18T02:00:00+08:00,12,9,178,361
,,,,,,,,,989,11,18,5,2023-11-18T03:00:00+08:00,12,9,178,361
,,,,,,,,,990,11,18,6,2023-11-18T04:00:00+08:00,12,9,178,361
,,,,,,,,,991,11,18,7,2023-11-18T05:00:00+08:00,20,15,297,602
,,,,,,,,,992,11,18,8,2023-11-18T06:00:00+08:00,20,15,297,602
,,,,,,,,,993,11,18,9,2023-11-18T07:00:00+08:00,20,15,297,602
,,,,,,,,,994,11,18,10,2023-11-18T08:00:00+08:00,20,15,297,602
,,,,,,,,,995,11,18,11,2023-11-18T09:00:00+08:00,20,15,297,602
,,,,,,,,,996,11,18,12,2023-11-18T10:00:00+08:00,20,15,297,602
,,,,,,,,,997,11,18,13,2023-11-18T11:00:00+08:00,20,15,297,602
,,,,,,,,,998,11,18,14,2023-11-18T12:00:00+08:00,20,15,297,602
,,,,,,,,,999,11,18,15,2023-11-18T13:00:00+08:00,20,15,297,602
,,,,,,,,,1000,11,18,16,2023-11-18T14:00:00+08:00,20,15,297,602
,,,,,,,,,1001,11,18,17,2023-11-18T15:00:00+08:00,20,15,297,602
,,,,,,,,,1002,11,18,18,2023-11-18T16:00:00+08:00,20,15,297,602
,,,,,,,,,1003,11,18,19,2023-11-18T17:00:00+08:00,16,12,237,481
,,,,,,,,,1004,11,18,20,2023-11-18T18:00:00+08:00,16,12,237,481
,,,,,,,,,1005,11,18,21,2023-11-18T19:00:00+08:00,16,12,237,481
,,,,,,,,,1006,11,18,22,2023-11-18T20:00:00+08:00,16,12,237,481
,,,,,,,,,1007,11,18,23,2023-11-18T21:00:00+08:00,16,12,237,481
,,,,,,,,,1008,11,18,24,2023-11-18T22:00:00+08:00,16,12,237,481
,,,,,,,,,1009,9,24,1,2023-09-23T23:00:00+08:00,12,9,178,361
,,,,,,,,,1010,9,24,2,2023-09-24T00:00:00+08:00,12,9,178,361
,,,,,,,,,1011,9,24,3,2023-09-24T01:00:00+08:00,12,9,178,361
,,,,,,,,,1012,9,24,4,2023-09-24T02:00:00+08:00,12,9,178,361
,,,,,,,,,1013,9,24,5,2023-09-24T03:00:00+08:00,12,9,178,361
,,,,,,,,,1014,9,24,6,2023-09-24T04:00:00+08:00,12,9,178,361
,,,,,,,,,1015,9,24,7,2023-09-24T05:00:00+08:00,20,15,297,602
,,,,,,,,,1016,9,24,8,2023-09-24T06:00:00+08:00,20,15,297,602
,,,,,,,,,1017,9,24,9,2023-09-24T07:00:00+08:00,20,15,297,602
,,,,,,,,,1018,9,24,10,2023-09-24T08:00:00+08:00,20,15,297,602
,,,,,,,,,1019,9,24,11,2023-09-24T09:00:00+08:00,20,15,297,602
,,,,,,,,,1020,9,24,12,2023-09-24T10:00:00+08:00,20,15,297,602
,,,,,,,,,1021,9,24,13,2023-09-24T11:00:00+08:00,20,15,297,602
,,,,,,,,,1022,9,24,14,2023-09-24T12:00:00+08:00,20,15,297,602
,,,,,,,,,1023,9,24,15,2023-09-24T13:00:00+08:00,20,15,297,602
,,,,,,,,,1024,9,24,16,2023-09-24T14:00:00+08:00,20,15,297,602
,,,,,,,,,1025,9,24,17,2023-09-24T15:00:00+08:00,20,15,297,602
,,,,,,,,,1026,9,24,18,2023-09-24T16:00:00+08:00,20,15,297,602
,,,,,,,,,1027,9,24,19,2023-09-24T17:00:00+08:00,16,12,237,481
,,,,,,,,,1028,9,24,20,2023-09-24T18:00:00+08:00,16,12,237,481
,,,,,,,,,1029,9,24,21,2023-09-24T19:00:00+08:00,16,12,237,481
,,,,,,,,,1030,9,24,22,2023-09-24T20:00:00+08:00,16,12,237,481
,,,,,,,,,1031,9,24,23,2023-09-24T21:00:00+08:00,16,12,237,481
,,,,,,,,,1032,9,24,24,2023-09-24T22:00:00+08:00,16,12,237,481
,,,,,,,,,1033,9,25,1,2023-09-24T23:00:00+08:00,12,9,178,361
,,,,,,,,,1034,9,25,2,2023-09-25T00:00:00+08:00,12,9,178,361
,,,,,,,,,1035,9,25,3,2023-09-25T01:00:00+08:00,12,9,178,361
,,,,,,,,,1036,9,25,4,2023-09-25T02:00:00+08:00,12,9,178,361
,,,,,,,,,1037,9,25,5,2023-09-25T03:00:00+08:00,12,9,178,361
,,,,,,,,,1038,9,25,6,2023-09-25T04:00:00+08:00,12,9,178,361
,,,,,,,,,1039,9,25,7,2023-09-25T05:00:00+08:00,20,15,297,602
,,,,,,,,,1040,9,25,8,2023-09-25T06:00:00+08:00,20,15,297,602
,,,,,,,,,1041,9,25,9,2023-09-25T07:00:00+08:00,20,15,297,602
,,,,,,,,,1042,9,25,10,2023-09-25T08:00:00+08:00,20,15,297,602
,,,,,,,,,1043,9,25,11,2023-09-25T09:00:00+08:00,20,15,297,602
,,,,,,,,,1044,9,25,12,2023-09-25T10:00:00+08:00,20,15,297,602
,,,,,,,,,1045,9,25,13,2023-09-25T11:00:00+08:00,20,15,297,602
,,,,,,,,,1046,9,25,14,2023-09-25T12:00:00+08:00,20,15,297,602
,,,,,,,,,1047,9,25,15,2023-09-25T13:00:00+08:00,20,15,297,602
,,,,,,,,,1048,9,25,16,2023-09-25T14:00:00+08:00,20,15,297,602
,,,,,,,,,1049,9,25,17,2023-09-25T15:00:00+08:00,20,15,297,602
,,,,,,,,,1050,9,25,18,2023-09-25T16:00:00+08:00,20,15,297,602
,,,,,,,,,1051,9,25,19,2023-09-25T17:00:00+08:00,16,12,237,481
,,,,,,,,,1052,9,25,20,2023-09-25T18:00:00+08:00,16,12,237,481
,,,,,,,,,1053,9,25,21,2023-09-25T19:00:00+08:00,16,12,237,481
,,,,,,,,,1054,9,25,22,2023-09-25T20:00:00+08:00,16,12,237,481
,,,,,,,,,1055,9,25,23,2023-09-25T21:00:00+08:00,16,12,237,481
,,,,,,,,,1056,9,25,24,2023-09-25T22:00:00+08:00,16,12,237,481
,,,,,,,,,1057,9,26,1,2023-09-25T23:00:00+08:00,12,9,178,361
,,,,,,,,,1058,9,26,2,2023-09-26T00:00:00+08:00,12,9,178,361
,,,,,,,,,1059,9,26,3,2023-09-26T01:00:00+08:00,12,9,178,361
,,,,,,,,,1060,9,26,4,2023-09-26T02:00:00+08:00,12,9,178,361
,,,,,,,,,1061,9,26,5,2023-09-26T03:00:00+08:00,12,9,178,361
,,,,,,,,,1062,9,26,6,2023-09-26T04:00:00+08:00,12,9,178,361
,,,,,,,,,1063,9,26,7,2023-09-26T05:00:00+08:00,20,15,297,602
,,,,,,,,,1064,9,26,8,2023-09-26T06:00:00+08:00,20,15,297,602
,,,,,,,,,1065,9,26,9,2023-09-26T07:00:00+08:00,20,15,297,602
,,,,,,,,,1066,9,26,10,2023-09-26T08:00:00+08:00,20,15,297,602
,,,,,,,,,1067,9,26,11,2023-09-26T09:00:00+08:00,20,15,297,602
,,,,,,,,,1068,9,26,12,2023-09-26T10:00:00+08:00,20,15,297,602
,,,,,,,,,1069,9,26,13,2023-09-26T11:00:00+08:00,20,15,297,602
,,,,,,,,,1070,9,26,14,2023-09-26T12:00:00+08:00,20,15,297,602
,,,,,,,,,1071,9,26,15,2023-09-26T13:00:00+08:00,20,15,297,602
,,,,,,,,,1072,9,26,16,2023-09-26T14:00:00+08:00,20,15,297,602
,,,,,,,,,1073,9,26,17,2023-09-26T15:00:00+08:00,20,15,297,602
,,,,,,,,,1074,9,26,18,2023-09-26T16:00:00+08:00,20,15,297,602
,,,,,,,,,1075,9,26,19,2023-09-26T17:00:00+08:00,16,12,237,481
,,,,,,,,,1076,9,26,20,2023-09-26T18:00:00+08:00,16,12,237,481
,,,,,,,,,1077,9,26,21,2023-09-26T19:00:00+08:00,16,12,237,481
,,,,,,,,,1078,9,26,22,2023-09-26T20:00:00+08:00,16,12,237,481
,,,,,,,,,1079,9,26,23,2023-09-26T21:00:00+08:00,16,12,237,481
,,,,,,,,,1080,9,26,24,2023-09-26T22:00:00+08:00,16,12,237,481
,,,,,,,,,1081,9,27,1,2023-09-26T23:00:00+08:00,12,9,178,361
,,,,,,,,,1082,9,27,2,2023-09-27T00:00:00+08:00,12,9,178,361
,,,,,,,,,1083,9,27,3,2023-09-27T01:00:00+08:00,12,9,178,361
,,,,,,,,,1084,9,27,4,2023-09-27T02:00:00+08:00,12,9,178,361
,,,,,,,,,1085,9,27,5,2023-09-27T03:00:00+08:00,12,9,178,361
,,,,,,,,,1086,9,27,6,2023-09-27T04:00:00+08:00,12,9,178,361
,,,,,,,,,1087,9,27,7,2023-09-27T05:00:00+08:00,20,15,297,602
,,,,,,,,,1088,9,27,8,2023-09-27T06:00:00+08:00,20,15,297,602
,,,,,,,,,1089,9,27,9,2023-09-27T07:00:00+08:00,20,15,297,602
,,,,,,,,,1090,9,27,10,2023-09-27T08:00:00+08:00,20,15,297,602
,,,,,,,,,1091,9,27,11,2023-09-27T09:00:00+08:00,20,15,297,602
,,,,,,,,,1092,9,27,12,2023-09-27T10:00:00+08:00,20,15,297,602
,,,,,,,,,1093,9,27,13,2023-09-27T11:00:00+08:00,20,15,297,602
,,,,,,,,,1094,9,27,14,2023-09-27T12:00:00+08:00,20,15,297,602
,,,,,,,,,1095,9,27,15,2023-09-27T13:00:00+08:00,20,15,297,602
,,,,,,,,,1096,9,27,16,2023-09-27T14:00:00+08:00,20,15,297,602
,,,,,,,,,1097,9,27,17,2023-09-27T15:00:00+08:00,20,15,297,602
,,,,,,,,,1098,9,27,18,2023-09-27T16:00:00+08:00,20,15,297,602
,,,,,,,,,1099,9,27,19,2023-09-27T17:00:00+08:00,16,12,237,481
,,,,,,,,,1100,9,27,20,2023-09-27T18:00:00+08:00,16,12,237,481
,,,,,,,,,1101,9,27,21,2023-09-27T19:00:00+08:00,16,12,237,481
,,,,,,,,,1102,9,27,22,2023-09-27T20:00:00+08:00,16,12,237,481
,,,,,,,,,1103,9,27,23,2023-09-27T21:00:00+08:00,16,12,237,481
,,,,,,,,,1104,9,27,24,2023-09-27T22:00:00+08:00,16,12,237,481
,,,,,,,,,1105,9,28,1,2023-09-27T23:00:00+08:00,12,9,178,361
,,,,,,,,,1106,9,28,2,2023-09-28T00:00:00+08:00,12,9,178,361
,,,,,,,,,1107,9,28,3,2023-09-28T01:00:00+08:00,12,9,178,361
,,,,,,,,,1108,9,28,4,2023-09-28T02:00:00+08:00,12,9,178,361
,,,,,,,,,1109,9,28,5,2023-09-28T03:00:00+08:00,12,9,178,361
,,,,,,,,,1110,9,28,6,2023-09-28T04:00:00+08:00,12,9,178,361
,,,,,,,,,1111,9,28,7,2023-09-28T05:00:00+08:00,20,15,297,602
,,,,,,,,,1112,9,28,8,2023-09-28T06:00:00+08:00,20,15,297,602
,,,,,,,,,1113,9,28,9,2023-09-28T07:00:00+08:00,20,15,297,602
,,,,,,,,,1114,9,28,10,2023-09-28T08:00:00+08:00,20,15,297,602
,,,,,,,,,1115,9,28,11,2023-09-28T09:00:00+08:00,20,15,297,602
,,,,,,,,,1116,9,28,12,2023-09-28T10:00:00+08:00,20,15,297,602
,,,,,,,,,1117,9,28,13,2023-09-28T11:00:00+08:00,20,15,297,602
,,,,,,,,,1118,9,28,14,2023-09-28T12:00:00+08:00,20,15,297,602
,,,,,,,,,1119,9,28,15,2023-09-28T13:00:00+08:00,20,15,297,602
,,,,,,,,,1120,9,28,16,2023-09-28T14:00:00+08:00,20,15,297,602
,,,,,,,,,1121,9,28,17,2023-09-28T15:00:00+08:00,20,15,297,602
,,,,,,,,,1122,9,28,18,2023-09-28T16:00:00+08:00,20,15,297,602
,,,,,,,,,1123,9,28,19,2023-09-28T17:00:00+08:00,16,12,237,481
,,,,,,,,,1124,9,28,20,2023-09-28T18:00:00+08:00,16,12,237,481
,,,,,,,,,1125,9,28,21,2023-09-28T19:00:00+08:00,16,12,237,481
,,,,,,,,,1126,9,28,22,2023-09-28T20:00:00+08:00,16,12,237,481
,,,,,,,,,1127,9,28,23,2023-09-28T21:00:00+08:00,16,12,237,481
,,,,,,,,,1128,9,28,24,2023-09-28T22:00:00+08:00,16,12,237,481
,,,,,,,,,1129,9,29,1,2023-09-28T23:00:00+08:00,12,9,178,361
,,,,,,,,,1130,9,29,2,2023-09-29T00:00:00+08:00,12,9,178,361
,,,,,,,,,1131,9,29,3,2023-09-29T01:00:00+08:00,12,9,178,361
,,,,,,,,,1132,9,29,4,2023-09-29T02:00:00+08:00,12,9,178,361
,,,,,,,,,1133,9,29,5,2023-09-29T03:00:00+08:00,12,9,178,361
,,,,,,,,,1134,9,29,6,2023-09-29T04:00:00+08:00,12,9,178,361
,,,,,,,,,1135,9,29,7,2023-09-29T05:00:00+08:00,20,15,297,602
,,,,,,,,,1136,9,29,8,2023-09-29T06:00:00+08:00,20,15,297,602
,,,,,,,,,1137,9,29,9,2023-09-29T07:00:00+08:00,20,15,297,602
,,,,,,,,,1138,9,29,10,2023-09-29T08:00:00+08:00,20,15,297,602
,,,,,,,,,1139,9,29,11,2023-09-29T09:00:00+08:00,20,15,297,602
,,,,,,,,,1140,9,29,12,2023-09-29T10:00:00+08:00,20,15,297,602
,,,,,,,,,1141,9,29,13,2023-09-29T11:00:00+08:00,20,15,297,602
,,,,,,,,,1142,9,29,14,2023-09-29T12:00:00+08:00,20,15,297,602
,,,,,,,,,1143,9,29,15,2023-09-29T13:00:00+08:00,20,15,297,602
,,,,,,,,,1144,9,29,16,2023-09-29T14:00:00+08:00,20,15,297,602
,,,,,,,,,1145,9,29,17,2023-09-29T15:00:00+08:00,20,15,297,602
,,,,,,,,,1146,9,29,18,2023-09-29T16:00:00+08:00,20,15,297,602
,,,,,,,,,1147,9,29,19,2023-09-29T17:00:00+08:00,16,12,237,481
,,,,,,,,,1148,9,29,20,2023-09-29T18:00:00+08:00,16,12,237,481
,,,,,,,,,1149,9,29,21,2023-09-29T19:00:00+08:00,16,12,237,481
,,,,,,,,,1150,9,29,22,2023-09-29T20:00:00+08:00,16,12,237,481
,,,,,,,,,1151,9,29,23,2023-09-29T21:00:00+08:00,16,12,237,481
,,,,,,,,,1152,9,29,24,2023-09-29T22:00:00+08:00,16,12,237,481
,,,,,,,,,1153,9,30,1,2023-09-29T23:00:00+08:00,12,9,178,361
,,,,,,,,,1154,9,30,2,2023-09-30T00:00:00+08:00,12,9,178,361
,,,,,,,,,1155,9,30,3,2023-09-30T01:00:00+08:00,12,9,178,361
,,,,,,,,,1156,9,30,4,2023-09-30T02:00:00+08:00,12,9,178,361
,,,,,,,,,1157,9,30,5,2023-09-30T03:00:00+08:00,12,9,178,361
,,,,,,,,,1158,9,30,6,2023-09-30T04:00:00+08:00,12,9,178,361
,,,,,,,,,1159,9,30,7,2023-09-30T05:00:00+08:00,20,15,297,602
,,,,,,,,,1160,9,30,8,2023-09-30T06:00:00+08:00,20,15,297,602
,,,,,,,,,1161,9,30,9,2023-09-30T07:00:00+08:00,20,15,297,602
,,,,,,,,,1162,9,30,10,2023-09-30T08:00:00+08:00,20,15,297,602
,,,,,,,,,1163,9,30,11,2023-09-30T09:00:00+08:00,20,15,297,602
,,,,,,,,,1164,9,30,12,2023-09-30T10:00:00+08:00,20,15,297,602
,,,,,,,,,1165,9,30,13,2023-09-30T11:00:00+08:00,20,15,297,602
,,,,,,,,,1166,9,30,14,2023-09-30T12:00:00+08:00,20,15,297,602
,,,,,,,,,1167,9,30,15,2023-09-30T13:00:00+08:00,20,15,297,602
,,,,,,,,,1168,9,30,16,2023-09-30T14:00:00+08:00,20,15,297,602
,,,,,,,,,1169,9,30,17,2023-09-30T15:00:00+08:00,20,15,297,602
,,,,,,,,,1170,9,30,18,2023-09-30T16:00:00+08:00,20,15,297,602
,,,,,,,,,1171,9,30,19,2023-09-30T17:00:00+08:00,16,12,237,481
,,,,,,,,,1172,9,30,20,2023-09-30T18:00:00+08:00,16,12,237,481
,,,,,,,,,1173,9,30,21,2023-09-30T19:00:00+08:00,16,12,237,481
,,,,,,,,,1174,9,30,22,2023-09-30T20:00:00+08:00,16,12,237,481
,,,,,,,,,1175,9,30,23,2023-09-30T21:00:00+08:00,16,12,237,481
,,,,,,,,,1176,9,30,24,2023-09-30T22:00:00+08:00,16,12,237,481
,,,,,,,,,1177,1,29,1,2023-01-28T23:00:00+08:00,12,9,178,361
,,,,,,,,,1178,1,29,2,2023-01-29T00:00:00+08:00,12,9,178,361
,,,,,,,,,1179,1,29,3,2023-01-29T01:00:00+08:00,12,9,178,361
,,,,,,,,,1180,1,29,4,2023-01-29T02:00:00+08:00,12,9,178,361
,,,,,,,,,1181,1,29,5,2023-01-29T03:00:00+08:00,12,9,178,361
,,,,,,,,,1182,1,29,6,2023-01-29T04:00:00+08:00,12,9,178,361
,,,,,,,,,1183,1,29,7,2023-01-29T05:00:00+08:00,20,15,297,602
,,,,,,,,,1184,1,29,8,2023-01-29T06:00:00+08:00,20,15,297,602
,,,,,,,,,1185,1,29,9,2023-01-29T07:00:00+08:00,20,15,297,602
,,,,,,,,,1186,1,29,10,2023-01-29T08:00:00+08:00,20,15,297,602
,,,,,,,,,1187,1,29,11,2023-01-29T09:00:00+08:00,20,15,297,602
,,,,,,,,,1188,1,29,12,2023-01-29T10:00:00+08:00,20,15,297,602
,,,,,,,,,1189,1,29,13,2023-01-29T11:00:00+08:00,20,15,297,602
,,,,,,,,,1190,1,29,14,2023-01-29T12:00:00+08:00,20,15,297,602
,,,,,,,,,1191,1,29,15,2023-01-29T13:00:00+08:00,20,15,297,602
,,,,,,,,,1192,1,29,16,2023-01-29T14:00:00+08:00,20,15,297,602
,,,,,,,,,1193,1,29,17,2023-01-29T15:00:00+08:00,20,15,297,602
,,,,,,,,,1194,1,29,18,2023-01-29T16:00:00+08:00,20,15,297,602
,,,,,,,,,1195,1,29,19,2023-01-29T17:00:00+08:00,16,12,237,481
,,,,,,,,,1196,1,29,20,2023-01-29T18:00:00+08:00,16,12,237,481
,,,,,,,,,1197,1,29,21,2023-01-29T19:00:00+08:00,16,12,237,481
,,,,,,,,,1198,1,29,22,2023-01-29T20:00:00+08:00,16,12,237,481
,,,,,,,,,1199,1,29,23,2023-01-29T21:00:00+08:00,16,12,237,481
,,,,,,,,,1200,1,29,24,2023-01-29T22:00:00+08:00,16,12,237,481
,,,,,,,,,1201,1,30,1,2023-01-29T23:00:00+08:00,12,9,178,361
,,,,,,,,,1202,1,30,2,2023-01-30T00:00:00+08:00,12,9,178,361
,,,,,,,,,1203,1,30,3,2023-01-30T01:00:00+08:00,12,9,178,361
,,,,,,,,,1204,1,30,4,2023-01-30T02:00:00+08:00,12,9,178,361
,,,,,,,,,1205,1,30,5,2023-01-30T03:00:00+08:00,12,9,178,361
,,,,,,,,,1206,1,30,6,2023-01-30T04:00:00+08:00,12,9,178,361
,,,,,,,,,1207,1,30,7,2023-01-30T05:00:00+08:00,20,15,297,602
,,,,,,,,,1208,1,30,8,2023-01-30T06:00:00+08:00,20,15,297,602
,,,,,,,,,1209,1,30,9,2023-01-30T07:00:00+08:00,20,15,297,602
,,,,,,,,,1210,1,30,10,2023-01-30T08:00:00+08:00,20,15,297,602
,,,,,,,,,1211,1,30,11,2023-01-30T09:00:00+08:00,20,15,297,602
,,,,,,,,,1212,1,30,12,2023-01-30T10:00:00+08:00,20,15,297,602
,,,,,,,,,1213,1,30,13,2023-01-30T11:00:00+08:00,20,15,297,602
,,,,,,,,,1214,1,30,14,2023-01-30T12:00:00+08:00,20,15,297,602
,,,,,,,,,1215,1,30,15,2023-01-30T13:00:00+08:00,20,15,297,602
,,,,,,,,,1216,1,30,16,2023-01-30T14:00:00+08:00,20,15,297,602
,,,,,,,,,1217,1,30,17,2023-01-30T15:00:00+08:00,20,15,297,602
,,,,,,,,,1218,1,30,18,2023-01-30T16:00:00+08:00,20,15,297,602
,,,,,,,,,1219,1,30,19,2023-01-30T17:00:00+08:00,16,12,237,481
,,,,,,,,,1220,1,30,20,2023-01-30T18:00:00+08:00,16,12,237,481
,,,,,,,,,1221,1,30,21,2023-01-30T19:00:00+08:00,16,12,237,481
,,,,,,,,,1222,1,30,22,2023-01-30T20:00:00+08:00,16,12,237,481
,,,,,,,,,1223,1,30,23,2023-01-30T21:00:00+08:00,16,12,237,481
,,,,,,,,,1224,1,30,24,2023-01-30T22:00:00+08:00,16,12,237,481
,,,,,,,,,1225,1,31,1,2023-01-30T23:00:00+08:00,12,9,178,361
,,,,,,,,,1226,1,31,2,2023-01-31T00:00:00+08:00,12,9,178,361
,,,,,,,,,1227,1,31,3,2023-01-31T01:00:00+08:00,12,9,178,361
,,,,,,,,,1228,1,31,4,2023-01-31T02:00:00+08:00,12,9,178,361
,,,,,,,,,1229,1,31,5,2023-01-31T03:00:00+08:00,12,9,178,361
,,,,,,,,,1230,1,31,6,2023-01-31T04:00:00+08:00,12,9,178,361
,,,,,,,,,1231,1,31,7,2023-01-31T05:00:00+08:00,20,15,297,602
,,,,,,,,,1232,1,31,8,2023-01-31T06:00:00+08:00,20,15,297,602
,,,,,,,,,1233,1,31,9,2023-01-31T07:00:00+08:00,20,15,297,602
,,,,,,,,,1234,1,31,10,2023-01-31T08:00:00+08:00,20,15,297,602
,,,,,,,,,1235,1,31,11,2023-01-31T09:00:00+08:00,20,15,297,602
,,,,,,,,,1236,1,31,12,2023-01-31T10:00:00+08:00,20,15,297,602
,,,,,,,,,1237,1,31,13,2023-01-31T11:00:00+08:00,20,15,297,602
,,,,,,,,,1238,1,31,14,2023-01-31T12:00:00+08:00,20,15,297,602
,,,,,,,,,1239,1,31,15,2023-01-31T13:00:00+08:00,20,15,297,602
,,,,,,,,,1240,1,31,16,2023-01-31T14:00:00+08:00,20,15,297,602
,,,,,,,,,1241,1,31,17,2023-01-31T15:00:00+08:00,20,15,297,602
,,,,,,,,,1242,1,31,18,2023-01-31T16:00:00+08:00,20,15,297,602
,,,,,,,,,1243,1,31,19,2023-01-31T17:00:00+08:00,16,12,237,481
,,,,,,,,,1244,1,31,20,2023-01-31T18:00:00+08:00,16,12,237,481
,,,,,,,,,1245,1,31,21,2023-01-31T19:00:00+08:00,16,12,237,481
,,,,,,,,,1246,1,31,22,2023-01-31T20:00:00+08:00,16,12,237,481
,,,,,,,,,1247,1,31,23,2023-01-31T21:00:00+08:00,16,12,237,481
,,,,,,,,,1248,1,31,24,2023-01-31T22:00:00+08:00,16,12,237,481
,,,,,,,,,1249,2,1,1,2023-01-31T23:00:00+08:00,12,9,178,361
,,,,,,,,,1250,2,1,2,2023-02-01T00:30:00+08:00,12,9,178,361
,,,,,,,,,1251,2,1,3,2023-02-01T01:30:00+08:00,12,9,178,361
,,,,,,,,,1252,2,1,4,2023-02-01T02:30:00+08:00,12,9,178,361
,,,,,,,,,1253,2,1,5,2023-02-01T03:30:00+08:00,12,9,178,361
,,,,,,,,,1254,2,1,6,2023-02-01T04:30:00+08:00,12,9,178,361
,,,,,,,,,1255,2,1,7,2023-02-01T05:30:00+08:00,20,15,297,602
,,,,,,,,,1256,2,1,8,2023-02-01T06:30:00+08:00,20,15,297,602
,,,,,,,,,1257,2,1,9,2023-02-01T07:30:00+08:00,20,15,297,602
,,,,,,,,,1258,2,1,10,2023-02-01T08:30:00+08:00,20,15,297,602
,,,,,,,,,1259,2,1,11,2023-02-01T09:30:00+08:00,20,15,297,602
,,,,,,,,,1260,2,1,12,2023-02-01T10:30:00+08:00,20,15,297,602
,,,,,,,,,1261,2,1,13,2023-02-01T11:30:00+08:00,20,15,297,602
,,,,,,,,,1262,2,1,14,2023-02-01T12:30:00+08:00,20,15,297,602
,,,,,,,,,1263,2,1,15,2023-02-01T13:30:00+08:00,20,15,297,602
,,,,,,,,,1264,2,1,16,2023-02-01T14:30:00+08:00,20,15,297,602
,,,,,,,,,1265,2,1,17,2023-02-01T15:30:00+08:00,20,15,297,602
,,,,,,,,,1266,2,1,18,2023-02-01T16:30:00+08:00,20,15,297,602
,,,,,,,,,1267,2,1,19,2023-02-01T17:30:00+08:00,16,12,237,481
,,,,,,,,,1268,2,1,20,2023-02-01T18:30:00+08:00,16,12,237,481
,,,,,,,,,1269,2,1,21,2023-02-01T19:30:00+08:00,16,12,237,481
,,,,,,,,,1270,2,1,22,2023-02-01T20:30:00+08:00,16,12,237,481
,,,,,,,,,1271,2,1,23,2023-02-01T21:30:00+08:00,16,12,237,481
,,,,,,,,,1272,2,1,24,2023-02-01T22:30:00+08:00,16,12,237,481
,,,,,,,,,1273,2,2,1,2023-02-01T23:30:00+08:00,12,9,178,361
,,,,,,,,,1274,2,2,2,2023-02-02T00:30:00+08:00,12,9,178,361
,,,,,,,,,1275,2,2,3,2023-02-02T01:30:00+08:00,12,9,178,361
,,,,,,,,,1276,2,2,4,2023-02-02T02:30:00+08:00,12,9,178,361
,,,,,,,,,1277,2,2,5,2023-02-02T03:30:00+08:00,12,9,178,361
,,,,,,,,,1278,2,2,6,2023-02-02T04:30:00+08:00,12,9,178,361
,,,,,,,,,1279,2,2,7,2023-02-02T05:30:00+08:00,20,15,297,602
,,,,,,,,,1280,2,2,8,2023-02-02T06:30:00+08:00,20,15,297,602
,,,,,,,,,1281,2,2,9,2023-02-02T07:30:00+08:00,20,15,297,602
,,,,,,,,,1282,2,2,10,2023-02-02T08:30:00+08:00,20,15,297,602
,,,,,,,,,1283,2,2,11,2023-02-02T09:30:00+08:00,20,15,297,602
,,,,,,,,,1284,2,2,12,2023-02-02T10:30:00+08:00,20,15,297,602
,,,,,,,,,1285,2,2,13,2023-02-02T11:30:00+08:00,20,15,297,602
,,,,,,,,,1286,2,2,14,2023-02-02T12:30:00+08:00,20,15,297,602
,,,,,,,,,1287,2,2,15,2023-02-02T13:30:00+08:00,20,15,297,602
,,,,,,,,,1288,2,2,16,2023-02-02T14:30:00+08:00,20,15,297,602
,,,,,,,,,1289,2,2,17,2023-02-02T15:30:00+08:00,20,15,297,602
,,,,,,,,,1290,2,2,18,2023-02-02T16:30:00+08:00,20,15,297,602
