Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1
,,,,,,,,,121,6,16,1,2023-06-15T23:40:00+08:00,252
,,,,,,,,,122,6,16,2,2023-06-16T00:40:00+08:00,239
,,,,,,,,,123,6,16,3,2023-06-16T01:40:00+08:00,229
,,,,,,,,,124,6,16,4,2023-06-16T02:50:00+08:00,221
,,,,,,,,,125,6,16,5,2023-06-16T03:50:00+08:00,214
,,,,,,,,,126,6,16,6,2023-06-16T04:50:00+08:00,211
,,,,,,,,,127,6,16,7,2023-06-16T05:50:00+08:00,210
,,,,,,,,,128,6,16,8,2023-06-16T06:50:00+08:00,218
,,,,,,,,,129,6,16,9,2023-06-16T07:50:00+08:00,215
,,,,,,,,,130,6,16,10,2023-06-16T08:50:00+08:00,233
,,,,,,,,,131,6,16,11,2023-06-16T09:50:00+08:00,251
,,,,,,,,,132,6,16,12,2023-06-16T10:50:00+08:00,260
,,,,,,,,,133,6,16,13,2023-06-16T11:50:00+08:00,266
,,,,,,,,,134,6,16,14,2023-06-16T12:50:00+08:00,262
,,,,,,,,,135,6,16,15,2023-06-16T13:50:00+08:00,262
,,,,,,,,,136,6,16,16,2023-06-16T14:50:00+08:00,272
,,,,,,,,,137,6,16,17,2023-06-16T15:50:00+08:00,279
,,,,,,,,,138,6,16,18,2023-06-16T16:50:00+08:00,279
,,,,,,,,,139,6,16,19,2023-06-16T17:50:00+08:00,268
,,,,,,,,,140,6,16,20,2023-06-16T18:50:00+08:00,258
,,,,,,,,,141,6,16,21,2023-06-16T19:50:00+08:00,273
,,,,,,,,,142,6,16,22,2023-06-16T20:50:00+08:00,271
,,,,,,,,,143,6,16,23,2023-06-16T21:50:00+08:00,265
,,,,,,,,,144,6,16,24,2023-06-16T22:50:00+08:00,257
,,,,,,,,,145,6,17,1,2023-06-16T23:50:00+08:00,249
,,,,,,,,,146,6,17,2,2023-06-17T00:50:00+08:00,236
,,,,,,,,,147,6,17,3,2023-06-17T01:50:00+08:00,226
,,,,,,,,,148,6,17,4,2023-06-17T02:50:00+08:00,219
,,,,,,,,,149,6,17,5,2023-06-17T03:50:00+08:00,212
,,,,,,,,,150,6,17,6,2023-06-17T04:50:00+08:00,209
,,,,,,,,,151,6,17,7,2023-06-17T05:50:00+08:00,207
,,,,,,,,,152,6,17,8,2023-06-17T06:50:00+08:00,209
,,,,,,,,,153,6,17,9,2023-06-17T07:50:00+08:00,205
,,,,,,,,,154,6,17,10,2023-06-17T08:50:00+08:00,216
,,,,,,,,,155,6,17,11,2023-06-17T09:50:00+08:00,229
,,,,,,,,,156,6,17,12,2023-06-17T10:50:00+08:00,239
,,,,,,,,,157,6,17,13,2023-06-17T11:50:00+08:00,241
,,,,,,,,,158,6,17,14,2023-06-17T12:50:00+08:00,237
,,,,,,,,,159,6,17,15,2023-06-17T13:50:00+08:00,238
,,,,,,,,,160,6,17,16,2023-06-17T14:50:00+08:00,242
,,,,,,,,,161,6,17,17,2023-06-17T15:50:00+08:00,244
,,,,,,,,,162,6,17,18,2023-06-17T16:50:00+08:00,244
,,,,,,,,,163,6,17,19,2023-06-17T17:50:00+08:00,239
,,,,,,,,,164,6,17,20,2023-06-17T18:50:00+08:00,239
,,,,,,,,,165,6,17,21,2023-06-17T19:50:00+08:00,257
,,,,,,,,,166,6,17,22,2023-06-17T20:50:00+08:00,258
,,,,,,,,,167,6,17,23,2023-06-17T21:50:00+08:00,254
,,,,,,,,,168,6,17,24,2023-06-17T22:50:00+08:00,247
,,,,,,,,,169,1,15,1,2023-01-14T23:30:00+08:00,241
,,,,,,,,,170,1,15,2,2023-01-15T00:30:00+08:00,229
,,,,,,,,,171,1,15,3,2023-01-15T01:30:00+08:00,220
,,,,,,,,,172,1,15,4,2023-01-15T02:30:00+08:00,212
,,,,,,,,,173,1,15,5,2023-01-15T03:30:00+08:00,205
,,,,,,,,,174,1,15,6,2023-01-15T04:30:00+08:00,200
,,,,,,,,,175,1,15,7,2023-01-15T05:30:00+08:00,199
,,,,,,,,,176,1,15,8,2023-01-15T06:30:00+08:00,202
,,,,,,,,,177,1,15,9,2023-01-15T07:30:00+08:00,192
,,,,,,,,,178,1,15,10,2023-01-15T08:30:00+08:00,194
,,,,,,,,,179,1,15,11,2023-01-15T09:30:00+08:00,201
,,,,,,,,,180,1,15,12,2023-01-15T10:30:00+08:00,210
,,,,,,,,,181,1,15,13,2023-01-15T11:30:00+08:00,213
,,,,,,,,,182,1,15,14,2023-01-15T12:30:00+08:00,211
,,,,,,,,,183,1,15,15,2023-01-15T13:30:00+08:00,215
,,,,,,,,,184,1,15,16,2023-01-15T14:30:00+08:00,220
,,,,,,,,,185,1,15,17,2023-01-15T15:30:00+08:00,224
,,,,,,,,,186,1,15,18,2023-01-15T16:30:00+08:00,223
,,,,,,,,,187,1,15,19,2023-01-15T17:30:00+08:00,220
,,,,,,,,,188,1,15,20,2023-01-15T18:30:00+08:00,222
,,,,,,,,,189,1,15,21,2023-01-15T19:30:00+08:00,244
,,,,,,,,,190,1,15,22,2023-01-15T20:30:00+08:00,250
,,,,,,,,,191,1,15,23,2023-01-15T21:30:00+08:00,248
,,,,,,,,,192,1,15,24,2023-01-15T22:30:00+08:00,242
,,,,,,,,,193,1,16,1,2023-01-15T23:30:00+08:00,235
,,,,,,,,,194,1,16,2,2023-01-16T00:30:00+08:00,219
,,,,,,,,,195,1,16,3,2023-01-16T01:40:00+08:00,210
,,,,,,,,,196,1,16,4,2023-01-16T02:40:00+08:00,204
,,,,,,,,,197,1,16,5,2023-01-16T03:40:00+08:00,199
,,,,,,,,,198,1,16,6,2023-01-16T04:40:00+08:00,196
,,,,,,,,,199,1,16,7,2023-01-16T05:40:00+08:00,199
,,,,,,,,,200,1,16,8,2023-01-16T06:40:00+08:00,210
,,,,,,,,,201,1,16,9,2023-01-16T07:40:00+08:00,210
,,,,,,,,,202,1,16,10,2023-01-16T08:40:00+08:00,237
,,,,,,,,,203,1,16,11,2023-01-16T09:40:00+08:00,254
,,,,,,,,,204,1,16,12,2023-01-16T10:40:00+08:00,264
,,,,,,,,,205,1,16,13,2023-01-16T11:40:00+08:00,270
,,,,,,,,,206,1,16,14,2023-01-16T12:40:00+08:00,263
,,,,,,,,,207,1,16,15,2023-01-16T13:40:00+08:00,268
,,,,,,,,,208,1,16,16,2023-01-16T14:40:00+08:00,280
,,,,,,,,,209,1,16,17,2023-01-16T15:40:00+08:00,282
,,,,,,,,,210,1,16,18,2023-01-16T16:40:00+08:00,284
,,,,,,,,,211,1,16,19,2023-01-16T17:40:00+08:00,273
,,,,,,,,,212,1,16,20,2023-01-16T18:40:00+08:00,261
,,,,,,,,,213,1,16,21,2023-01-16T19:40:00+08:00,278
,,,,,,,,,214,1,16,22,2023-01-16T20:40:00+08:00,279
,,,,,,,,,215,1,16,23,2023-01-16T21:40:00+08:00,274
,,,,,,,,,216,1,16,24,2023-01-16T22:40:00+08:00,265
,,,,,,,,,217,1,17,1,2023-01-16T23:40:00+08:00,254
,,,,,,,,,218,1,17,2,2023-01-17T00:40:00+08:00,242
,,,,,,,,,219,1,17,3,2023-01-17T01:40:00+08:00,232
,,,,,,,,,220,1,17,4,2023-01-17T02:40:00+08:00,224
,,,,,,,,,221,1,17,5,2023-01-17T03:40:00+08:00,216
,,,,,,,,,222,1,17,6,2023-01-17T04:40:00+08:00,213
,,,,,,,,,223,1,17,7,2023-01-17T05:40:00+08:00,213
,,,,,,,,,224,1,17,8,2023-01-17T06:40:00+08:00,223
,,,,,,,,,225,1,17,9,2023-01-17T07:40:00+08:00,219
,,,,,,,,,226,1,17,10,2023-01-17T08:40:00+08:00,241
,,,,,,,,,227,1,17,11,2023-01-17T09:40:00+08:00,257
,,,,,,,,,228,1,17,12,2023-01-17T10:40:00+08:00,267
,,,,,,,,,229,1,17,13,2023-01-17T11:40:00+08:00,272
,,,,,,,,,230,1,17,14,2023-01-17T12:40:00+08:00,263
,,,,,,,,,231,1,17,15,2023-01-17T13:40:00+08:00,266
,,,,,,,,,232,1,17,16,2023-01-17T14:40:00+08:00,275
,,,,,,,,,233,1,17,17,2023-01-17T15:40:00+08:00,277
