R_ID,Zone,System,Province,Village,Resource,Resource_Other_Name,technology,Existing_Cap_MW,Existing_Cap_MWh,status,Start_Year,Retire_Year,commodity,supported_project,nature_of_support,plant_owner,owner_parent_company,owner_home_country_flag,major_mainland_china_shareholder,financier,epc,mainland_china_involvement_type,industrial_park,combustion_tech,coal_type,coal_source,alternate_fuel,latitude,longitude,hubname,hubdist,class,New_Build,Inv_Cost_per_MWyr,Inv_Cost_per_MWhyr,capex_mw,Fixed_OM_Cost_per_MWyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Max_Cap_MW,Min_Power_MW,Ramp_Up_Percentage,Ramp_Dn_Percentage,Commit,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,Fuel,Up_Time,Down_Time,Eff_Up,Eff_Down,THERM,VRE,STOR,RE
153,5,sulawesi,southeast_sulawesi,14,pomalaa_nickel_power_station_solar,,solar,43887.98358,0,,,,,,,,,,,,,,,,,,,-4.180341799,121.5934314,Gardu Induk Kolaka,12.85637121,1,1,560000,0,0,10000,0,0,43887.98358,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
154,5,sulawesi,southeast_sulawesi,14,pomalaa_nickel_power_station_solar,,solar,73953.64125,0,,,,,,,,,,,,,,,,,,,-4.180341799,121.5934314,Gardu Induk Kolaka,12.85637121,1.5,1,560000,0,0,10000,0,0,73953.64125,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
155,5,sulawesi,southeast_sulawesi,14,pomalaa_nickel_power_station_solar,,solar,685.999394,0,,,,,,,,,,,,,,,,,,,-4.180341799,121.5934314,Gardu Induk Kolaka,12.85637121,2,1,560000,0,0,10000,0,0,685.999394,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
156,5,sulawesi,southeast_sulawesi,14,pomalaa_nickel_power_station_solar,,solar,54.806193,0,,,,,,,,,,,,,,,,,,,-4.180341799,121.5934314,Gardu Induk Kolaka,12.85637121,2.5,1,560000,0,0,10000,0,0,54.806193,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
157,5,sulawesi,southeast_sulawesi,14,pomalaa_nickel_power_station_solar,,solar,1427.31658,0,,,,,,,,,,,,,,,,,,,-4.180341799,121.5934314,Gardu Induk Kolaka,12.85637121,3,1,560000,0,0,10000,0,0,1427.31658,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
158,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang,,coal_captive,27,0,operating,,,sugar,,,pt_prima_alam_gemilang,samsudin_arsyad,indonesia,,,,,no,,,,,-4.231054,121.87327,,,4,-1,1600000,0,0,43900,0,0.12,27,0.25,0.035,0.035,1,110,13.7,8.97,coal_captive,24,24,1,1,1,0,0,0
159,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_geothermal,,geothermal,36520.03316,0,,,,,,,,,,,,,,,,,,,,,,,1,1,3440000,0,0,43000,0,0.22,36520.03316,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
160,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_geothermal,,geothermal,35923.68885,0,,,,,,,,,,,,,,,,,,,,,,,1.5,1,3440000,0,0,43000,0,0.22,35923.68885,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
161,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_geothermal,,geothermal,383.632027,0,,,,,,,,,,,,,,,,,,,,,,,2,1,3440000,0,0,43000,0,0.22,383.632027,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
162,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_geothermal,,geothermal,228.292439,0,,,,,,,,,,,,,,,,,,,,,,,2.5,1,3440000,0,0,43000,0,0.22,228.292439,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
163,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_geothermal,,geothermal,508.38494,0,,,,,,,,,,,,,,,,,,,,,,,3,1,3440000,0,0,43000,0,0.22,508.38494,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
164,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_solar,,solar,87081.92398,0,,,,,,,,,,,,,,,,,,,,,,,1,1,560000,0,0,10000,0,0,87081.92398,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
165,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_solar,,solar,86184.62956,0,,,,,,,,,,,,,,,,,,,,,,,1.5,1,560000,0,0,10000,0,0,86184.62956,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
166,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_solar,,solar,920.716865,0,,,,,,,,,,,,,,,,,,,,,,,2,1,560000,0,0,10000,0,0,920.716865,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
167,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_solar,,solar,42.188396,0,,,,,,,,,,,,,,,,,,,,,,,2.5,1,560000,0,0,10000,0,0,42.188396,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
168,5,sulawesi,southeast_sulawesi,15,pt_prima_alam_gemilang_solar,,solar,1220.123855,0,,,,,,,,,,,,,,,,,,,,,,,3,1,560000,0,0,10000,0,0,1220.123855,0,1,1,0,0,0,0,None,0,0,1,1,0,1,0,1
169,3,jawa_bali,central_sulawesi,1,delong_nickel_phase_iii_power_station_phase_iii_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
170,3,jawa_bali,central_sulawesi,2,pt_ihip_power_station_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
171,3,jawa_bali,central_sulawesi,3,qingdao_zhongsheng_captive_power_station_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
172,3,jawa_bali,central_sulawesi,4,sulawesi_labota_power_station_unit_4,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
173,3,jawa_bali,central_sulawesi,5,sulawesi_mining_power_station_phase_i_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
174,3,jawa_bali,central_sulawesi,6,wanxiang_nickel_indonesia_power_station_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
175,3,jawa_bali,central_sulawesi,7,pt_yongyu_nickel_sulawesi_power_plant,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
176,3,jawa_bali,central_sulawesi,8,pt_beishi_3x250mw_power_plant,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
177,3,jawa_bali,central_sulawesi,9,pt_shuoshi_nickel_power_plant,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
178,4,jawa_bali,south_sulawesi,10,delong_nickel_phase_i_power_station_phase_i_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
179,4,jawa_bali,south_sulawesi,11,punagaya_power_station_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
180,4,jawa_bali,south_sulawesi,12,tonasa_cement_plant_power_station_phase_v_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
181,5,jawa_bali,southeast_sulawesi,13,delong_nickel_phase_ii_power_station_phase_ii_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
182,5,jawa_bali,southeast_sulawesi,14,pomalaa_nickel_power_station_unit_1,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
183,5,jawa_bali,southeast_sulawesi,15,pt_prima_alam_gemilang,,battery,100,208,,,,,,,,,,,,,,,,,,,,,,,4,1,0,578000,0,0,621,2.3,100,0,1,1,2,0,0,0,None,0,0,0.92,0.92,0,0,1,0
