Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,corresponding_week,r_id,month,day,hour,date,demand_z1,demand_z2,demand_z3,demand_z4,demand_z5,demand_z6
,,,,,,,,,25,6,12,1,2023-06-11T23:40:00+08:00,514,362,150,1606,367,119
,,,,,,,,,26,6,12,2,2023-06-12T00:40:00+08:00,488,344,143,1526,348,113
,,,,,,,,,27,6,12,3,2023-06-12T01:40:00+08:00,465,328,136,1454,332,108
,,,,,,,,,28,6,12,4,2023-06-12T02:40:00+08:00,449,317,131,1403,320,104
,,,,,,,,,29,6,12,5,2023-06-12T03:40:00+08:00,434,306,127,1356,310,101
,,,,,,,,,30,6,12,6,2023-06-12T04:40:00+08:00,422,298,123,1320,301,98
,,,,,,,,,31,6,12,7,2023-06-12T05:40:00+08:00,425,300,124,1328,303,98
,,,,,,,,,32,6,12,8,2023-06-12T06:40:00+08:00,434,306,127,1356,310,101
,,,,,,,,,33,6,12,9,2023-06-12T07:40:00+08:00,434,306,127,1356,310,101
,,,,,,,,,34,6,12,10,2023-06-12T08:40:00+08:00,495,349,144,1546,353,115
,,,,,,,,,35,6,12,11,2023-06-12T09:40:00+08:00,528,372,154,1650,377,122
,,,,,,,,,36,6,12,12,2023-06-12T10:40:00+08:00,546,385,159,1706,389,126
,,,,,,,,,37,6,12,13,2023-06-12T11:40:00+08:00,552,389,161,1725,394,128
,,,,,,,,,38,6,12,14,2023-06-12T12:40:00+08:00,541,382,158,1691,386,125
,,,,,,,,,39,6,12,15,2023-06-12T13:40:00+08:00,561,395,164,1752,400,130
,,,,,,,,,40,6,12,16,2023-06-12T14:40:00+08:00,578,407,169,1805,412,134
,,,,,,,,,41,6,12,17,2023-06-12T15:40:00+08:00,588,414,171,1836,419,136
,,,,,,,,,42,6,12,18,2023-06-12T16:40:00+08:00,590,416,172,1842,421,137
,,,,,,,,,43,6,12,19,2023-06-12T17:40:00+08:00,558,393,163,1743,398,129
,,,,,,,,,44,6,12,20,2023-06-12T18:40:00+08:00,538,380,157,1682,384,125
,,,,,,,,,45,6,12,21,2023-06-12T19:40:00+08:00,576,406,168,1799,411,133
,,,,,,,,,46,6,12,22,2023-06-12T20:40:00+08:00,584,412,171,1825,417,135
,,,,,,,,,47,6,12,23,2023-06-12T21:40:00+08:00,577,407,168,1802,411,134
,,,,,,,,,48,6,12,24,2023-06-12T22:40:00+08:00,562,396,164,1757,401,130
,,,,,,,,,49,6,13,1,2023-06-12T23:40:00+08:00,539,380,157,1683,384,125
,,,,,,,,,50,6,13,2,2023-06-13T00:40:00+08:00,509,359,149,1590,363,118
,,,,,,,,,51,6,13,3,2023-06-13T01:40:00+08:00,490,345,143,1531,350,113
,,,,,,,,,52,6,13,4,2023-06-13T02:40:00+08:00,472,333,138,1476,337,109
,,,,,,,,,53,6,13,5,2023-06-13T03:40:00+08:00,457,322,133,1429,326,106
,,,,,,,,,54,6,13,6,2023-06-13T04:40:00+08:00,447,315,130,1396,319,103
,,,,,,,,,55,6,13,7,2023-06-13T05:40:00+08:00,446,314,130,1393,318,103
,,,,,,,,,56,6,13,8,2023-06-13T06:40:00+08:00,455,321,133,1423,325,105
,,,,,,,,,57,6,13,9,2023-06-13T07:40:00+08:00,449,317,131,1404,320,104
,,,,,,,,,58,6,13,10,2023-06-13T08:40:00+08:00,505,356,147,1578,360,117
,,,,,,,,,59,6,13,11,2023-06-13T09:40:00+08:00,537,378,157,1677,383,124
,,,,,,,,,60,6,13,12,2023-06-13T10:40:00+08:00,559,394,163,1746,399,129
,,,,,,,,,61,6,13,13,2023-06-13T11:40:00+08:00,568,400,166,1774,405,131
,,,,,,,,,62,6,13,14,2023-06-13T12:40:00+08:00,556,392,162,1736,396,129
,,,,,,,,,63,6,13,15,2023-06-13T13:40:00+08:00,572,404,167,1788,408,133
,,,,,,,,,64,6,13,16,2023-06-13T14:40:00+08:00,591,417,172,1846,422,137
,,,,,,,,,65,6,13,17,2023-06-13T15:40:00+08:00,601,423,175,1877,428,139
,,,,,,,,,66,6,13,18,2023-06-13T16:40:00+08:00,603,425,176,1883,430,140
,,,,,,,,,67,6,13,19,2023-06-13T17:40:00+08:00,568,401,166,1775,405,132
,,,,,,,,,68,6,13,20,2023-06-13T18:40:00+08:00,546,385,159,1705,389,126
,,,,,,,,,69,6,13,21,2023-06-13T19:40:00+08:00,587,413,171,1832,418,136
,,,,,,,,,70,6,13,22,2023-06-13T20:40:00+08:00,597,420,174,1864,425,138
,,,,,,,,,71,6,13,23,2023-06-13T21:40:00+08:00,587,414,171,1834,419,136
,,,,,,,,,72,6,13,24,2023-06-13T22:40:00+08:00,574,405,168,1794,410,133
,,,,,,,,,73,6,14,1,2023-06-13T23:40:00+08:00,551,388,161,1722,393,128
,,,,,,,,,74,6,14,2,2023-06-14T00:40:00+08:00,520,367,152,1626,371,121
,,,,,,,,,75,6,14,3,2023-06-14T01:40:00+08:00,498,351,145,1555,355,115
,,,,,,,,,76,6,14,4,2023-06-14T02:40:00+08:00,484,341,141,1513,345,112
,,,,,,,,,77,6,14,5,2023-06-14T03:40:00+08:00,463,327,135,1448,330,107
,,,,,,,,,78,6,14,6,2023-06-14T04:40:00+08:00,449,316,131,1402,320,104
,,,,,,,,,79,6,14,7,2023-06-14T05:40:00+08:00,447,315,131,1398,319,104
,,,,,,,,,80,6,14,8,2023-06-14T06:40:00+08:00,453,319,132,1414,323,105
,,,,,,,,,81,6,14,9,2023-06-14T07:40:00+08:00,447,315,130,1397,319,104
,,,,,,,,,82,6,14,10,2023-06-14T08:40:00+08:00,494,348,144,1543,352,114
,,,,,,,,,83,6,14,11,2023-06-14T09:40:00+08:00,528,372,154,1651,377,122
,,,,,,,,,84,6,14,12,2023-06-14T10:40:00+08:00,543,383,158,1697,387,126
,,,,,,,,,85,6,14,13,2023-06-14T11:40:00+08:00,550,388,160,1718,392,127
,,,,,,,,,86,6,14,14,2023-06-14T12:40:00+08:00,539,380,157,1682,384,125
,,,,,,,,,87,6,14,15,2023-06-14T13:40:00+08:00,561,395,164,1752,400,130
,,,,,,,,,88,6,14,16,2023-06-14T14:40:00+08:00,574,404,167,1793,409,133
,,,,,,,,,89,6,14,17,2023-06-14T15:40:00+08:00,586,413,171,1829,418,136
,,,,,,,,,90,6,14,18,2023-06-14T16:40:00+08:00,590,416,172,1842,421,137
,,,,,,,,,91,6,14,19,2023-06-14T17:40:00+08:00,559,394,163,1747,399,130
,,,,,,,,,92,6,14,20,2023-06-14T18:40:00+08:00,545,384,159,1702,389,126
,,,,,,,,,93,6,14,21,2023-06-14T19:40:00+08:00,580,409,169,1813,414,134
,,,,,,,,,94,6,14,22,2023-06-14T20:40:00+08:00,588,415,172,1838,420,136
,,,,,,,,,95,6,14,23,2023-06-14T21:40:00+08:00,577,406,168,1802,411,134
,,,,,,,,,96,6,14,24,2023-06-14T22:40:00+08:00,562,396,164,1757,401,130
,,,,,,,,,97,6,15,1,2023-06-14T23:40:00+08:00,536,378,156,1673,382,124
,,,,,,,,,98,6,15,2,2023-06-15T00:40:00+08:00,508,358,148,1587,362,118
,,,,,,,,,99,6,15,3,2023-06-15T01:40:00+08:00,487,343,142,1521,347,113
,,,,,,,,,100,6,15,4,2023-06-15T02:40:00+08:00,469,330,137,1464,334,109
,,,,,,,,,101,6,15,5,2023-06-15T03:40:00+08:00,456,321,133,1424,325,106
,,,,,,,,,102,6,15,6,2023-06-15T04:40:00+08:00,444,313,130,1388,317,103
,,,,,,,,,103,6,15,7,2023-06-15T05:40:00+08:00,444,313,130,1388,317,103
,,,,,,,,,104,6,15,8,2023-06-15T06:40:00+08:00,453,319,132,1414,323,105
,,,,,,,,,105,6,15,9,2023-06-15T07:40:00+08:00,447,315,131,1398,319,104
,,,,,,,,,106,6,15,10,2023-06-15T08:40:00+08:00,500,352,146,1561,356,116
,,,,,,,,,107,6,15,11,2023-06-15T09:40:00+08:00,528,372,154,1650,377,122
,,,,,,,,,108,6,15,12,2023-06-15T10:40:00+08:00,551,388,161,1721,393,128
,,,,,,,,,109,6,15,13,2023-06-15T11:40:00+08:00,560,395,163,1749,399,130
,,,,,,,,,110,6,15,14,2023-06-15T12:40:00+08:00,548,386,160,1712,391,127
,,,,,,,,,111,6,15,15,2023-06-15T13:40:00+08:00,570,402,166,1781,407,132
,,,,,,,,,112,6,15,16,2023-06-15T14:40:00+08:00,591,417,172,1846,421,137
,,,,,,,,,113,6,15,17,2023-06-15T15:40:00+08:00,602,425,176,1882,430,139
,,,,,,,,,114,6,15,18,2023-06-15T16:40:00+08:00,603,425,176,1883,430,140
,,,,,,,,,115,6,15,19,2023-06-15T17:40:00+08:00,567,400,166,1773,405,131
,,,,,,,,,116,6,15,20,2023-06-15T18:40:00+08:00,550,388,160,1718,392,127
,,,,,,,,,117,6,15,21,2023-06-15T19:40:00+08:00,587,414,171,1835,419,136
,,,,,,,,,118,6,15,22,2023-06-15T20:40:00+08:00,594,419,173,1857,424,138
,,,,,,,,,119,6,15,23,2023-06-15T21:40:00+08:00,581,409,169,1814,414,135
,,,,,,,,,120,6,15,24,2023-06-15T22:40:00+08:00,572,403,167,1787,408,133
,,,,,,,,,121,6,16,1,2023-06-15T23:40:00+08:00,549,387,160,1715,392,127
,,,,,,,,,122,6,16,2,2023-06-16T00:40:00+08:00,519,366,151,1622,370,120
,,,,,,,,,123,6,16,3,2023-06-16T01:40:00+08:00,496,350,145,1551,354,115
,,,,,,,,,124,6,16,4,2023-06-16T02:50:00+08:00,477,336,139,1489,340,110
,,,,,,,,,125,6,16,5,2023-06-16T03:50:00+08:00,463,326,135,1446,330,107
,,,,,,,,,126,6,16,6,2023-06-16T04:50:00+08:00,453,319,132,1414,323,105
,,,,,,,,,127,6,16,7,2023-06-16T05:50:00+08:00,452,319,132,1412,322,105
,,,,,,,,,128,6,16,8,2023-06-16T06:50:00+08:00,452,319,132,1412,322,105
,,,,,,,,,129,6,16,9,2023-06-16T07:50:00+08:00,452,318,132,1412,322,105
,,,,,,,,,130,6,16,10,2023-06-16T08:50:00+08:00,501,353,146,1564,357,116
,,,,,,,,,131,6,16,11,2023-06-16T09:50:00+08:00,531,374,155,1659,379,123
,,,,,,,,,132,6,16,12,2023-06-16T10:50:00+08:00,550,387,160,1717,392,127
,,,,,,,,,133,6,16,13,2023-06-16T11:50:00+08:00,557,393,163,1740,397,129
,,,,,,,,,134,6,16,14,2023-06-16T12:50:00+08:00,548,386,160,1713,391,127
,,,,,,,,,135,6,16,15,2023-06-16T13:50:00+08:00,560,395,163,1749,399,130
,,,,,,,,,136,6,16,16,2023-06-16T14:50:00+08:00,588,415,172,1838,420,136
,,,,,,,,,137,6,16,17,2023-06-16T15:50:00+08:00,597,421,174,1864,426,138
,,,,,,,,,138,6,16,18,2023-06-16T16:50:00+08:00,596,420,174,1862,425,138
,,,,,,,,,139,6,16,19,2023-06-16T17:50:00+08:00,562,396,164,1757,401,130
,,,,,,,,,140,6,16,20,2023-06-16T18:50:00+08:00,545,384,159,1702,389,126
,,,,,,,,,141,6,16,21,2023-06-16T19:50:00+08:00,585,412,171,1828,417,136
,,,,,,,,,142,6,16,22,2023-06-16T20:50:00+08:00,588,415,172,1838,420,136
,,,,,,,,,143,6,16,23,2023-06-16T21:50:00+08:00,578,407,169,1805,412,134
,,,,,,,,,144,6,16,24,2023-06-16T22:50:00+08:00,567,400,166,1773,405,131
,,,,,,,,,145,6,17,1,2023-06-16T23:50:00+08:00,552,389,161,1723,393,128
,,,,,,,,,146,6,17,2,2023-06-17T00:50:00+08:00,523,369,153,1635,373,121
,,,,,,,,,147,6,17,3,2023-06-17T01:50:00+08:00,506,356,148,1580,361,117
,,,,,,,,,148,6,17,4,2023-06-17T02:50:00+08:00,486,343,142,1519,347,113
,,,,,,,,,149,6,17,5,2023-06-17T03:50:00+08:00,471,332,137,1472,336,109
,,,,,,,,,150,6,17,6,2023-06-17T04:50:00+08:00,456,321,133,1423,325,106
,,,,,,,,,151,6,17,7,2023-06-17T05:50:00+08:00,451,318,131,1408,321,104
,,,,,,,,,152,6,17,8,2023-06-17T06:50:00+08:00,444,313,130,1389,317,103
,,,,,,,,,153,6,17,9,2023-06-17T07:50:00+08:00,426,300,124,1331,304,99
,,,,,,,,,154,6,17,10,2023-06-17T08:50:00+08:00,460,324,134,1437,328,107
,,,,,,,,,155,6,17,11,2023-06-17T09:50:00+08:00,487,344,142,1523,348,113
,,,,,,,,,156,6,17,12,2023-06-17T10:50:00+08:00,509,359,148,1589,363,118
,,,,,,,,,157,6,17,13,2023-06-17T11:50:00+08:00,512,361,149,1598,365,118
,,,,,,,,,158,6,17,14,2023-06-17T12:50:00+08:00,504,355,147,1575,360,117
,,,,,,,,,159,6,17,15,2023-06-17T13:50:00+08:00,518,365,151,1620,370,120
,,,,,,,,,160,6,17,16,2023-06-17T14:50:00+08:00,527,371,154,1646,376,122
,,,,,,,,,161,6,17,17,2023-06-17T15:50:00+08:00,535,377,156,1671,381,124
,,,,,,,,,162,6,17,18,2023-06-17T16:50:00+08:00,533,375,155,1664,380,123
,,,,,,,,,163,6,17,19,2023-06-17T17:50:00+08:00,518,365,151,1617,369,120
,,,,,,,,,164,6,17,20,2023-06-17T18:50:00+08:00,518,365,151,1618,369,120
,,,,,,,,,165,6,17,21,2023-06-17T19:50:00+08:00,556,392,162,1737,397,129
,,,,,,,,,166,6,17,22,2023-06-17T20:50:00+08:00,557,393,163,1741,397,129
,,,,,,,,,167,6,17,23,2023-06-17T21:50:00+08:00,550,388,160,1717,392,127
,,,,,,,,,168,6,17,24,2023-06-17T22:50:00+08:00,541,381,158,1689,386,125
,,,,,,,,,169,1,15,1,2023-01-14T23:30:00+08:00,486,342,142,1517,346,112
,,,,,,,,,170,1,15,2,2023-01-15T00:30:00+08:00,462,326,135,1444,330,107
,,,,,,,,,171,1,15,3,2023-01-15T01:30:00+08:00,444,313,130,1388,317,103
,,,,,,,,,172,1,15,4,2023-01-15T02:30:00+08:00,427,301,125,1334,305,99
,,,,,,,,,173,1,15,5,2023-01-15T03:30:00+08:00,414,292,121,1293,295,96
,,,,,,,,,174,1,15,6,2023-01-15T04:30:00+08:00,401,282,117,1251,286,93
,,,,,,,,,175,1,15,7,2023-01-15T05:30:00+08:00,398,281,116,1244,284,92
,,,,,,,,,176,1,15,8,2023-01-15T06:30:00+08:00,403,284,118,1259,287,93
,,,,,,,,,177,1,15,9,2023-01-15T07:30:00+08:00,386,272,113,1206,275,89
,,,,,,,,,178,1,15,10,2023-01-15T08:30:00+08:00,388,273,113,1211,277,90
,,,,,,,,,179,1,15,11,2023-01-15T09:30:00+08:00,403,284,118,1259,287,93
,,,,,,,,,180,1,15,12,2023-01-15T10:30:00+08:00,422,297,123,1317,301,98
,,,,,,,,,181,1,15,13,2023-01-15T11:30:00+08:00,429,302,125,1339,306,99
,,,,,,,,,182,1,15,14,2023-01-15T12:30:00+08:00,428,302,125,1338,306,99
,,,,,,,,,183,1,15,15,2023-01-15T13:30:00+08:00,433,305,126,1352,309,100
,,,,,,,,,184,1,15,16,2023-01-15T14:30:00+08:00,442,311,129,1380,315,102
,,,,,,,,,185,1,15,17,2023-01-15T15:30:00+08:00,444,313,130,1388,317,103
,,,,,,,,,186,1,15,18,2023-01-15T16:30:00+08:00,450,317,131,1405,321,104
,,,,,,,,,187,1,15,19,2023-01-15T17:30:00+08:00,441,311,129,1376,314,102
,,,,,,,,,188,1,15,20,2023-01-15T18:30:00+08:00,442,311,129,1379,315,102
,,,,,,,,,189,1,15,21,2023-01-15T19:30:00+08:00,485,342,142,1517,346,112
,,,,,,,,,190,1,15,22,2023-01-15T20:30:00+08:00,496,350,145,1550,354,115
,,,,,,,,,191,1,15,23,2023-01-15T21:30:00+08:00,494,348,144,1542,352,114
,,,,,,,,,192,1,15,24,2023-01-15T22:30:00+08:00,483,340,141,1509,344,112
,,,,,,,,,193,1,16,1,2023-01-15T23:30:00+08:00,467,329,136,1459,333,108
,,,,,,,,,194,1,16,2,2023-01-16T00:30:00+08:00,439,309,128,1371,313,102
,,,,,,,,,195,1,16,3,2023-01-16T01:40:00+08:00,421,297,123,1316,301,98
,,,,,,,,,196,1,16,4,2023-01-16T02:40:00+08:00,405,286,118,1266,289,94
,,,,,,,,,197,1,16,5,2023-01-16T03:40:00+08:00,399,281,116,1246,284,92
,,,,,,,,,198,1,16,6,2023-01-16T04:40:00+08:00,388,274,113,1213,277,90
,,,,,,,,,199,1,16,7,2023-01-16T05:40:00+08:00,396,279,116,1237,282,92
,,,,,,,,,200,1,16,8,2023-01-16T06:40:00+08:00,415,293,121,1297,296,96
,,,,,,,,,201,1,16,9,2023-01-16T07:40:00+08:00,418,295,122,1307,298,97
,,,,,,,,,202,1,16,10,2023-01-16T08:40:00+08:00,475,335,139,1484,339,110
,,,,,,,,,203,1,16,11,2023-01-16T09:40:00+08:00,508,358,148,1587,362,118
,,,,,,,,,204,1,16,12,2023-01-16T10:40:00+08:00,525,370,153,1641,375,122
,,,,,,,,,205,1,16,13,2023-01-16T11:40:00+08:00,533,376,156,1665,380,123
,,,,,,,,,206,1,16,14,2023-01-16T12:40:00+08:00,517,364,151,1614,368,120
,,,,,,,,,207,1,16,15,2023-01-16T13:40:00+08:00,537,379,157,1678,383,124
,,,,,,,,,208,1,16,16,2023-01-16T14:40:00+08:00,558,393,163,1743,398,129
,,,,,,,,,209,1,16,17,2023-01-16T15:40:00+08:00,561,395,164,1753,400,130
,,,,,,,,,210,1,16,18,2023-01-16T16:40:00+08:00,562,396,164,1756,401,130
,,,,,,,,,211,1,16,19,2023-01-16T17:40:00+08:00,530,374,155,1657,378,123
,,,,,,,,,212,1,16,20,2023-01-16T18:40:00+08:00,511,360,149,1598,365,118
,,,,,,,,,213,1,16,21,2023-01-16T19:40:00+08:00,549,387,160,1714,391,127
,,,,,,,,,214,1,16,22,2023-01-16T20:40:00+08:00,548,386,160,1712,391,127
,,,,,,,,,215,1,16,23,2023-01-16T21:40:00+08:00,535,377,156,1670,381,124
,,,,,,,,,216,1,16,24,2023-01-16T22:40:00+08:00,518,365,151,1618,369,120
,,,,,,,,,217,1,17,1,2023-01-16T23:40:00+08:00,493,347,144,1540,351,114
,,,,,,,,,218,1,17,2,2023-01-17T00:40:00+08:00,465,328,136,1453,332,108
,,,,,,,,,219,1,17,3,2023-01-17T01:40:00+08:00,442,311,129,1380,315,102
,,,,,,,,,220,1,17,4,2023-01-17T02:40:00+08:00,428,302,125,1337,305,99
,,,,,,,,,221,1,17,5,2023-01-17T03:40:00+08:00,415,292,121,1295,296,96
,,,,,,,,,222,1,17,6,2023-01-17T04:40:00+08:00,408,287,119,1274,291,94
,,,,,,,,,223,1,17,7,2023-01-17T05:40:00+08:00,411,290,120,1283,293,95
,,,,,,,,,224,1,17,8,2023-01-17T06:40:00+08:00,426,300,124,1331,304,99
,,,,,,,,,225,1,17,9,2023-01-17T07:40:00+08:00,422,297,123,1317,301,98
,,,,,,,,,226,1,17,10,2023-01-17T08:40:00+08:00,471,332,137,1471,336,109
,,,,,,,,,227,1,17,11,2023-01-17T09:40:00+08:00,498,351,145,1557,355,115
,,,,,,,,,228,1,17,12,2023-01-17T10:40:00+08:00,514,362,150,1605,366,119
,,,,,,,,,229,1,17,13,2023-01-17T11:40:00+08:00,519,366,152,1623,371,120
,,,,,,,,,230,1,17,14,2023-01-17T12:40:00+08:00,502,354,147,1570,358,116
,,,,,,,,,231,1,17,15,2023-01-17T13:40:00+08:00,521,367,152,1628,372,121
,,,,,,,,,232,1,17,16,2023-01-17T14:40:00+08:00,542,382,158,1692,386,125
,,,,,,,,,233,1,17,17,2023-01-17T15:40:00+08:00,549,387,160,1715,392,127
,,,,,,,,,234,1,17,18,2023-01-17T16:40:00+08:00,553,390,161,1727,394,128
,,,,,,,,,235,1,17,19,2023-01-17T17:40:00+08:00,524,370,153,1638,374,121
,,,,,,,,,236,1,17,20,2023-01-17T18:40:00+08:00,510,359,149,1593,364,118
,,,,,,,,,237,1,17,21,2023-01-17T19:40:00+08:00,547,385,160,1708,390,127
,,,,,,,,,238,1,17,22,2023-01-17T20:40:00+08:00,546,385,159,1705,389,126
,,,,,,,,,239,1,17,23,2023-01-17T21:40:00+08:00,534,377,156,1669,381,124
,,,,,,,,,240,1,17,24,2023-01-17T22:40:00+08:00,524,369,153,1636,373,121
,,,,,,,,,241,1,18,1,2023-01-17T23:40:00+08:00,501,353,146,1565,357,116
,,,,,,,,,242,1,18,2,2023-01-18T00:40:00+08:00,471,332,137,1470,336,109
,,,,,,,,,243,1,18,3,2023-01-18T01:40:00+08:00,450,317,131,1406,321,104
,,,,,,,,,244,1,18,4,2023-01-18T02:40:00+08:00,433,305,126,1354,309,100
,,,,,,,,,245,1,18,5,2023-01-18T03:40:00+08:00,425,300,124,1329,303,99
,,,,,,,,,246,1,18,6,2023-01-18T04:40:00+08:00,414,292,121,1293,295,96
,,,,,,,,,247,1,18,7,2023-01-18T05:40:00+08:00,419,295,122,1310,299,97
,,,,,,,,,248,1,18,8,2023-01-18T06:40:00+08:00,436,307,127,1362,311,101
,,,,,,,,,249,1,18,9,2023-01-18T07:40:00+08:00,430,303,125,1343,307,100
,,,,,,,,,250,1,18,10,2023-01-18T08:40:00+08:00,472,333,138,1474,337,109
,,,,,,,,,251,1,18,11,2023-01-18T09:40:00+08:00,504,355,147,1573,359,117
,,,,,,,,,252,1,18,12,2023-01-18T10:40:00+08:00,521,367,152,1628,372,121
,,,,,,,,,253,1,18,13,2023-01-18T11:40:00+08:00,529,373,154,1652,377,122
,,,,,,,,,254,1,18,14,2023-01-18T12:40:00+08:00,512,361,149,1600,365,119
,,,,,,,,,255,1,18,15,2023-01-18T13:40:00+08:00,533,376,156,1665,380,123
,,,,,,,,,256,1,18,16,2023-01-18T14:40:00+08:00,550,388,161,1719,392,127
,,,,,,,,,257,1,18,17,2023-01-18T15:40:00+08:00,552,389,161,1724,394,128
,,,,,,,,,258,1,18,18,2023-01-18T16:40:00+08:00,550,388,161,1719,393,127
,,,,,,,,,259,1,18,19,2023-01-18T17:40:00+08:00,524,369,153,1637,374,121
,,,,,,,,,260,1,18,20,2023-01-18T18:40:00+08:00,506,357,148,1582,361,117
,,,,,,,,,261,1,18,21,2023-01-18T19:40:00+08:00,543,383,158,1696,387,126
,,,,,,,,,262,1,18,22,2023-01-18T20:40:00+08:00,541,381,158,1690,386,125
,,,,,,,,,263,1,18,23,2023-01-18T21:40:00+08:00,530,374,155,1656,378,123
,,,,,,,,,264,1,18,24,2023-01-18T22:40:00+08:00,514,362,150,1605,366,119
,,,,,,,,,265,1,19,1,2023-01-18T23:40:00+08:00,494,348,144,1544,352,114
,,,,,,,,,266,1,19,2,2023-01-19T00:40:00+08:00,461,325,135,1441,329,107
,,,,,,,,,267,1,19,3,2023-01-19T01:40:00+08:00,445,314,130,1390,317,103
,,,,,,,,,268,1,19,4,2023-01-19T02:40:00+08:00,428,301,125,1336,305,99
,,,,,,,,,269,1,19,5,2023-01-19T03:40:00+08:00,417,294,122,1301,297,96
,,,,,,,,,270,1,19,6,2023-01-19T04:40:00+08:00,411,290,120,1284,293,95
,,,,,,,,,271,1,19,7,2023-01-19T05:40:00+08:00,415,293,121,1297,296,96
,,,,,,,,,272,1,19,8,2023-01-19T06:40:00+08:00,429,303,125,1341,306,99
,,,,,,,,,273,1,19,9,2023-01-19T07:40:00+08:00,423,298,123,1322,302,98
,,,,,,,,,274,1,19,10,2023-01-19T08:40:00+08:00,464,327,135,1449,331,107
,,,,,,,,,275,1,19,11,2023-01-19T09:40:00+08:00,492,347,144,1538,351,114
,,,,,,,,,276,1,19,12,2023-01-19T10:40:00+08:00,516,363,150,1611,368,119
,,,,,,,,,277,1,19,13,2023-01-19T11:40:00+08:00,522,368,152,1630,372,121
,,,,,,,,,278,1,19,14,2023-01-19T12:40:00+08:00,508,358,148,1588,363,118
,,,,,,,,,279,1,19,15,2023-01-19T13:40:00+08:00,516,364,151,1613,368,120
,,,,,,,,,280,1,19,16,2023-01-19T14:40:00+08:00,540,381,158,1687,385,125
,,,,,,,,,281,1,19,17,2023-01-19T15:40:00+08:00,543,383,158,1696,387,126
,,,,,,,,,282,1,19,18,2023-01-19T16:40:00+08:00,543,383,158,1695,387,126
,,,,,,,,,283,1,19,19,2023-01-19T17:40:00+08:00,513,362,150,1603,366,119
,,,,,,,,,284,1,19,20,2023-01-19T18:40:00+08:00,498,351,145,1555,355,115
,,,,,,,,,285,1,19,21,2023-01-19T19:40:00+08:00,537,379,157,1678,383,124
,,,,,,,,,286,1,19,22,2023-01-19T20:40:00+08:00,532,375,155,1661,379,123
,,,,,,,,,287,1,19,23,2023-01-19T21:40:00+08:00,520,366,152,1624,371,120
,,,,,,,,,288,1,19,24,2023-01-19T22:40:00+08:00,509,359,149,1590,363,118
,,,,,,,,,289,1,20,1,2023-01-19T23:40:00+08:00,490,346,143,1532,350,114
,,,,,,,,,290,1,20,2,2023-01-20T00:40:00+08:00,464,327,135,1449,331,107
